公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2101,南港輪胎,508628,464046,476559,9.6,6.72,5765545,5161166,11.71
2102,泰豐輪胎,463358,531689,563810,-12.85,-17.81,6422969,5599762,14.7
2103,台橡,1530075,1262602,1353662,21.18,13.03,18273832,13617182,34.19
2104,中橡,470656,528637,486734,-10.96,-3.3,5635787,5272082,6.89
2105,正新,2072142,2098193,1764659,-1.24,17.42,22035317,18751802,17.51
2106,建大,486209,483491,467544,0.56,3.99,5564541,4898880,13.58
2107,厚生,367704,124293,494310,195.83,-25.61,3292473,3825093,-13.92
2108,南帝化工,412949,586995,471812,-29.65,-12.47,6048298,4270285,41.63
2109,華豐橡膠,197098,207511,229602,-5.01,-14.15,2262861,2500215,-9.49
2114,鑫永銓,160378,161137,164828,-0.47,-2.69,1815238,1619957,12.05
合計,合計,6669197,6448594,6473520,3.42,3.02,77116861,65516424,17.7
