公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2801,彰化銀行,2291616,3594770,2118451,-36.25,8.17,13827737,12660102,9.22
2809,京城銀行,349572,364586,318844,-4.11,9.63,2200305,1779693,23.63
2812,台中銀行,289927,456400,354082,-36.47,-18.11,2575307,2550957,0.95
2816,旺旺保險,349057,401200,447350,-12.99,-21.97,2284422,2584050,-11.59
2820,華票,157402,162054,172241,-2.87,-8.61,919314,1002818,-8.32
2823,中壽,14399088,11484488,14280575,25.37,0.82,77305572,88194364,-12.34
2832,台產,301188,258940,821993,16.31,-63.35,1895080,4777944,-60.33
2833,台灣人壽,5176510,4508251,6314720,14.82,-18.02,29820186,40870890,-27.03
2834,臺灣企銀,1820385,1405517,1416447,29.51,28.51,8958633,7836681,14.31
2836,高銀,204865,213152,210740,-3.88,-2.78,1232309,1175354,4.84
2837,萬泰銀行,102420,121005,66218,-15.35,54.67,554563,139802,296.67
2838,聯邦銀行,203282,693382,542078,-70.68,-62.49,3231422,3469094,-6.85
2845,遠東商銀,613992,615164,654324,-0.19,-6.16,3717777,3657957,1.63
2847,大眾銀行,638469,645725,639942,-1.12,-0.23,4074785,3748088,8.71
2849,安泰銀行,800084,678121,408675,17.98,95.77,3117147,2321027,34.3
2850,新產,701489,799575,1132063,-12.26,-38.03,4380525,13283936,-67.02
2851,中再保,1153249,1166340,2061997,-1.12,-44.07,6829483,6857364,-0.4
2852,第一保,376840,387081,971166,-2.64,-61.19,2235923,5389083,-58.51
2855,統一證券,217687,370125,248640,-41.18,-12.44,2187778,2167381,0.94
2856,元富證券,3508145,3161250,1439284,10.97,143.74,19547879,10401074,87.94
2867,三商美邦,7514432,8091071,7622621,-7.12,-1.41,56764878,59735372,-4.97
2880,華南金,888279,831732,691728,6.79,28.41,4556992,3234651,40.88
2881,富邦金,4193312,2070570,1532515,102.51,173.62,18283803,11259177,62.39
2882,國泰金,3065346,654615,-770567,368.26,497.8,6788895,-396451,1812.41
2883,開發金,943829,345564,751627,173.12,25.57,2797707,3068190,-8.81
2884,玉山金控,528950,579250,365692,-8.68,44.64,3023941,2150592,40.6
2885,元大金,458895,8033816,200818,-94.28,128.51,12210143,3248672,275.85
2886,兆豐金,1892117,1536538,1713784,23.14,10.4,10272971,8260792,24.35
2887,台新金控,1101428,1032034,321801,6.72,242.26,5631231,4405109,27.83
2888,新光金,675861,-500591,-527265,235.01,228.18,2188722,-2675944,181.79
2889,國票金控,68164,124933,47105,-45.43,44.7,1821097,764160,138.31
2890,永豐金控,177722,795072,203173,-77.64,-12.52,3546654,1970520,79.98
2891,中信金,2834897,1848224,703325,53.38,303.07,11568496,7838406,47.58
2892,第一金控,1161219,856741,622939,35.53,86.4,4982920,2703213,84.33
6005,群益證,432613,543823,273645,-20.44,58.09,2748196,2448000,12.26
合計,合計,59592331,58330518,48372771,2.16,23.19,338082793,322882118,4.7
