公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2312,金寶,10087593,9051450,3858985,11.44,161.4,37962930,16160145,134.91,相較於去年同期，差異主係今年起合併個體新增泰金寶科技(股)公司及其子公司
2317,鴻海,322388621,339621426,352467560,-5.07,-8.53,1280262892,1366791966,-6.33,-
2354,鴻準,6687187,6475008,10239209,3.27,-34.69,24274269,35202311,-31.04,-
2359,所羅門,529389,277508,399786,90.76,32.41,1443660,1642296,-12.09,-
2360,致茂,767136,1363702,801424,-43.74,-4.27,3377255,2725187,23.92,-
2373,震旦行,1142069,1221893,1168093,-6.53,-2.22,4502613,4098146,9.86,-
2390,云辰,73478,76155,60453,-3.51,21.54,305899,276021,10.82,-
2404,漢唐,1502725,1329081,1005142,13.06,49.5,5547994,3532654,57.04,"本年累計較去年同期增加50%以上, 係因本年1-5月正在投入進行的專案較去年同期增加所致"
2423,固緯,147832,212635,173722,-30.47,-14.9,646614,636549,1.58,-
2433,互盛電,285000,273612,236740,4.16,20.38,1090986,901018,21.08,-
2461,光群雷,337885,413290,323593,-18.24,4.41,1494903,1263954,18.27,"本公司105年度合併營業額係包含新增子公司湖南和銳鐳射科技有限公司(原湖南永安鐳射)，其105年4月營業額約為新台幣31,009仟元。"
2464,盟立,744628,706705,592272,5.36,25.72,2982478,2358382,26.46,-
2474,可成,6035124,6442754,7088001,-6.32,-14.85,22878521,24488120,-6.57,-
2477,美隆電,259671,254070,279962,2.2,-7.24,1002097,1111907,-9.87,-
2482,連宇,69757,97059,79663,-28.12,-12.43,277794,286031,-2.87,-
2488,漢平,254428,244064,155679,4.24,63.43,921123,643102,43.23,本月營收較去年同期增加主要係因訂單量增加所致。
2495,普安,132990,141636,142379,-6.1,-6.59,524884,534905,-1.87,-
3018,同開,70789,132509,83950,-46.57,-15.67,439186,364046,20.64,本公司係以完工比例法認列收入，本年度累計收入較去年累計收入增加，係本年度在攬工程投入較增所致。
3030,德律,351571,312615,383409,12.46,-8.3,1071430,1535548,-30.22,-
3043,科風,108638,105483,108660,2.99,-0.02,378942,429839,-11.84,-
3305,昇貿,339197,337142,411006,0.6,-17.47,1370948,1706987,-19.68,-
3450,聯鈞,726949,725863,572658,0.14,26.94,2773439,2140675,29.55,-
3518,柏騰,75555,71310,105048,5.95,-28.07,279817,419460,-33.29,-
3617,碩天,567823,555562,432485,2.2,31.29,2007433,1645326,22.0,-
6139,亞翔,2029845,2590584,1157687,-21.64,75.33,11026793,3799125,190.24,公司採完工比例法認列收入，本月營業收入大幅波動，主係蘇州子公司近期承接之大型設備及工程專案，陸續有重要設備投入專案所致。
6192,巨路,333268,454542,404486,-26.68,-17.6,1513732,1665311,-9.1,-
6196,帆宣,1616589,1540649,1375666,4.92,17.51,5858835,5071322,15.52,-
6201,亞弘電,274715,304118,275789,-9.66,-0.38,1052439,1070239,-1.66,-
6215,和椿,167925,162010,177358,3.65,-5.31,587838,613116,-4.12,-
6283,淳安,70951,80909,73439,-12.3,-3.38,283362,312834,-9.42,-
6409,旭隼,603735,779411,679858,-22.53,-11.19,2621598,2601491,0.77,-
6558,興能高,77960,97207,90851,-19.8,-14.18,301203,268162,12.32,-
8021,尖點,235090,236832,268256,-0.73,-12.36,956005,1065312,-10.26,-
8201,無敵,61117,38042,60393,60.65,1.19,161740,442914,-63.48,係電子產業競爭激烈及新導入之產品線營收尚不如預期所致
合計,合計,359157230,376726836,385733662,-4.66,-6.88,1422181652,1487804401,-4.41,
