公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2701,萬企,26547,24230,23713,9.56,11.95,108781,107692,1.01
2702,華園,17364,12486,17064,39.06,1.75,66509,58841,13.03
2704,國賓,213028,222898,207865,-4.42,2.48,938498,898224,4.48
2705,六福,266717,269215,187095,-0.92,42.55,971869,755732,28.59
2706,第一店,29002,29186,26633,-0.63,8.89,111466,107131,4.04
2707,晶華酒店,300871,280159,291965,7.39,3.05,1182273,1161114,1.82
2722,夏都,49495,35982,43200,37.55,14.57,155452,157298,-1.17
2727,王品,572456,539329,400618,6.14,42.89,2338781,1708682,36.87
5706,鳳凰旅遊,140140,162324,88971,-13.66,57.51,627973,673153,-6.71
8940,新天地,60426,58383,68991,3.49,-12.41,412372,361557,14.05
合計,合計,1676046,1634192,1356115,2.56,23.59,6913974,5989424,15.43
