公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1435,中福,2908,4689,1856,-37.98,56.68,26697,15239,75.18
2062,橋椿,359897,390060,285373,-7.73,26.11,2911304,2467387,17.99
2514,龍邦國際,5616,13296,5249,-57.76,6.99,67710,47851,41.5
2904,匯僑,33564,32467,29538,3.37,13.62,254867,209715,21.53
6184,大豐電,53993,53646,53871,0.64,0.22,431488,428963,0.58
6504,南六企業,160501,189397,141524,-15.25,13.4,1489895,1179092,26.35
8033,雷虎科技,42361,61192,49279,-30.77,-14.03,489300,592836,-17.46
9902,台火,239,229,885,4.36,-72.99,503865,11965,4111.15
9904,寶成工業,1279374,1203448,794299,6.3,61.06,9060325,6577978,37.73
9905,大華金,417376,391297,330879,6.66,26.14,2186646,1989920,9.88
9906,興達,0,671,13501,-100.0,-100.0,17183,81129,-78.82
9907,統一實業,1937481,2050458,597507,-5.5,224.26,15408552,11733654,31.31
9910,豐泰企業,1085374,953174,942221,13.86,15.19,7845475,6769527,15.89
9911,台灣櫻花,252817,259829,227823,-2.69,10.97,2183390,1881721,16.03
9914,美利達,1164710,1015332,1054758,14.71,10.42,7227967,6638871,8.87
9917,中保,481054,483210,483043,-0.44,-0.41,3854127,3862323,-0.21
9919,康那香,245146,282752,246676,-13.29,-0.62,2224851,2140029,3.96
9921,巨大機械,1669169,1375310,1366759,21.36,22.12,11010777,9609547,14.58
9924,台灣福興,312446,372371,234183,-16.09,33.41,2328949,1978123,17.73
9925,新光保全,296159,307390,279283,-3.65,6.04,2321053,2232794,3.95
9927,泰銘,637375,501672,643441,27.05,-0.94,5266315,3842026,37.07
9928,中視,104238,106202,134264,-1.84,-22.36,1009000,1011599,-0.25
9929,秋雨,65691,71321,67308,-7.89,-2.4,551653,531828,3.72
9930,中聯資源,398757,379191,333686,5.15,19.5,2930945,3173195,-7.63
9933,中鼎工程,2168171,2080544,1251360,4.21,73.26,15866127,13719302,15.64
9934,成霖企業,228876,334620,376562,-31.6,-39.21,2382744,2228546,6.91
9935,慶豐富,461299,452485,407628,1.94,13.16,2864496,3024609,-5.29
9938,台灣百和,140627,147701,105336,-4.78,33.5,1270264,1191724,6.59
9939,宏全,694766,695707,591653,-0.13,17.42,4279416,3612518,18.46
9940,信義房屋,752964,588909,565956,27.85,33.04,5425261,4221732,28.5
9941,裕融企業,133407,131776,121722,1.23,9.59,1036677,1064952,-2.65
9942,茂順,154359,154292,88367,0.04,74.67,1069228,664293,60.95
9943,好樂迪,275592,269318,274221,2.32,0.49,2125194,2107815,0.82
9944,新麗企業,36970,40965,32693,-9.75,13.08,316676,277116,14.27
9945,潤泰創新,820831,727906,821065,12.76,-0.02,5588717,5512375,1.38
9955,佳龍,614680,639742,457492,-3.91,34.35,4795624,2818745,70.13
合計,合計,17488788,16762569,13411261,4.33,30.4,128622758,109451039,17.51
