公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1437,勤益投控,52271,59198,60665,-11.7,-13.83,855530,1191038,-28.16
2302,麗正,19156,23530,25921,-18.58,-26.09,324046,338573,-4.29
2303,聯電,7796821,9010065,8104902,-13.46,-3.8,105998159,105879723,0.11
2311,日月光,5885953,6655917,5527698,-11.56,6.48,72926652,69439165,5.02
2325,矽品,4179939,4843140,4693979,-13.69,-10.95,57710115,56553390,2.04
2329,華泰電子,743310,741405,907696,0.25,-18.11,9960169,10349239,-3.75
2330,台積電,36558773,43644278,30566947,-16.23,19.6,499871887,418245493,19.51
2337,旺宏,1444156,1961403,2088731,-26.37,-30.85,23888847,27843673,-14.2
2338,光罩,132473,140005,140671,-5.37,-5.82,1670139,1820107,-8.23
2342,茂矽,111401,135197,102677,-17.6,8.49,1842381,3344370,-44.91
2344,華邦電,1845351,2167592,1831065,-14.86,0.78,25418819,27214454,-6.59
2351,順德,485566,569847,575992,-14.79,-15.69,6755470,7759211,-12.93
2363,矽統科技,38737,45341,15378,-14.56,151.89,480424,1402296,-65.74
2369,菱生,425307,456818,393839,-6.89,7.99,5802458,5821560,-0.32
2379,瑞昱,1906442,2123402,1838968,-10.21,3.66,24613536,21896274,12.4
2388,威盛電子,271600,244418,267280,11.12,1.61,3363156,4247839,-20.82
2401,凌陽科技,232058,221920,256196,4.56,-9.42,3141160,3599747,-12.73
2408,南亞科,2113573,2668813,2008611,-20.8,5.22,32478098,36741281,-11.6
2434,統懋,53019,45730,52493,15.93,1.0,496029,746729,-33.57
2436,偉詮電,133997,154031,136603,-13.0,-1.9,1956080,2087148,-6.27
2441,超豐電子,631574,683118,628694,-7.54,0.45,9074658,8722413,4.03
2449,京元電,1021476,1102672,937937,-7.36,8.9,12686814,11526126,10.07
2451,創見資訊,1725460,2499145,2070447,-30.95,-16.66,25385368,29150395,-12.91
2454,聯發科,4888001,5904465,4589576,-17.21,6.5,63474029,53843523,17.88
2458,義隆,523809,611706,421921,-14.36,24.14,7232691,5197410,39.15
2481,強茂,368341,365909,468465,0.66,-21.37,4948930,5158900,-4.07
3006,晶豪科技,406918,463712,411102,-12.24,-1.01,5281674,5435567,-2.83
3014,聯陽,271537,260516,274802,4.23,-1.18,3656802,3920157,-6.71
3016,嘉晶,62658,67044,29088,-6.54,115.4,736579,809851,-9.04
3034,聯詠,3334293,3613738,2552279,-7.73,30.63,37010890,35034265,5.64
3035,智原,540014,757575,480518,-28.71,12.38,8101286,5324800,52.14
3041,揚智,372952,326348,459204,14.28,-18.78,4923999,3653313,34.78
3054,萬國科技,138327,237000,439998,-41.63,-68.56,2736561,2317240,18.09
3094,聯傑國際,30899,27803,23782,11.13,29.92,355403,337972,5.15
3189,景碩科技,1465301,1475554,1424397,-0.69,2.87,17651784,16870553,4.63
3257,虹冠電,43518,43519,42185,-0.0,3.15,536791,544256,-1.37
3443,創意電子,627062,815269,773521,-23.08,-18.93,9013760,9147243,-1.45
3474,華亞科,3182373,2970834,2808650,7.12,13.3,35295987,37385141,-5.58
3519,綠能,739998,768721,880588,-3.73,-15.96,9836416,18615659,-47.16
3532,台勝科,698313,713757,541607,-2.16,28.93,9510459,8485152,12.08
3545,敦泰,633144,657597,252429,-3.71,150.82,5006666,4165468,20.19
3559,全智科,89001,85872,75757,3.64,17.48,1044443,1034001,1.0
3579,尚志,28231,31168,17802,-9.42,58.58,439374,594977,-26.15
3583,辛耘,152845,202129,236761,-24.38,-35.44,1808101,1762881,2.56
3588,通嘉,68034,78044,70307,-12.82,-3.23,1082371,973660,11.16
3598,奕力,941182,862635,634405,9.1,48.35,10549421,9059545,16.44
3686,達能,37168,38496,73569,-3.44,-49.47,902783,3869107,-76.66
4919,新唐科技,488498,533235,486089,-8.38,0.49,7160090,7090283,0.98
4952,凌通科技,172393,187484,153020,-8.04,12.66,2930468,3263786,-10.21
5269,祥碩科技,96081,101610,107247,-5.44,-10.41,1605143,1446302,10.98
5285,界霖,155407,151049,120963,2.88,28.47,1722195,1852736,-7.04
5305,敦南科技,461124,546258,483382,-15.58,-4.6,6799431,7078718,-3.94
5471,松翰科技,233122,223269,203867,4.41,14.35,3321322,3383222,-1.82
6202,盛群,241416,309156,228854,-21.91,5.48,3365511,3319526,1.38
6239,力成,1903519,2034418,2656066,-6.43,-28.33,25320587,36795073,-31.18
6243,迅杰,71050,68211,50122,4.16,41.75,867477,937148,-7.43
6257,矽格,375788,402650,375788,-6.67,0.0,4433847,4338948,2.18
6271,同欣電子,608658,720650,502483,-15.54,21.13,6970347,6235509,11.78
6286,立錡,828665,858305,804920,-3.45,2.94,11019853,10682840,3.15
8016,矽創電子,420393,451833,337922,-6.95,24.4,4854659,4332211,12.05
8081,致新,307799,385326,345274,-20.11,-10.85,4682347,4776095,-1.96
8110,華東,658278,633263,510854,3.95,28.85,7668575,7640810,0.36
8131,福懋科技,741579,790155,910169,-6.14,-18.52,10654155,11884443,-10.35
8150,南茂科技,1364258,1426309,1302704,-4.35,4.72,16995004,15981987,6.33
8261,富鼎,151282,157656,206395,-4.04,-26.7,2297669,2952140,-22.16
8271,宇瞻科技,530901,608186,687102,-12.7,-22.73,7451839,8914529,-16.4
合計,合計,97262543,112165419,91689324,-13.28,6.07,1297957714,1232367191,5.32
