公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1201,味全公司,1209287,1199157,1127058,0.84,7.29,15091089,13833387,9.09
1203,味王公司,169246,146586,181302,15.45,-6.64,1938610,1963885,-1.28
1210,大成長城,2181625,2040013,1993411,6.94,9.44,23608059,23071311,2.32
1213,大飲,43002,43036,51716,-0.07,-16.84,720608,701808,2.67
1215,卜蜂企業,1410676,1325239,1401975,6.44,0.62,15185502,15063586,0.8
1216,統一,3369274,3535395,3687244,-4.69,-8.62,46851580,51925437,-9.77
1217,愛之味,347473,220344,342088,57.69,1.57,3503664,3317757,5.6
1218,泰山企業,658477,730124,695261,-9.81,-5.29,8327620,7770680,7.16
1219,福壽實業,856767,894955,922393,-4.26,-7.11,10286413,10219218,0.65
1220,台榮,222632,228877,235559,-2.72,-5.48,3132450,3116943,0.49
1225,福懋油,1067399,1126473,882361,-5.24,20.97,10894762,9818213,10.96
1227,佳格,1106338,1098390,1323201,0.72,-16.38,12162799,12544265,-3.04
1229,聯華實業,302980,353771,367752,-14.35,-17.61,3936966,4085825,-3.64
1231,聯華食品,482881,400465,623068,20.58,-22.49,5295923,5320323,-0.45
1232,大統益,1428676,1567154,1389819,-8.83,2.79,17530499,16631848,5.4
1233,天仁,178647,171530,189696,4.14,-5.82,2033437,2040532,-0.34
1234,黑松,517445,390411,374715,32.53,38.09,5658957,5416822,4.47
1235,興泰,20288,24158,62232,-16.01,-67.39,314144,381886,-17.73
1236,宏亞食品,286144,274172,324372,4.36,-11.78,2361141,2480767,-4.82
1702,南僑化工,210207,199158,219141,5.54,-4.07,2348219,2333783,0.61
1737,臺鹽,191738,206006,163466,-6.92,17.29,2292435,2296941,-0.19
合計,合計,16261202,16175414,16557830,0.53,-1.79,193474877,194335217,-0.44
