公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1301,台塑,14540823,12350718,16981645,17.73,-14.37,103309279,117966765,-12.42
1303,南亞塑膠,14749799,14556326,14163371,1.32,4.14,106410802,119968892,-11.3
1304,台聚,917800,762508,1068323,20.36,-14.08,6790023,7912147,-14.18
1305,華夏,668619,663584,817576,0.75,-18.21,4659772,5800501,-19.66
1307,三芳化工,591749,488604,494542,21.11,19.65,4023635,3980339,1.08
1308,亞聚,546229,384323,501403,42.12,8.94,3030618,4110334,-26.26
1309,台達化工,917795,892819,875583,2.79,4.82,6071924,6643759,-8.6
1310,台苯,1311086,829503,790806,58.05,65.79,8071303,7446378,8.39
1312,國喬石化,1581323,1395819,1761985,13.28,-10.25,10240508,11483379,-10.82
1313,聯成,662968,560171,524967,18.35,26.28,4345841,4340579,0.12
1314,中石化,3260415,2299255,4209010,41.8,-22.53,21589828,25340894,-14.8
1315,達新工業,227655,233546,243282,-2.52,-6.42,1359867,1406918,-3.34
1319,東陽,1110921,1029158,1095784,7.94,1.38,7381384,7350130,0.42
1321,大洋,420804,365955,435199,14.98,-3.3,2776682,3118429,-10.95
1323,永裕,142945,149227,129456,-4.2,10.41,986651,950151,3.84
1324,地球工業,107310,83433,139804,28.61,-23.24,736442,923853,-20.28
1325,�琱j,69680,71557,72877,-2.62,-4.38,494069,646050,-23.52
1326,台化,20003025,20604264,23459922,-2.91,-14.73,171571283,176473951,-2.77
1339,昭輝,83402,95979,76597,-13.1,8.88,629401,628576,0.13
1715,萬洲化學,393119,439945,370506,-10.64,6.1,3040235,2502145,21.5
4306,炎洲,588068,384869,423193,52.79,38.95,3499600,3156114,10.88
合計,合計,62895535,58641563,68635831,7.25,-8.36,471019147,512150284,-8.03
