公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1503,士電,1341297,1522282,1532999,-11.88,-12.5,9307485,9465547,-1.66
1504,東元電機,2280451,2220603,2224113,2.69,2.53,15202878,14695027,3.45
1506,正道,81643,75129,83365,8.67,-2.06,611827,576664,6.09
1507,永大機電,319525,392192,303168,-18.52,5.39,2315818,2160317,7.19
1512,瑞利,183829,202767,229009,-9.33,-19.72,1324805,1520867,-12.89
1513,中興電,513417,681524,601432,-24.66,-14.63,4293298,4462167,-3.78
1514,亞力電機,423328,352291,183386,20.16,130.83,2181645,1779913,22.57
1515,力山,227649,216526,176824,5.13,28.74,1749639,1268458,37.93
1517,利奇機械,216479,182631,181187,18.53,19.47,1359446,1132291,20.06
1519,華城電機,404415,303656,369483,33.18,9.45,1892761,2563745,-26.17
1521,大億,333080,380878,358849,-12.54,-7.18,2494188,2300121,8.43
1522,堤維西,703075,726214,630207,-3.18,11.56,5061802,4745299,6.66
1524,耿鼎企業,201355,226697,242503,-11.17,-16.96,1580973,1787929,-11.57
1525,江申工業,142745,126750,133944,12.61,6.57,864118,795715,8.59
1526,日馳,50698,55093,49460,-7.97,2.5,343739,367129,-6.37
1527,鑽全,199121,220377,226266,-9.64,-11.99,1610658,1616111,-0.33
1528,恩德,224248,239574,233531,-6.39,-3.97,1513220,1654545,-8.54
1529,樂士,6291,4434,18503,41.88,-66.0,47032,73191,-35.74
1530,亞崴機電,274717,439934,281703,-37.55,-2.47,2020920,1672855,20.8
1531,高林股,182533,185128,262037,-1.4,-30.34,1229808,2388374,-48.5
1533,車王電,87896,98316,132760,-10.59,-33.79,759113,850376,-10.73
1535,中宇,715915,840878,660715,-14.86,8.35,5210203,4608573,13.05
1536,和大工業,277662,275660,232226,0.72,19.56,1972912,1472339,33.99
1537,廣隆光電,450601,452667,332163,-0.45,35.65,2733909,2228854,22.65
1538,正峰新,64354,64398,83292,-0.06,-22.73,477679,571034,-16.34
1539,巨庭機械,124438,99464,84823,25.1,46.7,812502,636696,27.61
1540,喬福機械,105513,129203,132518,-18.33,-20.37,860510,693343,24.11
1541,錩泰,114856,79532,89314,44.41,28.59,827210,522835,58.21
1558,伸興,483938,403788,557234,19.84,-13.15,2725217,2470428,10.31
1560,中砂,327052,335659,350047,-2.56,-6.56,2223477,2311937,-3.82
1568,倉佑,116405,111690,113402,4.22,2.64,845627,769585,9.88
1583,程泰,208723,322308,235966,-35.24,-11.54,1780398,1339601,32.9
2049,上銀科技,1021862,1011668,1234246,1.0,-17.2,6331487,7649492,-17.22
2228,劍麟,159260,105522,136774,50.92,16.44,944318,892010,5.86
2231,為升,105626,106162,83527,-0.5,26.45,680527,586198,16.09
2371,大同,2776444,2638070,3332520,5.24,-16.68,19722101,22606851,-12.76
3167,大量科技,150077,305703,150678,-50.9,-0.39,1362450,909304,49.83
4526,東台,403248,325719,840760,23.8,-52.03,2551409,4264169,-40.16
4532,瑞智精密,549390,649447,592926,-15.4,-7.34,4041536,3307312,22.2
6605,帝寶工業,736902,734659,707646,0.3,4.13,5627949,5862259,-3.99
8222,寶一科技,65900,48766,46499,35.13,41.72,422903,356407,18.65
8374,羅昇,125701,145786,151505,-13.77,-17.03,852246,1011004,-15.7
8996,高力,124249,150814,137557,-17.61,-9.67,885590,733607,20.71
合計,合計,17605908,18190559,18741067,-3.21,-6.05,121657333,123680479,-1.63
