公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2201,裕隆汽車,3403413,3434957,2104882,-0.91,61.69,27008495,15827056,70.64
2204,中華汽車,2940805,2767584,2668894,6.25,10.18,26698345,21857216,22.14
2206,三陽工業,1875210,1913888,1581798,-2.02,18.54,16540710,15257093,8.41
2207,和泰汽車,7162324,4088882,7440022,75.16,-3.73,63231938,55687430,13.54
2227,裕隆日產,2384061,2561020,2150069,-6.9,10.88,23105645,16865113,37.0
合計,合計,17765813,14766331,15945665,20.31,11.41,156585133,125493908,24.77
