公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2427,三商電腦,124689,141017,172203,-11.57,-27.59,1217953,1151494,5.77
2453,凌群,201329,154745,184962,30.1,8.84,2283114,1904313,19.89
2468,華經,231314,125720,216376,83.99,6.9,1366074,1502584,-9.08
2471,資通,58273,98620,33695,-40.91,72.94,607957,464870,30.78
2480,敦陽科技,269225,322506,273779,-16.52,-1.66,3033242,2789128,8.75
3021,衛展資訊,41689,48740,47563,-14.46,-12.34,409289,440226,-7.02
3029,零壹科技,246494,267204,237911,-7.75,3.6,2697358,2171685,24.2
3130,一零四,90341,88550,69485,2.02,30.01,857897,666471,28.72
5203,訊連,107948,321778,169698,-66.45,-36.38,2131989,2008165,6.16
6112,聚碩,326379,351824,307058,-7.23,6.29,3329991,2534628,31.37
6183,關貿,81427,96009,65289,-15.18,24.71,806482,710342,13.53
6214,精誠資訊,574862,866849,640431,-33.68,-10.23,7101095,6813666,4.21
合計,合計,2353970,2883562,2418450,-18.36,-2.66,25842441,23157572,11.59
