公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2701,萬企,36147,34743,30433,4.04,18.77,233718,208541,12.07,本月營業收入增加係育樂收入之影院收入增加
2702,華園,72259,63592,63135,13.62,14.45,420523,422934,-0.57,-
2704,國賓,289642,295310,274555,-1.91,5.49,2088807,2004592,4.2,-
2705,六福,270791,228067,278359,18.73,-2.71,1664264,1569622,6.02,-
2706,第一店,29627,30743,31400,-3.63,-5.64,216115,212584,1.66,-
2707,晶華,533845,564565,501695,-5.44,6.4,3905426,3526778,10.73,-
2712,遠雄來,75370,52076,82737,44.73,-8.9,326223,334618,-2.5,-
2722,夏都,103600,71314,106248,45.27,-2.49,431314,416438,3.57,-
2727,王品,1434534,1361864,1503002,5.33,-4.55,9995004,9918286,0.77,-
2731,雄獅,2369778,2135936,2153236,10.94,10.05,12531781,10177980,23.12,-
2739,寒舍,332854,344721,346866,-3.44,-4.03,2564941,2552991,0.46,-
5706,鳳凰,378882,334860,456591,13.14,-17.01,1848644,1794949,2.99,-
8462,柏文,110856,104095,72420,6.49,53.07,661453,426167,55.2,主係因原有廠館會員人數持續成長，加上新增中壢、嘉義、屏東、中和及苗栗等廠館，致營業收入增加。
8940,新天地,86155,101234,80127,-14.89,7.52,986609,944011,4.51,-
9943,好樂迪,257666,252426,271786,2.07,-5.19,1871897,1910956,-2.04,-
合計,合計,6382006,5975546,6252590,6.8,2.06,39746719,36421447,9.12,
