公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1503,士電,1490604,1418340,1710275,5.09,-12.84,7178088,8218683,-12.66,-
1504,東元,4918183,4769481,4263235,3.11,15.36,22913005,19503514,17.48,-
1506,正道,117860,117761,141044,0.08,-16.43,580795,670849,-13.42,-
1507,永大,1681994,1546043,845491,8.79,98.93,7368418,5193208,41.88,此為本公司自結數
1513,中興電,658052,567002,710222,16.05,-7.34,3431439,3752010,-8.54,-
1514,亞力,312672,330450,338108,-5.37,-7.52,1617110,1456249,11.04,-
1515,力山,227931,307072,242416,-25.77,-5.97,1207711,1341655,-9.98,"今年客戶控管庫存,減少採購"
1517,利奇,333576,309628,333540,7.73,0.01,1571573,1681065,-6.51,-
1519,華城,596781,431136,597783,38.42,-0.16,1932700,1354440,42.69,-
1526,日馳,56775,61778,59574,-8.09,-4.69,287020,258581,10.99,-
1527,鑽全,231831,224134,242813,3.43,-4.52,998491,1191160,-16.17,-
1528,恩德,470238,234922,285296,100.16,64.82,1415118,1251307,13.09,-
1529,樂士,7973,7851,5986,1.55,33.19,33000,36307,-9.1,-
1530,亞崴,296709,252474,335978,17.52,-11.68,1205270,1451603,-16.96,-
1531,高林股,273064,309683,224055,-11.82,21.87,1397133,1291146,8.2,-
1532,勤美,1682624,1178804,1228536,42.73,36.96,5912463,5920741,-0.13,本公司5月份合併營收較去年同期增加36.96%，主係認列完工交屋之營建收入所致。
1535,中宇,902542,715867,729653,26.07,23.69,4344346,3455708,25.71,102年5月營收與去年同期差異24%，主係合併海外子公司營收所致。
1537,廣隆,471198,438262,512894,7.51,-8.12,2259086,2223465,1.6,-
1538,正峰新,74705,68658,77666,8.8,-3.81,304342,356887,-14.72,-
1539,巨庭,174839,145508,137660,20.15,27.0,760622,627400,21.23,-
1540,喬福,90648,93901,135688,-3.46,-33.19,374524,625794,-40.15,歐洲及大陸市場萎縮
1541,錩泰,192323,190981,130659,0.7,47.19,759852,824251,-7.81,-
1558,伸興,416489,413421,420508,0.74,-0.95,1947966,1959850,-0.6,-
1560,中砂,335547,327311,335241,2.51,0.09,1644776,1560766,5.38,-
1583,程泰,519952,557634,641198,-6.75,-18.9,2343511,2866827,-18.25,-
2049,上銀,898023,843431,1225361,6.47,-26.71,4114986,5153017,-20.14,-
2371,大同,10356294,8896978,8142295,16.4,27.19,44648704,45070055,-0.93,-
3167,大量,241594,183469,400773,31.68,-39.71,795351,1075855,-26.07,-
4526,東台,691176,662742,595642,4.29,16.03,2808609,2925518,-3.99,-
4532,瑞智,1464572,1710726,1577971,-14.38,-7.18,7150563,7448698,-4.0,-
8374,羅昇,402999,500110,460363,-19.41,-12.46,1821401,1710933,6.45,-
8996,高力,213967,197272,142058,8.46,50.61,977654,652729,49.77,-
合計,合計,30803735,28012830,27229982,9.96,13.12,136105627,133110271,2.25,
