公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1471,首利,616972,708196,525696,-12.88,17.36,2808813,2647658,6.08,-
1582,信錦,884225,819022,761502,7.96,16.11,3656072,3574313,2.28,-
2059,川湖,321997,335678,302528,-4.07,6.43,1523345,1323533,15.09,-
2308,台達電,14880079,14387001,14889390,3.42,-0.06,68102193,67545162,0.82,-
2313,華通,2312465,2342665,2013634,-1.28,14.84,11342319,9556579,18.68,1.資料係自行結算 2.經會計師查核之合併財報與部份被投資公司財報日期差異3個月
2316,楠梓電,493039,506474,605050,-2.65,-18.51,2358093,2744018,-14.06,-
2327,國巨,2263858,2098617,2175370,7.87,4.06,10299768,9870080,4.35,-
2328,廣宇,1218771,1022625,1379692,19.18,-11.66,5198383,6504524,-20.08,-
2355,敬鵬,1643398,1691016,1514565,-2.81,8.5,7878296,7351887,7.16,-
2367,燿華,1143036,1185495,1012479,-3.58,12.89,5318995,4891780,8.73,-
2368,金像電,1558080,1603435,1117815,-2.82,39.38,7118318,6184490,15.09,-
2375,凱美,182393,162606,150689,12.16,21.03,762751,706738,7.92,-
2383,台光電,1341371,1442536,1318395,-7.01,1.74,6925056,6236622,11.03,102年起月營業收入為合併營收金額
2385,群光,5941991,5754994,5435515,3.24,9.31,28906425,24596412,17.52,-
2392,正崴,6773162,7438602,7414120,-8.94,-8.64,41088852,34571699,18.85,-
2402,毅嘉,872039,855545,679907,1.92,28.25,3537069,3504758,0.92,-
2413,環科,342722,364032,278618,-5.85,23.0,1733306,1268349,36.65,-
2415,錩新,165842,163654,170696,1.33,-2.84,732714,761994,-3.84,-
2420,新巨,338508,254692,307771,32.9,9.98,1451043,1449068,0.13,-
2421,建準,760894,675482,677127,12.64,12.37,3108279,3110442,-0.06,-
2428,興勤,385379,366941,366944,5.02,5.02,1639511,1687294,-2.83,-
2429,銘旺科,62306,59379,58874,4.92,5.82,283775,284364,-0.2,-
2431,聯昌,185859,182991,162202,1.56,14.58,924333,990246,-6.65,-
2440,太空梭,197137,207261,194238,-4.88,1.49,819866,882263,-7.07,-
2456,奇力新,332317,345626,322263,-3.85,3.11,1580675,1479512,6.83,-
2457,飛宏,1022275,925997,1166205,10.39,-12.34,4556866,4697837,-3.0,-
2460,建通,351197,321644,337496,9.18,4.05,1573381,1612498,-2.42,-
2462,良得電,365955,375426,428223,-2.52,-14.54,1788410,1985186,-9.91,-
2467,志聖,388496,344329,363005,12.82,7.02,1338705,1360349,-1.59,-
2472,立隆電,548680,513281,508096,6.89,7.98,2294185,2333943,-1.7,-
2476,鉅祥,402822,384320,415933,4.81,-3.15,1750642,1779971,-1.64,-
2478,大毅,332802,331109,329656,0.51,0.95,1517580,1490683,1.8,-
2483,百容,150298,145337,151250,3.41,-0.62,651340,650992,0.05,-
2484,希華,201361,223148,215365,-9.76,-6.5,971327,969108,0.22,-
2492,華新科,1190498,1128890,1203820,5.45,-1.1,5225914,5428254,-3.72,5月全球淨營收為 11.91億，較4月增加 5.5%。受惠於中低階手機、平板電腦及遊戲機， EMS代工與經銷商客戶業績成長。
2493,揚博,180079,210447,198908,-14.43,-9.46,945830,908006,4.16,-
3003,健和興,226013,241698,247232,-6.48,-8.58,1113147,1189982,-6.45,-
3011,今皓,224978,227255,244251,-1.0,-7.89,1038950,1122135,-7.41,-
3015,全漢,1469254,1305834,1488457,12.51,-1.29,6394040,7198365,-11.17,-
3021,鴻名,144086,129471,157562,11.28,-8.55,596827,649657,-8.13,-
3023,信邦,909831,889810,810160,2.25,12.3,4118956,3953568,4.18,-
3026,禾伸堂,1298690,1338855,1224569,-2.99,6.05,5957974,5856898,1.72,-
3032,偉訓,208792,190484,203297,9.61,2.7,997689,1110549,-10.16,-
3037,欣興,5286218,5149193,5693309,2.66,-7.15,25052230,27452882,-8.74,-
3042,晶技,803683,803630,924286,0.0,-13.04,3935732,4090032,-3.77,-
3044,健鼎,3573019,3430255,3492493,4.16,2.3,17005342,16271764,4.5,-
3058,立德,521941,535568,768711,-2.54,-32.1,2337125,3208671,-27.16,-
3090,日電貿,554633,554442,217458,0.03,155.05,2074192,1010416,105.28,-
3229,晟鈦,55917,51298,75605,9.0,-26.04,263996,352065,-25.01,合併營收係以當年度平均匯率換算之
3296,勝德,250556,252766,336177,-0.87,-25.46,1017517,1551978,-34.43,-
3308,聯德,120310,119391,212692,0.76,-43.43,710017,1092796,-35.02,-
3338,泰碩,255843,244938,271523,4.45,-5.77,1104423,1186492,-6.91,-
3376,新日興,609532,619669,713309,-1.63,-14.54,3005860,3080419,-2.42,-
3432,台端,110053,102530,76680,7.33,43.52,495476,353621,40.11,本期合併營收增加係因產品銷售訂單增加所致。
3501,維熹,478646,493588,467097,-3.02,2.47,2204370,2074858,6.24,-
3533,嘉澤,635800,627123,734043,1.38,-13.38,2966908,3384614,-12.34,-
3550,聯穎,368447,382771,360023,-3.74,2.33,1676204,1667534,0.51,-
3593,力銘,19170,28269,120259,-32.18,-84.05,148157,799220,-81.46,-
3605,宏致,374127,338058,447335,10.66,-16.36,1607541,1887800,-14.84,-
3607,谷崧,551266,619423,687453,-11.0,-19.81,3000950,2865316,4.73,-
