公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2616,山隆,1368880,1400523,1352872,-2.25,1.18,8293649,7297569,13.64,-
6505,台塑化,46255292,50388317,48814647,-8.2,-5.24,303403322,265423672,14.3,-
8926,台汽電,124296,98354,112256,26.37,10.72,499442,613207,-18.55,-
9908,大台北,283311,307422,262151,-7.84,8.07,1906965,1908625,-0.08,-
9918,欣天然,152449,199301,120826,-23.5,26.17,1120491,1050809,6.63,-
9926,新海,179943,180641,136475,-0.38,31.85,1126630,1079192,4.39,-
9931,欣高,104127,86269,85540,20.7,21.72,598370,594470,0.65,-
9937,全國,1549135,1650196,1619104,-6.12,-4.32,9472332,8769464,8.01,-
合計,合計,50017433,54311023,52503871,-7.9,-4.73,326421201,286737008,13.83,
