公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2301,光寶科,14085616,17339436,14383057,-18.76,-2.06,31425052,33358265,-5.79,-
2305,全友,37587,61942,39113,-39.31,-3.9,99529,110448,-9.88,-
2324,仁寶,50979213,56082579,54610335,-9.09,-6.64,107061791,123348405,-13.2,-
2331,精英,1673467,2589327,3422032,-35.37,-51.09,4262794,8049393,-47.04,係兩年度教育筆電之出貨高峰月份不同所致。
2352,佳世達,9111818,11102605,9396744,-17.93,-3.03,20214393,18803052,7.5,-
2353,宏��,16174892,15876437,20643792,1.87,-21.64,32051329,43352796,-26.06,-
2356,英業達,28774620,30106120,25628316,-4.42,12.27,58880740,55501586,6.08,-
2357,華碩,35393554,35290053,34789627,0.29,1.73,70683607,69763352,1.31,-
2362,藍天,1437925,1658464,1458213,-13.29,-1.39,3096389,3128990,-1.04,-
2364,倫飛,75067,99872,47315,-24.83,58.65,174939,103212,69.49,"本月因應ODM客戶出貨,致營收較去年同期大幅提升。"
2365,昆盈,206746,327575,454892,-36.88,-54.55,534321,1036763,-48.46,因全球景氣不佳影響品牌產品銷售，加上代工專案陸續結案致營收大幅下降。
2376,技嘉,3315959,4902933,3216261,-32.36,3.09,8218892,8515442,-3.48,-
2377,微星,6783125,8521606,5686313,-20.4,19.28,15304731,13413737,14.09,-
2380,虹光,117130,170668,147512,-31.36,-20.59,287743,357818,-19.58,-
2382,廣達,62109312,60073198,55015163,3.38,12.89,122182510,125142311,-2.36,-
2387,精元,721894,1298338,1035412,-44.39,-30.27,2020232,2391808,-15.53,-
2395,研華,2704484,3289158,2357254,-17.77,14.73,5993642,5409298,10.8,-
2397,友通,256084,324782,195713,-21.15,30.84,580865,435970,33.23,-
2399,映泰,198240,267162,207369,-25.79,-4.4,465402,487326,-4.49,-
2405,浩鑫,247451,318116,349734,-22.21,-29.24,565567,780215,-27.51,-
2417,圓剛,169527,170304,146688,-0.45,15.56,339832,333845,1.79,-
2424,隴華,9,31,26,-70.96,-65.38,40,891,-95.51,本年累計減少因本年累計只出貨一台主機，而去年同期出貨37台主機
2425,承啟,257347,661021,400206,-61.06,-35.69,918368,983266,-6.6,-
2442,新美齊,108661,144932,65212,-25.02,66.62,253593,138414,83.21,因重要子公司凱銳之合併營收增加
2465,麗臺,148834,247491,104000,-39.86,43.1,396325,326896,21.23,-
3002,歐格,24108,48952,26800,-50.75,-10.04,73060,94615,-22.78,-
3005,神基,1224682,1511672,1169272,-18.98,4.73,2736354,2599153,5.27,-
3013,晟銘電,180163,251991,163426,-28.5,10.24,432154,471332,-8.31,-
3017,奇鋐,1851509,2263334,1755197,-18.19,5.48,4114843,3873129,6.24,-
3022,威強電,497632,597245,414335,-16.67,20.1,1094877,1050200,4.25,-
3046,建��,111829,114849,80484,-2.62,38.94,226678,192226,17.92,-
3057,喬鼎,213212,195743,289558,8.92,-26.36,408955,525548,-22.18,-
3060,銘異,692442,858609,562147,-19.35,23.17,1551052,1225592,26.55,-
3231,緯創,40338300,41213071,44900970,-2.12,-10.16,81551371,94227508,-13.45,-
3416,融程電,95460,134821,96267,-29.19,-0.83,230281,244210,-5.7,-
3494,誠研,117005,158858,110644,-26.34,5.74,275863,257802,7.0,-
3515,華擎,513346,709944,504600,-27.69,1.73,1223509,1201456,1.83,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異"
3701,大眾控,800366,1120480,799378,-28.56,0.12,1920846,2002936,-4.09,-
3706,神達,2634930,3079861,4394646,-14.44,-40.04,5714791,8296898,-31.12,-
4916,事欣科,107818,101546,105115,6.17,2.57,209364,234981,-10.9,-
4938,和碩,65721503,101430026,69283994,-35.2,-5.14,167151529,187333136,-10.77,無
5258,虹堡,316677,331221,58578,-4.39,440.6,647898,181397,257.17,營收增加
6117,迎廣,126149,204128,117110,-38.2,7.71,330277,296347,11.44,-
6128,上福,147382,167347,122254,-11.93,20.55,314729,279318,12.67,-
6166,凌華,617450,656428,645868,-5.93,-4.39,1273878,1420773,-10.33,-
6172,互億,26633,30492,22186,-12.65,20.04,57125,46907,21.78,-
6206,飛捷,383471,535639,323748,-28.4,18.44,919110,730506,25.81,-
6230,超眾,440590,654216,392921,-32.65,12.13,1094806,881318,24.22,-
6235,華孚,137314,190002,93462,-27.73,46.91,327316,265582,23.24,-
6277,宏正,356777,414618,350248,-13.95,1.86,771395,735960,4.81,-
6414,樺漢,860981,1149867,645988,-25.12,33.28,2010848,1448201,38.85,-
6579,研揚,386446,383676,258071,0.72,49.74,770122,579643,32.86,-
6669,緯穎,3082100,811631,1062524,279.74,190.07,3893731,1783774,118.28,隨雲端產業蓬勃發展，帶動資料中心建置需求提升，本公司切入大型資料中心客戶，出貨量成長，故營收增加。
8114,振樺電,207034,256796,163391,-19.37,26.71,463830,406157,14.19,-
8163,達方,1080398,1461653,1481146,-26.08,-27.05,2542051,3344620,-23.99,-
8210,勤誠,243138,442065,235444,-44.99,3.26,685203,616506,11.14,-
9912,偉聯,65604,62163,48362,5.53,35.65,127767,104235,22.57,-
合計,合計,358691011,412467094,364478433,-13.03,-1.58,771158239,832225465,-7.33,
