公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2801,彰銀,2674030,2492721,3374919,7.27,-20.76,32074101,33104212,-3.11,-
2809,京城銀,757688,714216,588927,6.08,28.65,8492983,7000815,21.31,-
2812,台中銀,1009070,1023757,1218644,-1.43,-17.19,12014842,11663554,3.01,-
2816,旺旺保,685224,648737,643310,5.62,6.51,8081673,7707765,4.85,-
2820,華票,177585,151495,158514,17.22,12.03,2014768,1977208,1.89,-
2823,中壽,33678220,20306544,32096983,65.84,4.92,339115451,338495113,0.18,-
2832,台產,437887,428535,377121,2.18,16.11,5212269,4953632,5.22,-
2834,臺企銀,1731998,1813776,1802371,-4.5,-3.9,23214659,23027429,0.81,-
2836,高雄銀,355743,280823,285925,26.67,24.41,3719371,3500264,6.25,-
2838,聯邦銀,1164988,1140769,1054888,2.12,10.43,13771280,12488101,10.27,-
2845,遠東銀,909707,867393,901051,4.87,0.96,11713430,11210961,4.48,-
2849,安泰銀,573155,504140,667178,13.68,-14.09,6413133,6409397,0.05,-
2850,新產,1268508,1305795,1072786,-2.85,18.24,15531150,14749316,5.3,-
2851,中再保,1296323,1256493,1214731,3.16,6.71,16092924,14871535,8.21,-
2852,第一保,495857,556065,479143,-10.82,3.48,6049197,6129390,-1.3,-
2855,統一證,574007,752823,319119,-23.75,79.87,7142397,5774275,23.69,本月營收增加，主要為本月份交易部位操作獲利增加所致。
2867,三商壽,18368150,14224940,15530901,29.12,18.26,179484806,167844196,6.93,-
2880,華南金,3584653,3463520,3545643,3.49,1.1,46677172,45927728,1.63,-
2881,富邦金,39045857,36398049,21552859,7.27,81.16,448069896,411530153,8.87,主要子公司的業務穩定成長及保險業務淨收益增加，致營業收入增加。
2882,國泰金,76541242,45802024,46477871,67.11,64.68,556193075,473926046,17.35,本月營業收入淨額較去年同期增加，主係保險業務淨收益增加所致。
2883,開發金,22797962,13454986,20447556,69.43,11.49,241503572,253213265,-4.62,-
2884,玉山金,4590908,4568694,4093815,0.48,12.14,54567879,49179653,10.95,-
2885,元大金,10894866,10088221,8390762,7.99,29.84,107795774,101349480,6.36,-
2886,兆豐金,5282368,4729417,5293676,11.69,-0.21,65279157,61633712,5.91,-
2887,台新金,3509096,3467081,2822395,1.21,24.33,43700024,39801678,9.79,-
2888,新光金,28998882,27746100,18925856,4.51,53.22,280590374,255769781,9.7,主要是本月保險業務淨收益較去年同期增加106億，致本月整體營收淨額較去年同期增加。
2889,國票金,573676,507356,564566,13.07,1.61,6975678,5537752,25.96,-
2890,永豐金,2610143,2712613,2300555,-3.77,13.45,36329709,32123769,13.09,-
2891,中信金,22618828,22270811,32210898,1.56,-29.77,264717739,314351266,-15.78,-
2892,第一金,5374443,4601940,4835009,16.78,11.15,62295439,60230070,3.42,-
2897,王道銀行,692232,582159,686773,18.9,0.79,8311953,7830239,6.15,-
5876,上海商銀,3065625,3182594,3582064,-3.67,-14.41,40862672,36876412,10.8,-
5880,合庫金,4224195,4012855,4066079,5.26,3.88,49055704,46682607,5.08,-
6005,群益證,805647,718767,437119,12.08,84.3,7799804,7640097,2.09,自營部獲利增加所致
6024,群益期,164756,150064,148768,9.79,10.74,1919681,2810672,-31.7,-
合計,合計,301533519,236926273,242168775,27.26,24.51,3012783736,2877321543,4.7,
