公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1532,勤美,378813,450557,369401,-15.92,2.54,378813,369401,2.54
2002,中鋼,16446145,18317075,19789877,-10.21,-16.89,16446145,19789877,-16.89
2006,東和鋼鐵,2860998,2772437,3640529,3.19,-21.41,2860998,3640529,-21.41
2007,燁興公司,575348,706932,1196544,-18.61,-51.91,575348,1196544,-51.91
2008,高興昌,342900,400335,567842,-14.34,-39.61,342900,567842,-39.61
2009,第一伸銅,270447,356118,440786,-24.05,-38.64,270447,440786,-38.64
2010,春源鋼鐵,1171914,1489146,1318363,-21.3,-11.1,1171914,1318363,-11.1
2012,春雨,303717,288429,402738,5.3,-24.58,303717,402738,-24.58
2013,中鋼構,1036241,1357401,794315,-23.65,30.45,1036241,794315,30.45
2014,中鴻,3668834,3231167,4412746,13.54,-16.85,3668834,4412746,-16.85
2015,豐興鋼鐵,2330678,3333594,3161838,-30.08,-26.28,2330678,3161838,-26.28
2017,官田鋼,423373,420695,528193,0.63,-19.84,423373,528193,-19.84
2020,美亞鋼管,344820,418231,494087,-17.55,-30.21,344820,494087,-30.21
2022,聚亨,156407,141743,192576,10.34,-18.78,156407,192576,-18.78
2023,燁輝,2112760,2523507,2913671,-16.27,-27.48,2112760,2913671,-27.48
2024,志聯工業,82531,132136,185486,-37.54,-55.5,82531,185486,-55.5
2025,千興,193105,245941,563317,-21.48,-65.72,193105,563317,-65.72
2027,大成鋼,469687,1054988,714851,-55.47,-34.29,469687,714851,-34.29
2028,威致鋼鐵,764432,769492,1116674,-0.65,-31.54,764432,1116674,-31.54
2029,盛餘,1425561,1350737,1647373,5.53,-13.46,1425561,1647373,-13.46
2030,彰源,838760,1192527,1301368,-29.66,-35.54,838760,1301368,-35.54
2031,新光鋼,440430,535168,638475,-17.7,-31.01,440430,638475,-31.01
2032,新鋼工業,289974,437544,479079,-33.72,-39.47,289974,479079,-39.47
2033,佳大世界,69516,91936,87039,-24.38,-20.13,69516,87039,-20.13
2034,允強,1697458,2346259,2003521,-27.65,-15.27,1697458,2003521,-15.27
2038,海光企業,953074,1224266,1333578,-22.15,-28.53,953074,1333578,-28.53
3004,豐達科技,74444,181753,47051,-59.04,58.21,74444,47051,58.21
5007,三星科技,415550,467306,492631,-11.07,-15.64,415550,492631,-15.64
9958,世紀鋼構,111086,180071,66257,-38.3,67.65,111086,66257,67.65
合計,合計,40249003,46417491,50900206,-13.28,-20.92,40249003,50900206,-20.92
