公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1437,勤益投控,56300,60665,117740,-7.19,-52.18,56300,117740,-52.18
2302,麗正,22958,25921,24074,-11.43,-4.63,22958,24074,-4.63
2303,聯電,8050922,8104902,9525055,-0.66,-15.47,8050922,9525055,-15.47
2311,日月光,5237381,5527699,5669589,-5.25,-7.62,5237381,5669589,-7.62
2325,矽品,4655930,4693979,4619222,-0.81,0.79,4655930,4619222,0.79
2329,華泰電子,869405,907696,849100,-4.21,2.39,869405,849100,2.39
2330,台積電,34053091,30566947,34424173,11.4,-1.07,34053091,34424173,-1.07
2337,旺宏,1666448,2088731,2147894,-20.21,-22.41,1666448,2147894,-22.41
2338,光罩,129797,140671,161232,-7.73,-19.49,129797,161232,-19.49
2342,茂矽,136877,102677,351280,33.3,-61.03,136877,351280,-61.03
2344,華邦電,1779795,1831065,2596235,-2.8,-31.44,1779795,2596235,-31.44
2351,順德,435152,575992,650130,-24.45,-33.06,435152,650130,-33.06
2363,矽統科技,8343,15378,164288,-45.74,-94.92,8343,164288,-94.92
2369,菱生,369643,393839,561731,-6.14,-34.19,369643,561731,-34.19
2379,瑞昱,1552789,1838968,1886159,-15.56,-17.67,1552789,1886159,-17.67
2388,威盛電子,302938,301164,434829,0.58,-30.33,302938,434829,-30.33
2401,凌陽科技,171173,256195,421188,-33.18,-59.35,171173,421188,-59.35
2408,南亞科,2569616,2008611,3442728,27.92,-25.36,2569616,3442728,-25.36
2434,統懋,20375,52493,55630,-61.18,-63.37,20375,55630,-63.37
2436,偉詮電,121337,136603,162104,-11.17,-25.14,121337,162104,-25.14
2441,超豐電子,613051,628694,818940,-2.48,-25.14,613051,818940,-25.14
2449,京元電,901020,937937,1030137,-3.93,-12.53,901020,1030137,-12.53
2451,創見資訊,1854714,2070447,2774162,-10.41,-33.14,1854714,2774162,-33.14
2454,聯發科,2919283,4589576,4779612,-36.39,-38.92,2919283,4779612,-38.92
2458,義隆,517683,421921,421502,22.69,22.81,517683,421502,22.81
2481,強茂,306297,468465,371201,-34.61,-17.48,306297,371201,-17.48
3006,晶豪科技,385031,411102,609431,-6.34,-36.82,385031,609431,-36.82
3014,聯陽,259752,274802,370225,-5.47,-29.83,259752,370225,-29.83
3016,嘉晶,48344,29088,81931,66.19,-40.99,48344,81931,-40.99
3034,聯詠,2322047,2552279,3026249,-9.02,-23.26,2322047,3026249,-23.26
3035,智原,580407,480518,447227,20.78,29.77,580407,447227,29.77
3041,揚智,329907,459204,277475,-28.15,18.89,329907,277475,18.89
3054,萬國科技,275597,439998,95499,-37.36,188.58,275597,95499,188.58
3094,聯傑國際,25277,23782,30677,6.28,-17.6,25277,30677,-17.6
3189,景碩科技,1336097,1424397,1383720,-6.19,-3.44,1336097,1383720,-3.44
3257,虹冠電,33618,42185,45156,-20.3,-25.55,33618,45156,-25.55
3443,創意電子,454760,773521,764968,-41.2,-40.55,454760,764968,-40.55
3474,華亞科,2816398,2808650,3221886,0.27,-12.58,2816398,3221886,-12.58
3519,綠能,815803,880588,2067631,-7.35,-60.54,815803,2067631,-60.54
3532,台勝科,559773,541607,747806,3.35,-25.14,559773,747806,-25.14
3545,敦泰,237747,252429,416139,-5.81,-42.86,237747,416139,-42.86
3559,全智科,75901,75757,94917,0.19,-20.03,75901,94917,-20.03
3579,尚志,25439,17802,51076,42.89,-50.19,25439,51076,-50.19
3588,通嘉,78517,70307,84273,11.67,-6.83,78517,84273,-6.83
3598,奕力,545235,634405,580565,-14.05,-6.08,545235,580565,-6.08
3686,達能,83329,73569,468750,13.26,-82.22,83329,468750,-82.22
4919,新唐科技,481657,486089,545794,-0.91,-11.75,481657,545794,-11.75
4952,凌通科技,125712,153020,205435,-17.84,-38.8,125712,205435,-38.8
5269,祥碩科技,130474,106845,104975,22.11,24.29,130474,104975,24.29
5305,敦南科技,457919,483382,614465,-5.26,-25.47,457919,614465,-25.47
5471,松翰科技,172397,203867,255619,-15.43,-32.55,172397,255619,-32.55
6202,盛群,183492,228854,272359,-19.82,-32.62,183492,272359,-32.62
6239,力成,2431610,2656066,3159009,-8.45,-23.02,2431610,3159009,-23.02
6243,迅杰,53138,50122,93315,6.01,-43.05,53138,93315,-43.05
6257,矽格,321690,350401,368179,-8.19,-12.62,321690,368179,-12.62
6271,同欣電子,423172,502483,552343,-15.78,-23.38,423172,552343,-23.38
6286,立錡,817563,804920,941080,1.57,-13.12,817563,941080,-13.12
8016,矽創電子,257577,337922,324199,-23.77,-20.54,257577,324199,-20.54
8081,致新,320351,345274,469613,-7.21,-31.78,320351,469613,-31.78
8110,華東,513521,510854,660891,0.52,-22.29,513521,660891,-22.29
8131,福懋科技,805974,910169,1013882,-11.44,-20.5,805974,1013882,-20.5
8150,南茂科技,1276603,1302704,1361687,-2.0,-6.24,1276603,1361687,-6.24
8261,富鼎,181941,206395,277743,-11.84,-34.49,181941,277743,-34.49
8271,宇瞻科技,543424,687102,847627,-20.91,-35.88,543424,847627,-35.88
合計,合計,90109512,91339695,105393751,-1.34,-14.5,90109512,105393751,-14.5
