公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1603,華電,196923,160159,207374,22.95,-5.03,2441187,2665330,-8.4,-
1604,聲寶,639911,583605,610702,9.64,4.78,8084109,9268864,-12.78,-
1605,華新,14664168,13756356,11919224,6.59,23.02,151841751,126944910,19.61,-
1608,華榮,685921,690534,563523,-0.66,21.72,7625937,6353764,20.02,-
1609,大亞,1534939,1428058,1255278,7.48,22.27,15081638,12953444,16.42,-
1611,中電,204251,311701,220572,-34.47,-7.39,2499382,2435486,2.62,-
1612,宏泰,265435,291042,271947,-8.79,-2.39,3244706,2919147,11.15,-
1614,三洋電,360404,324674,328831,11.0,9.6,4604117,5053202,-8.88,-
1615,大山,260784,215890,201806,20.79,29.22,2431727,2143819,13.42,-
1616,億泰,303664,234131,237296,29.69,27.96,2587150,2642877,-2.1,-
1617,榮星,329026,296338,257526,11.03,27.76,3001927,2412308,24.44,-
1618,合機,146708,128532,246894,14.14,-40.57,1846707,1838366,0.45,-
4930,燦星網,948949,1131484,998299,-16.13,-4.94,11085470,11385951,-2.63,-
5283,禾聯碩,323575,383725,352969,-15.67,-8.32,5275254,5091099,3.61,-
合計,合計,20864658,19936229,17672241,4.65,18.06,221651062,194108567,14.18,
