公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2901,欣欣大眾,53573,62208,49737,-13.88,7.71,510296,497734,2.52
2903,遠百,1322333,1705739,1336760,-22.47,-1.07,15828468,14443598,9.58
2905,三商行,531258,755541,619279,-29.68,-14.21,5696047,5807394,-1.91
2906,高林實,248245,358844,243867,-30.82,1.79,2681504,2637530,1.66
2908,特力,1270448,1073174,931530,18.38,36.38,9149256,7996048,14.42
2910,統領,123863,146803,110189,-15.62,12.4,1318738,1239273,6.41
2911,麗嬰房,186934,182771,198288,2.27,-5.72,1662989,1689296,-1.55
2912,統一超,10040908,10189891,8322949,-1.46,20.64,85486620,75853066,12.7
2913,台灣農林,65642,101748,81592,-35.48,-19.54,811726,483761,67.79
2915,潤泰全球,403630,444996,391440,-9.29,3.11,3620267,3430539,5.53
合計,合計,14246834,15021715,12285631,-5.15,15.96,126765911,114078239,11.12
