公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1301,台塑,13912169,14235136,16516832,-2.26,-15.76,187603314,194445986,-3.51
1303,南亞塑膠,16517071,14009171,17943630,17.9,-7.95,194021839,212248560,-8.58
1304,台聚,1012266,927823,1283688,9.1,-21.14,13228647,12591064,5.06
1305,華夏,719212,736249,667922,-2.31,7.67,9217770,8490360,8.56
1307,三芳化工,608310,582281,592394,4.47,2.68,7098960,6119984,15.99
1308,亞聚,454032,369754,585595,22.79,-22.46,6294688,6336758,-0.66
1309,台達化工,832954,822994,956575,1.21,-12.92,10834404,11086406,-2.27
1310,台苯,1272173,1254281,1029457,1.42,23.57,12874204,13061998,-1.43
1312,國喬石化,1582460,1491697,1210705,6.08,30.7,19430479,16543108,17.45
1313,聯成,616531,555224,586977,11.04,5.03,7238527,8460967,-14.44
1314,中石化,3287396,2381393,3249691,38.04,1.16,42596896,39148718,8.8
1315,達新工業,208156,190175,222808,9.45,-6.57,2462247,2368685,3.94
1316,上曜,18614,19753,20005,-5.76,-6.95,198739,199617,-0.43
1319,東陽,1176325,1193333,1079235,-1.42,8.99,12923038,10552423,22.46
1321,大洋,377290,435318,398299,-13.33,-5.27,5069933,5348005,-5.19
1323,永裕,149025,154359,152612,-3.45,-2.35,1672066,1641082,1.88
1324,地球工業,98251,125379,134075,-21.63,-26.71,1551166,1411965,9.85
1325,�琱j,90591,78311,116127,15.68,-21.98,1039351,1131459,-8.14
1326,台化,20952871,19105037,26437491,9.67,-20.74,280813593,283121200,-0.81
1339,昭輝,122044,103518,118204,17.89,3.24,1120959,1060219,5.72
1715,亞洲化學,459369,418708,345427,9.71,32.98,4752903,4033511,17.83
4306,炎洲,407259,406729,506948,0.13,-19.66,5293842,4509393,17.39
合計,合計,64874369,59596623,74154697,8.85,-12.51,827337565,843911468,-1.96
