公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2312,金寶,2470659,2313457,5885051,6.79,-58.01,38838113,49651915,-21.77,相較去年同期差異，主係網通及印表機產品， 配合客戶行銷策略而轉單至關係企業生產
2317,鴻海,517519561,502963649,514793265,2.89,0.52,4073441479,3696904823,10.18,-
2354,鴻準,9566495,9674110,15267687,-1.11,-37.34,93783087,72282000,29.74,-
2359,所羅門,371971,309324,453541,20.25,-17.98,4021062,4677132,-14.02,-
2360,致茂,858668,951386,830674,-9.74,3.37,8941361,9344500,-4.31,-
2373,震旦行,1206856,1211540,980906,-0.38,23.03,12184208,10002254,21.81,-
2390,云辰,77139,73308,81263,5.22,-5.07,770164,1176656,-34.54,"本月營收較去年同期減少4,124仟元。主因本公司安全系統產品銷售，受歐美客戶及通路商庫存調節影響。"
2404,漢唐,1053296,946189,1192774,11.31,-11.69,10971141,5967596,83.84,"本年營收較去年同期增加50%以上,係因本年正在投入進行的專案較去年同期增加所致"
2423,固緯,201410,186963,174818,7.72,15.21,1890345,1920326,-1.56,-
2433,互盛電,266070,263654,219220,0.91,21.37,2668522,2143339,24.5,-
2461,光群雷,366004,347468,334390,5.33,9.45,3667699,3856199,-4.88,-
2464,盟立,823506,788720,589260,4.41,39.75,7400024,6193862,19.47,-
2474,可成,8341327,8224925,5551220,1.41,50.26,75500365,49227138,53.37,本公司因客戶產品需求強勁下，帶動累計至十一月營收較去年同期成長達53%
2477,美隆電,356106,402507,331734,-11.52,7.34,3780558,3395953,11.32,-
2482,連宇,54479,45934,69790,18.6,-21.93,763949,658216,16.06,-
2488,漢平,214800,264793,212432,-18.88,1.11,2158562,1804435,19.62,-
2495,普安,214182,162055,157905,32.16,35.63,1599851,1543151,3.67,-
3018,同開,107083,103355,155086,3.6,-30.95,1047204,1304006,-19.69,本公司係以完工比例法認列收入，104年度部分在攬工程尚未進入主要工期，相對投入較去年減少致收入下降。
3030,德律,295979,221493,333339,33.62,-11.2,4565363,5648024,-19.16,-
3043,科風,129773,135716,130506,-4.37,-0.56,1248276,1448458,-13.82,-
3305,昇貿,378353,393766,460514,-3.91,-17.84,4319986,5320898,-18.81,-
3450,聯鈞,677594,664727,545831,1.93,24.13,6442395,6288998,2.43,-
3518,柏騰,109475,100169,123740,9.29,-11.52,1091629,1140219,-4.26,-
3617,碩天,597481,595991,488665,0.25,22.26,5802999,4804947,20.77,-
6139,亞翔,1710445,1360097,1655810,25.75,3.29,14443044,12916276,11.82,合併營收數字係自結本業合併營收，最終亞翔合併營收數字以會計師查核為準
6192,巨路,494481,437594,553371,12.99,-10.64,4705361,5439059,-13.48,-
6196,帆宣,1713524,1738176,1548326,-1.41,10.66,16509426,13273589,24.37,-
6201,亞弘電,231730,238014,293031,-2.64,-20.91,2890692,3283064,-11.95,-
6215,和椿,122429,150759,173278,-18.79,-29.34,1587439,1822339,-12.89,-
6283,淳安,82920,80512,97332,2.99,-14.8,824172,1232257,-33.11,-
6409,旭隼,648112,648087,587675,0.0,10.28,7390962,6133204,20.5,-
6558,興能高,102895,107976,69923,-4.7,47.15,949020,986870,-3.83,-
8021,尖點,300806,319201,290773,-5.76,3.45,3215666,2954556,8.83,-
8201,無敵,54589,101274,60596,-46.09,-9.91,923245,1516984,-39.13,-
合計,合計,551720198,536526889,554693726,2.83,-0.53,4420337369,3996263243,10.61,
