公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2347,聯強,25913866,23598119,27241120,9.81,-4.87,125773721,131143182,-4.09,本月營收係當月自結數，前期調整數反應在本年累計營收內
2414,精技,1259926,1177662,1135147,6.98,10.99,6293385,6008534,4.74,-
2430,燦坤,1557785,1708248,1734580,-8.8,-10.19,8388004,9834984,-14.71,-
2459,敦吉,775381,827747,1225858,-6.32,-36.74,4097690,4751855,-13.76,-
3010,華立,3318759,3094190,3382568,7.25,-1.88,15601419,15543928,0.36,-
3028,增你強,2038933,1929696,1851516,5.66,10.12,9216271,8870526,3.89,-
3033,威健,3707192,3602865,3279449,2.89,13.04,18211808,15994307,13.86,-
3036,文曄,13206387,12979401,10150743,1.74,30.1,64564047,46858964,37.78,-
3048,益登,5505330,5074172,5125676,8.49,7.4,27641847,23243484,18.92,上述已依IFRS申報合併營收
3055,蔚華科,238942,267380,347486,-10.63,-31.23,1137745,1614833,-29.54,-
3209,全科,2106505,2756048,2278764,-23.56,-7.55,12963387,11093925,16.85,-
3312,弘憶股,669962,680588,698346,-1.56,-4.06,3240889,3692462,-12.22,-
3528,安馳,321141,325447,263081,-1.32,22.06,1504343,1296481,16.03,-
3702,大聯大,42493080,41368539,45233003,2.71,-6.05,202961345,209941730,-3.32,-
5434,崇越,1932756,1876602,2013563,2.99,-4.01,9380852,9734507,-3.63,-
6189,豐藝,1401618,1454717,1586387,-3.65,-11.64,7145846,7322199,-2.4,-
6281,全國電,1556698,1490692,1567131,4.42,-0.66,6749716,7789986,-13.35,-
8070,長華,1348673,1254169,901334,7.53,49.63,5120115,5036825,1.65,-
8072,陞泰,90846,81508,114141,11.45,-20.4,451707,577648,-21.8,-
8112,至上,11193943,9961359,8815083,12.37,26.98,46740425,37601896,24.3,-
合計,合計,120637723,115509149,118944976,4.43,1.42,577184562,557952256,3.44,
