公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1436,福益,740,763,863,-3.01,-14.25,1503,1754,-14.31
1442,名軒,150135,402800,137707,-62.72,9.02,552935,295037,87.41
1805,寶徠,2647,5836,26530,-54.64,-90.02,8483,62627,-86.45
1808,潤隆,82211,67881,42531,21.11,93.29,150092,182235,-17.63
2501,國建,34093,21221,16334,60.65,108.72,55314,74057,-25.3
2504,國產,428431,938426,548828,-54.34,-21.93,1366855,1401163,-2.44
2505,國揚實業,20789,20596,44485,0.93,-53.26,41384,74933,-44.77
2506,太設,1612567,64535,93590,2398.74,1623.01,1677102,218738,666.71
2509,全坤建,64449,398221,197466,-83.81,-67.36,462670,449852,2.84
2511,太子,692884,720621,758406,-3.84,-8.63,1413505,1122080,25.97
2515,中工,963023,1125147,1010346,-14.4,-4.68,2088170,2232061,-6.44
2516,新亞,338927,637477,518737,-46.83,-34.66,976404,1031868,-5.37
2520,冠德,205388,162935,1026439,26.05,-79.99,368323,1176392,-68.69
2524,京城,148458,199034,94892,-25.41,56.44,347492,283690,22.49
2527,宏璟,49413,21381,40932,131.1,20.71,70794,95470,-25.84
2528,皇普建設,112,201,961,-44.27,-88.34,313,3808,-91.78
2530,華建,633562,43490,220775,1356.79,186.97,677052,701357,-3.46
2534,宏盛,2341,9315,438245,-74.86,-99.46,11656,641802,-98.18
2535,達工,787433,1030016,586902,-23.55,34.16,1817449,1418987,28.08
2536,宏普建設,89995,156756,33224,-42.58,170.87,246751,673922,-63.38
2537,聯上開發,42,45,24315,-6.66,-99.82,87,42762,-99.79
2538,基泰建設,73075,71061,70027,2.83,4.35,144136,138014,4.43
2539,櫻花建設,4089,97682,33259,-95.81,-87.7,101771,71624,42.09
2540,金尚昌,0,0,0,,,0,0,
2542,興富發,1647682,5587619,1864270,-70.51,-11.61,7235301,5993814,20.71
2543,皇昌營造,343873,374662,309834,-8.21,10.98,718535,755981,-4.95
2545,皇翔,112033,91457,8370,22.49,1238.5,203490,56819,258.13
2546,根基,434446,530249,364467,-18.06,19.2,964695,687946,40.22
2547,日勝,1335263,1542843,824643,-13.45,61.92,2878106,1649792,74.45
2548,華固建設,354518,1936730,583152,-81.69,-39.2,2291248,2328568,-1.6
2597,潤弘精密,163861,335826,345823,-51.2,-52.61,499687,793422,-37.02
2841,台灣土地,61654,4083,21305,1410.01,189.38,65737,66350,-0.92
3056,總太地產,406130,5338,5136,7508.28,7807.51,411468,96035,328.45
3703,欣陸投控,180432,163937,0,10.06,,344369,0,
5515,建國工程,201843,301711,235974,-33.1,-14.46,503554,624288,-19.33
5521,工信,383201,487546,2068639,-21.4,-81.47,870746,3002724,-71.0
5522,遠雄建設,1926148,1817757,621153,5.96,210.09,3743905,3807469,-1.66
5525,順天建設,81843,132406,37374,-38.18,118.98,214249,85424,150.8
5531,鄉林建設,3137,117549,111706,-97.33,-97.19,120686,369544,-67.34
5533,皇鼎建設,141849,295912,78224,-52.06,81.33,437761,573325,-23.64
5534,長虹,532204,766066,501121,-30.52,6.2,1298270,1347713,-3.66
合計,合計,14694921,20687131,13946985,-28.96,5.36,35382048,34633447,2.16
