公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2301,光寶科技,6349603,8024366,7020105,-20.87,-9.55,14373969,15351169,-6.36
2305,全友電腦,12093,14290,16188,-15.37,-25.29,26383,47382,-44.31
2315,神達電腦,2202015,3036537,3842545,-27.48,-42.69,5238552,8196829,-36.09
2324,仁寶電腦,43471055,52972697,67960617,-17.93,-36.03,96443752,140915470,-31.55
2331,精英,3306824,4757168,2630395,-30.48,25.71,8063992,6229520,29.44
2352,佳世達,3918914,6069999,3970498,-35.43,-1.29,9988913,8678467,15.09
2353,宏��,28054539,33362239,44319994,-15.9,-36.7,61416778,95420241,-35.63
2356,英業達,23027217,27625908,27984408,-16.64,-17.71,50653125,56210920,-9.88
2357,華碩,14223172,19858286,20398963,-28.37,-30.27,34081458,43091464,-20.9
2358,美格,43653,107126,50291,-59.25,-13.19,150779,159485,-5.45
2361,鴻友科技,54280,68855,26172,-21.16,107.39,123135,76782,60.36
2362,藍天,747543,921255,865123,-18.85,-13.59,1668798,1760039,-5.18
2364,倫飛電腦,98829,136803,113283,-27.75,-12.75,235632,227185,3.71
2365,昆盈企業,550778,666953,649017,-17.41,-15.13,1217731,1340125,-9.13
2376,技嘉,2735854,5006998,4188629,-45.35,-34.68,7742851,9688910,-20.08
2377,微星科技,4956124,6907521,6863571,-28.25,-27.79,11863645,14202474,-16.46
2380,虹光精密,224458,231743,196477,-3.14,14.24,456201,409609,11.37
2382,廣達,58342804,74500544,72346532,-21.68,-19.35,132843348,148744994,-10.69
2385,群光電子,931036,1417666,1189814,-34.32,-21.74,2348702,2606411,-9.88
2387,精元電腦,98753,197010,112787,-49.87,-12.44,295763,264366,11.87
2395,研華,1097999,1497829,820985,-26.69,33.74,2595828,1887152,37.55
2397,友通資訊,101211,138045,92288,-26.68,9.66,239256,237053,0.92
2399,映泰,494019,664347,525845,-25.63,-6.05,1158366,1098348,5.46
2405,浩鑫,212941,184916,136131,15.15,56.42,397857,326326,21.92
2417,圓剛,92502,161241,240991,-42.63,-61.61,253743,553611,-54.16
2424,隴華電子,25417,17776,3843,42.98,561.38,38285,8309,360.76
2438,英誌企業,4612,7044,8866,-34.52,-47.98,11656,14736,-20.9
2442,新美齊,32026,16350,595216,95.87,-94.61,48376,1263489,-96.17
2465,麗臺科技,108969,212937,203560,-48.82,-46.46,321906,416976,-22.79
2474,可成科技,626494,679327,46359,-7.77,1251.39,1305821,114137,1044.08
3002,歐格電子,20060,45227,30087,-55.64,-33.32,65287,87017,-24.97
3005,神基科技,276099,436690,389203,-36.77,-29.06,712789,785276,-9.23
3013,晟銘電子,206998,294544,334620,-29.72,-38.13,501542,700179,-28.36
3017,奇鋐科技,720917,847272,708019,-14.91,1.82,1568189,1612959,-2.77
3022,威達電,544503,601047,277894,-9.4,95.93,1145550,584639,95.94
3046,建��,120393,128808,147994,-6.53,-18.65,249201,255692,-2.53
3057,喬鼎資訊,80438,89124,75194,-9.74,6.97,169562,154810,9.52
3060,銘異,334649,474466,525434,-29.46,-36.3,809115,1134635,-28.68
3231,緯創,31046478,40115952,36710527,-22.6,-15.42,71162430,82179164,-13.4
3494,誠研科技,138179,104777,100961,31.87,36.86,242956,210979,15.15
3515,華擎,610572,994062,660898,-38.57,-7.61,1604634,1577092,1.74
3701,大眾投控,3631,3631,4019,0.0,-9.65,7262,8109,-10.44
4915,致伸,2334140,2596723,2052934,-10.11,13.69,4930863,4554914,8.25
4938,和碩,14967978,22236577,24062819,-32.68,-37.79,37204555,50475402,-26.29
6117,迎廣科技,185357,249552,209792,-25.72,-11.64,434909,427704,1.68
6128,上福全球,106401,123669,111767,-13.96,-4.8,230070,233639,-1.52
6166,凌華科技,246227,315608,202116,-21.98,21.82,561835,407497,37.87
6172,互億科技,20775,27371,77475,-24.09,-73.18,48146,160793,-70.05
6206,飛捷,203835,220191,182522,-7.42,11.67,424026,364013,16.48
6230,超眾,160628,228064,144127,-29.56,11.44,388692,376843,3.14
6235,華孚科技,19599,11482,6005,70.69,226.37,31080,35321,-12.0
6277,宏正科,167084,184676,183366,-9.52,-8.87,351760,395572,-11.07
8008,建興電,3086942,3592627,3359141,-14.07,-8.1,6679569,7019135,-4.83
8114,振樺電子,85558,116446,111550,-26.52,-23.3,202004,221792,-8.92
8210,勤誠興業,136288,168484,145815,-19.1,-6.53,304772,330136,-7.68
9912,偉聯,42805,42964,30643,-0.37,39.68,85770,68961,24.37
合計,合計,252012268,323713810,338264415,-22.14,-25.49,575721169,713904252,-19.35
