公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2701,萬企,31054,26950,32520,15.22,-4.5,58004,60318,-3.83
2702,華園,17842,18817,15727,-5.18,13.44,36659,29260,25.28
2704,國賓,236577,265994,222261,-11.05,6.44,502572,463475,8.43
2705,六福,224990,210946,206796,6.65,8.79,435936,385446,13.09
2706,第一店,27164,26114,25872,4.02,4.99,53278,52683,1.12
2707,晶華酒店,258351,342892,260767,-24.65,-0.92,601243,568132,5.82
2722,夏都,42659,27316,50231,56.16,-15.07,69975,77135,-9.28
5706,鳳凰旅遊,274585,50925,277258,439.19,-0.96,325510,340015,-4.26
8940,新天地,83777,209785,75535,-60.06,10.91,293562,220092,33.38
合計,合計,1196999,1179739,1166967,1.46,2.57,2376739,2196556,8.2
