公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2347,聯強,27015625,27721798,27480769,-2.54,-1.69,207144388,200871811,3.12,-
2414,精技,1261056,1237555,1456940,1.89,-13.44,9123684,10086879,-9.54,-
2430,燦坤,2057886,2451769,2399411,-16.06,-14.23,17163573,20144798,-14.79,-
2459,敦吉,1416594,1207126,1199383,17.35,18.11,8696201,9116660,-4.61,-
3010,華立,3074898,2997001,2575720,2.59,19.38,22435204,21226510,5.69,-
3028,增你強,2378591,2347213,2752614,1.33,-13.58,18843138,18011922,4.61,-
3033,威健,2845981,2804935,2808189,1.46,1.34,20357432,19156176,6.27,-
3036,文曄,7808565,7298488,7314698,6.98,6.75,56141763,52343292,7.25,-
3048,益登,3388170,3002493,2482002,12.84,36.5,21165205,16186019,30.76,上述已依IFRSs申報合併營收
3055,蔚華科,282259,243993,334018,15.68,-15.49,1823214,2266556,-19.56,-
3209,全科,1569255,1492643,1686644,5.13,-6.95,12452295,10705369,16.31,-
3312,弘憶股,1138056,1286479,1053204,-11.53,8.05,9279258,8376422,10.77,-
3528,安馳,235614,246164,234239,-4.28,0.58,1709418,1821691,-6.16,-
3702,大聯大,35658272,34183068,32159667,4.31,10.87,257066614,235184292,9.3,-
5434,崇越,1289536,1369469,1456010,-5.83,-11.43,10625972,10837475,-1.95,-
6189,豐藝,1629138,1659123,1770157,-1.8,-7.96,12938341,13070743,-1.01,-
6281,全國電,1247558,1566708,1187435,-20.37,5.06,10522660,10698662,-1.64,-
8070,長華,1382948,1451110,1440236,-4.69,-3.97,10655919,10669473,-0.12,-
8072,陞泰,233258,256729,286457,-9.14,-18.57,1888663,2290353,-17.53,-
8112,至上,2030171,2293025,2388140,-11.46,-14.98,16388857,18361792,-10.74,-
合計,合計,97943431,97116889,94465933,0.85,3.68,726421799,691426895,5.06,
