公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2323,中環,768495,695357,911393,10.51,-15.67,5926246,7660061,-22.63,-
2340,光磊,494773,459048,486661,7.78,1.66,3915904,3732942,4.9,-
2349,錸德,814939,777741,828388,4.78,-1.62,6279405,7164021,-12.34,-
2374,佳能,941086,836383,779878,12.51,20.67,7653469,7195158,6.36,-
2393,億光,2351450,2204999,2741550,6.64,-14.22,18265208,19106919,-4.4,-
2406,國碩,1030079,974649,1018148,5.68,1.17,7704558,13253261,-41.86,-
2409,友達,30144411,28183401,28953609,6.95,4.11,231297028,207020771,11.72,-
2426,鼎元,267921,303406,274167,-11.69,-2.27,2108731,2043328,3.2,-
2438,翔耀,43962,37493,44266,17.25,-0.68,333161,285887,16.53,-
2448,晶電,2332434,2249128,2215858,3.7,5.26,16956995,17009528,-0.3,-
2466,冠西電,324968,279875,280228,16.11,15.96,1448371,1244470,16.38,-
2486,一詮,338378,346616,447990,-2.37,-24.46,2776703,3330005,-16.61,-
2489,瑞軒,1496286,1456332,1780429,2.74,-15.95,10810711,14835150,-27.12,-
2491,吉祥全,39279,32087,26655,22.41,47.36,268409,227735,17.86,-
2499,東貝,505526,481995,706326,4.88,-28.42,3822262,5465146,-30.06,-
3008,大立光,5011083,4440774,4820546,12.84,3.95,31579369,27700582,14.0,-
3019,亞光,1659535,1758919,1800663,-5.65,-7.83,12359818,11869271,4.13,-
3024,憶聲,241030,253520,255470,-4.92,-5.65,1950850,2516040,-22.46,-
3031,佰鴻,164307,169268,205143,-2.93,-19.9,1324859,1457804,-9.11,-
3038,全台,269174,233749,263723,15.15,2.06,1976704,2217776,-10.86,-
3049,和鑫,264955,199755,299861,32.63,-11.64,1989091,1526213,30.32,-
3050,鈺德,61043,64055,86295,-4.7,-29.26,544815,613954,-11.26,-
3051,力特,206623,206394,202225,0.11,2.17,1520604,1833909,-17.08,-
3059,華晶科,859830,842340,860374,2.07,-0.06,6836319,6959578,-1.77,-
3149,正達,319094,317253,240518,0.58,32.66,2074219,1586861,30.71,-
3356,奇偶,144906,126270,168271,14.75,-13.88,1059238,1306170,-18.9,-
3383,新世紀,111065,103396,124398,7.41,-10.71,815333,947420,-13.94,-
3406,玉晶光,868284,578947,721319,49.97,20.37,4349032,4111081,5.78,-
3437,榮創,597815,520986,597069,14.74,0.12,3849540,3714055,3.64,-
3454,晶睿,460770,453240,392996,1.66,17.24,3750349,3214320,16.67,-
3481,群創,27233052,25344122,25061906,7.45,8.66,223111896,171105743,30.39,-
3504,揚明光,370788,331063,355636,11.99,4.26,2596959,2650202,-2.0,-
3535,晶彩科,95527,75754,89388,26.1,6.86,512862,763311,-32.81,-
3557,嘉威,6794,2775,53355,144.82,-87.26,37857,350345,-89.19,主要因產業景氣不佳、整體需求不如預期，本司為因應此變化，除在光電本業持續努力外亦將進行商業模式轉型，在此過渡期間影響營收
3563,牧德,120732,116381,73074,3.73,65.21,765438,470885,62.55,本月營收增減百分比較去年同期增加達50％以上係因AOI 4.0等產品需求增加所致
3576,聯合再生,748722,669555,632496,11.82,18.37,5799866,12350148,-53.03,本月較去年同期出貨量及平均銷售單價(ASP)減少
3591,艾笛森,183530,176267,310965,4.12,-40.98,1686046,2340605,-27.96,-
3622,洋華,40977,81988,139448,-50.02,-70.61,641174,1068361,-39.98,光電產品由手機領域逐步轉至工業用電腦領域，轉型期間營業規模縮減，加上電線電纜產品出貨依客戶工程進度，當月份出貨量少所致。
3669,圓展,222058,176165,172041,26.05,29.07,1304689,1249062,4.45,-
3698,隆達,1064346,1115221,1181937,-4.56,-9.94,8354093,9217347,-9.36,-
4934,太極,541765,467643,348148,15.85,55.61,3517803,5568891,-36.83,本月合併營收淨額較去年同月增加，主要係因市場需求增加，致營收成長。
4942,嘉彰,503117,475129,514636,5.89,-2.23,3966327,4070261,-2.55,-
4956,光鋐,110445,105135,114055,5.05,-3.16,876146,843460,3.87,-
4960,誠美材,848511,864017,923565,-1.79,-8.12,6418255,6800566,-5.62,-
4976,佳凌,132801,126395,144253,5.06,-7.93,984232,935857,5.16,-
5234,達興材料,342827,327662,331689,4.62,3.35,2510394,2354684,6.61,-
5484,慧友,40398,37512,97172,7.69,-58.42,425126,809355,-47.47,本期營收較去年同期減少主要係因銷售通路改變出貨量減少所致
6116,彩晶,2413369,2114443,2273355,14.13,6.15,15461601,11713245,32.0,-
6120,達運,2775532,2211734,2911479,25.49,-4.66,19200832,21857613,-12.15,-
6131,鈞泰,2973,4072,20460,-26.98,-85.46,28966,97952,-70.42,"安控產品因中國廠商競爭日益激烈,在價格因素上不具備競爭優勢,故營收衰退"
6164,華興,113851,94833,122859,20.05,-7.33,882955,1025650,-13.91,-
6168,宏齊,281934,275863,230093,2.2,22.53,1973015,1884992,4.66,-
6176,瑞儀,4807463,4432485,3572564,8.45,34.56,34382955,28098834,22.36,-
6209,今國光,345587,341989,373280,1.05,-7.41,2522680,2602980,-3.08,-
6225,天瀚,224,0,2699,,-91.7,1272,18470,-93.11,因舊型號機種漸漸被市場淘汰，新型號行車紀錄器剛上市，尚待市場發酵。
6226,光鼎,90082,79509,64211,13.29,40.29,679179,637635,6.51,-
6278,台表科,2228121,2156008,2765449,3.34,-19.43,17755143,18771097,-5.41,-
6289,華上,29381,22114,14478,32.86,102.93,153859,105034,46.48,本月營收較去年同期增加主要係因新產品出貨增加所致
6405,悅城,84889,78416,90833,8.25,-6.54,536425,577770,-7.15,-
6443,元晶,590952,566508,577184,4.31,2.38,4413831,5399633,-18.25,-
6477,安集,151227,131665,22401,14.85,575.09,675619,582440,15.99,本月模組銷售量較去年同期增加以及截至本月電廠裝置容量較去年同期增加，故整體合併營收增加。
6706,惠特,387342,274641,231443,41.03,67.35,2272309,1121846,102.55,主係因推出之新產品符合客戶需求，且出貨暢旺
8104,錸寶,190625,183077,190189,4.12,0.22,1468666,1357432,8.19,-
8105,凌巨,1164105,1160616,1032618,0.3,12.73,8351662,7664745,8.96,-
8215,明基材,941786,895809,1097899,5.13,-14.21,7585226,8463691,-10.37,-
合計,合計,102339334,95103942,98671675,7.6,3.71,777402659,716079558,8.56,
