公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1708,東鹼,329443,330123,357813,-0.2,-7.92,2583603,2722385,-5.09,-
1709,和益,617207,654286,664407,-5.66,-7.1,5789281,5968360,-3.0,-
1710,東聯,2769883,2666111,1678847,3.89,64.98,19184732,10761937,78.26,主要係因：1.遠東聯石化(揚州)有限公司105/06建廠完成量產。2.主要產品銷量及售價增加所致。
1711,永光,757738,695232,809947,8.99,-6.44,6048030,6311096,-4.16,-
1712,興農,1469250,1327487,1380845,10.67,6.4,11242715,10942098,2.74,-
1713,國化,65138,47739,49784,36.44,30.84,424891,397299,6.94,-
1714,和桐,2960437,2545731,2363526,16.29,25.25,20965802,19455758,7.76,-
1717,長興,3759190,3469301,3285537,8.35,14.41,26285128,25036971,4.98,-
1718,中纖,3415708,2992773,2725385,14.13,25.32,24079362,21785973,10.52,"本月份自結異業別合併營收資訊,未經會計師簽證或核閱"
1721,三晃,299072,276975,261972,7.97,14.16,2207178,2472754,-10.74,-
1722,台肥,935167,784981,1075075,19.13,-13.01,7775583,8176840,-4.9,-
1723,中碳,502623,519021,437669,-3.15,14.84,4223333,3474108,21.56,-
1724,台硝,160059,145978,191597,9.64,-16.46,1405654,1391802,0.99,-
1725,元禎,1024785,787561,795470,30.12,28.82,6788439,5725704,18.56,-
1726,永記,679385,623675,636481,8.93,6.74,4964490,4973476,-0.18,-
1727,中華化,218578,217945,179080,0.29,22.05,1575383,1333245,18.16,-
1730,花仙子,159099,155853,162454,2.08,-2.06,1275906,1345267,-5.15,-
1732,毛寶,46928,49509,40812,-5.21,14.98,397225,359810,10.39,-
1735,日勝化,338307,251307,263392,34.61,28.44,2126737,1875145,13.41,-
1773,勝一,605394,533705,521248,13.43,16.14,4468395,4000020,11.7,-
1776,展宇,181487,167946,139259,8.06,30.32,1317125,1227292,7.31,-
3708,上緯投控,464676,386944,0,20.08,,2986202,0,,本公司於105/8/31設立及上市。
4720,德淵,262192,251256,240612,4.35,8.96,1833550,1679131,9.19,-
4722,國精化,465021,416207,395512,11.72,17.57,3205055,3119683,2.73,-
4725,信昌化,1115627,835317,882404,33.55,26.43,8664842,6224209,39.21,-
4739,康普,408606,395807,379767,3.23,7.59,3163608,2646339,19.54,-
4755,三福化,371847,349214,327548,6.48,13.52,2599575,2596712,0.11,-
4764,雙鍵,355226,346745,329856,2.44,7.69,2723465,2612457,4.24,-
4766,南寶,1307348,1242443,1238601,5.22,5.55,9487064,9600521,-1.18,-
合計,合計,26045421,23467172,21814900,10.98,19.39,189792353,168216392,12.82,
