公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1603,華電,252079,389135,278622,-35.22,-9.52,1128296,1051834,7.26
1604,聲寶,835407,739271,799140,13.0,4.53,3615016,3416451,5.81
1605,華新,6282386,6511769,7209131,-3.52,-12.85,32929501,33779269,-2.51
1608,華榮,664590,847235,982158,-21.55,-32.33,4069407,4289947,-5.14
1609,大亞電線,701841,863692,650971,-18.73,7.81,3619892,3377555,7.17
1611,中電,549036,541680,505954,1.35,8.51,2650544,2383579,11.2
1612,宏泰,632663,484205,603824,30.66,4.77,2575007,2411215,6.79
1613,台一,513195,578899,457086,-11.34,12.27,2566772,2106142,21.87
1614,三洋電,608906,561095,627913,8.52,-3.02,2638166,2808466,-6.06
1615,大山,278412,381648,353356,-27.05,-21.2,1638797,1676883,-2.27
1616,億泰,344541,342216,288400,0.67,19.46,1670613,1202917,38.88
1617,榮星電線,469004,397724,439745,17.92,6.65,2255397,2016965,11.82
1618,合機公司,290020,248994,358740,16.47,-19.15,1404503,1310324,7.18
4930,燦星網通,53549,79530,61277,-32.66,-12.61,357698,380357,-5.95
合計,合計,12475629,12967093,13616317,-3.79,-8.37,63119609,62211904,1.45
