公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1532,勤美,401652,381466,394101,5.29,1.91,1918404,1740038,10.25
2002,中鋼,21189637,21083385,20585933,0.5,2.93,98779108,92795002,6.44
2006,東和鋼鐵,3495033,3529968,3021004,-0.98,15.69,16802894,13537299,24.12
2007,燁興公司,919568,984515,1250628,-6.59,-26.47,5239259,4899745,6.92
2008,高興昌,412027,473444,567255,-12.97,-27.36,2432267,3313435,-26.59
2009,第一伸銅,475021,607334,558351,-21.78,-14.92,2638150,2756743,-4.3
2010,春源鋼鐵,1481403,1522220,1172964,-2.68,26.29,6972414,6133973,13.66
2012,春雨,434528,403440,309867,7.7,40.23,2016975,1456525,38.47
2013,中鋼構,926210,1292827,830267,-28.35,11.55,4896300,3481459,40.63
2014,中鴻,2879312,4251909,4024994,-32.28,-28.46,20393916,18742893,8.8
2015,豐興鋼鐵,3396830,3288885,2818486,3.28,20.51,15726012,12770721,23.14
2017,官田鋼,507265,609519,488712,-16.77,3.79,2790930,2274273,22.71
2020,美亞鋼管,383786,431949,442423,-11.15,-13.25,2338550,2337420,0.04
2022,聚亨,187168,301566,201868,-37.93,-7.28,1295893,1003822,29.09
2023,燁輝,2553711,3248157,2979886,-21.37,-14.3,14557979,14382100,1.22
2024,志聯工業,183611,194096,163952,-5.4,11.99,951111,789535,20.46
2025,千興,747172,860757,344808,-13.19,116.69,3722164,2406165,54.69
2027,大成鋼,897183,1046375,874363,-14.25,2.6,4422585,3869157,14.3
2028,威致鋼鐵,973933,1015569,729932,-4.09,33.42,4909785,2610972,88.04
2029,盛餘,1659808,1488929,1354522,11.47,22.53,7689377,7039533,9.23
2030,彰源,1306299,1456835,1225241,-10.33,6.61,6627914,4808711,37.83
2031,新光鋼,665487,513648,656778,29.56,1.32,3223097,3644188,-11.55
2032,新鋼工業,361688,407908,343328,-11.33,5.34,2137984,2077718,2.9
2033,佳大世界,93542,86362,126223,8.31,-25.89,466874,463334,0.76
2034,允強,2705153,2200847,1909552,22.91,41.66,11006447,8781086,25.34
2038,海光企業,1218602,1234118,1147605,-1.25,6.18,6183430,5060311,22.19
3004,豐達科技,52451,47590,45872,10.21,14.34,308063,301390,2.21
5007,三星科技,557387,548702,347880,1.58,60.22,2528614,1635593,54.59
9958,世紀鋼構,128772,277576,222967,-53.6,-42.24,826740,895496,-7.67
合計,合計,51194239,53789896,49139762,-4.82,4.18,253803236,226008637,12.29
