公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2427,三商電腦,137779,155766,156157,-11.54,-11.76,293546,304246,-3.51
2453,凌群,163101,178099,196349,-8.42,-16.93,341200,353185,-3.39
2468,華經,118043,77866,79376,51.59,48.71,195909,172556,13.53
2471,資通,40753,56544,44610,-27.92,-8.64,97297,108671,-10.46
2480,敦陽科技,332555,305637,297883,8.8,11.63,638192,618883,3.11
3029,零壹科技,343642,363789,184492,-5.53,86.26,707431,569449,24.23
3130,一零四,81891,51210,83217,59.91,-1.59,133101,166118,-19.87
4994,傳奇,74377,108511,77281,-31.45,-3.75,182888,139129,31.45
5203,訊連,144082,135500,119649,6.33,20.42,279582,243755,14.69
6112,聚碩,487634,434018,365016,12.35,33.59,921652,776824,18.64
6183,關貿,81999,79443,64248,3.21,27.62,161442,127195,26.92
6214,精誠資訊,771483,583595,559685,32.19,37.84,1355079,1328498,2.0
合計,合計,2777339,2529978,2227963,9.77,24.65,5307319,4908509,8.12
