公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1532,勤美,393313,378813,356211,3.82,10.41,772126,725612,6.41
2002,中鋼,17066878,16446145,16026288,3.77,6.49,33513023,35816166,-6.43
2006,東和鋼鐵,3106054,2860998,2484350,8.56,25.02,5967052,6124878,-2.57
2007,燁興公司,739285,575348,1050967,28.49,-29.65,1314633,2247511,-41.5
2008,高興昌,415116,342900,399896,21.06,3.8,758016,967738,-21.67
2009,第一伸銅,341666,270447,492954,26.33,-30.69,612113,933740,-34.44
2010,春源鋼鐵,1487870,1171914,1106551,26.96,34.46,2659785,2424914,9.68
2012,春雨,308461,303717,301699,1.56,2.24,612178,704437,-13.09
2013,中鋼構,1195591,1036241,639822,15.37,86.86,2231832,1434138,55.62
2014,中鴻,4156483,3668834,4120971,13.29,0.86,7825317,8533717,-8.3
2015,豐興鋼鐵,3102281,2330678,2252529,33.1,37.72,5432958,5414366,0.34
2017,官田鋼,515964,423373,546497,21.86,-5.58,939337,1074690,-12.59
2020,美亞鋼管,460063,344820,430628,33.42,6.83,804883,924715,-12.95
2022,聚亨,252932,156407,269545,61.71,-6.16,409339,462121,-11.42
2023,燁輝,2529702,2112760,2775890,19.73,-8.86,4642462,5689561,-18.4
2024,志聯工業,157559,82531,158859,90.9,-0.81,240089,344345,-30.27
2025,千興,267166,193105,689268,38.35,-61.23,460271,1252585,-63.25
2027,大成鋼,925390,469687,728733,97.02,26.98,1395077,1443584,-3.36
2028,威致鋼鐵,1085834,764432,759284,42.04,43.0,1850266,1875958,-1.36
2029,盛餘,1508269,1425561,1054764,5.8,42.99,2933829,2702137,8.57
2030,彰源,1234224,838760,1074670,47.14,14.84,2072984,2376038,-12.75
2031,新光鋼,598550,440430,602463,35.9,-0.64,1038980,1240938,-16.27
2032,新鋼工業,317891,289974,391542,9.62,-18.81,607865,870621,-30.18
2033,佳大世界,102895,69516,88386,48.01,16.41,172411,175425,-1.71
2034,允強,2427874,1697458,1733307,43.02,40.07,4125332,3736828,10.39
2038,海光企業,1211020,953074,850931,27.06,42.31,2164094,2184509,-0.93
3004,豐達科技,86584,74444,46364,16.3,86.74,161028,93416,72.37
5007,三星科技,403405,415550,380987,-2.92,5.88,818955,873618,-6.25
9958,世紀鋼構,273650,111086,116253,146.34,135.39,384736,182510,110.8
合計,合計,46671970,40249003,41930609,15.95,11.3,86920971,92830816,-6.36
