公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2312,金寶電子,1453876,1567668,1227140,-7.25,18.47,3021544,2992662,0.96
2317,鴻海,236551454,274663333,152878333,-13.87,54.73,511214788,339112452,50.75
2354,鴻準,3991016,3492812,8868723,14.26,-54.99,7483828,15371062,-51.31
2359,所羅門,164819,168837,248032,-2.37,-33.54,333656,559994,-40.41
2360,致茂電子,362602,233679,414169,55.17,-12.45,596281,860976,-30.74
2373,震旦行,227283,209458,209497,8.51,8.48,436741,441274,-1.02
2390,云辰,46977,50075,33777,-6.18,39.07,97052,70424,37.81
2404,漢唐,544915,759027,540287,-28.2,0.85,1303941,980558,32.97
2423,固緯,105935,71828,105419,47.48,0.48,177763,231273,-23.13
2433,互盛電,102519,100954,96473,1.55,6.26,203473,207582,-1.97
2461,光群雷射,43170,36287,23744,18.96,81.81,79457,61742,28.69
2464,盟立,400216,363073,549681,10.23,-27.19,763289,1087354,-29.8
2474,可成科技,1067235,1100962,626494,-3.06,70.35,2168198,1305821,66.04
2477,美隆電,182677,276539,108097,-33.94,68.99,459216,527908,-13.01
2482,連宇,51537,52140,64603,-1.15,-20.22,103677,135244,-23.34
2488,漢平,82712,78270,80488,5.67,2.76,160982,171228,-5.98
2495,普安,139385,127976,193124,8.91,-27.82,267361,403007,-33.65
2497,怡利電子,74205,86183,59666,-13.89,24.36,160388,133688,19.97
3018,同開科技,708634,13343,144975,5210.9,388.79,721977,175319,311.8
3030,德律科技,334508,245511,295917,36.24,13.04,580019,582786,-0.47
3043,科風,109203,159692,422171,-31.61,-74.13,279183,995739,-71.96
3305,昇貿科技,296211,236811,259340,25.08,14.21,533022,624956,-14.71
3450,聯鈞,164541,148065,186183,11.12,-11.62,312606,391520,-20.15
3518,柏騰科技,8745,7643,88771,14.41,-90.14,16387,100375,-83.67
3617,碩天科技,213579,342042,138756,-37.55,53.92,555621,335858,65.43
6139,亞翔工程,221806,222066,294673,-0.11,-24.72,443872,543696,-18.36
6192,巨路國際,296048,377644,293639,-21.6,0.82,673692,683689,-1.46
6196,帆宣科技,518921,656044,1173853,-20.9,-55.79,1174965,1684443,-30.24
6201,亞弘電,278996,252295,195169,10.58,42.95,531291,519880,2.19
6215,和椿科技,56041,40916,104182,36.96,-46.2,96957,208034,-53.39
8021,尖點,61018,65062,83516,-6.21,-26.93,126080,189148,-33.34
8201,無敵,395134,132887,125261,197.34,215.44,528021,314142,68.08
合計,合計,249255918,286339122,170134153,-12.95,46.5,535605328,372003834,43.97
