公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1802,台玻,1402801,1547544,917469,-9.35,52.89,5364977,3333088,60.96
1806,冠軍,206084,203817,178218,1.11,15.63,732973,651418,12.51
1809,中釉,139175,150090,109470,-7.27,27.13,477986,429044,11.4
1810,和成,212943,231300,163692,-7.93,30.08,868006,668005,29.94
合計,合計,1961003,2132751,1368849,-8.05,43.25,7443942,5081555,46.48
