公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2002,中鋼,26060991,24103044,27212442,8.12,-4.23,50164035,63290253,-20.73,-
2006,東和鋼鐵,3180071,2724791,3102103,16.7,2.51,5904349,6987297,-15.49,-
2007,燁興,534355,454337,539989,17.61,-1.04,988693,1250500,-20.93,-
2008,高興昌,71100,74539,114718,-4.61,-38.02,145639,257540,-43.44,-
2009,第一銅,178078,151605,161207,17.46,10.46,329683,361401,-8.77,-
2010,春源,1301620,1301856,1064220,-0.01,22.3,2603476,2480267,4.96,-
2012,春雨,553424,628893,567076,-12.0,-2.4,1182317,1400810,-15.59,-
2013,中鋼構,933335,965765,1295739,-3.35,-27.96,1899100,3060876,-37.95,-
2014,中鴻,3363980,3474214,3343779,-3.17,0.6,6838194,7442639,-8.12,-
2015,豐興,2483310,1570644,1655722,58.1,49.98,4053954,4518642,-10.28,-
2017,官田鋼,287832,232987,333185,23.53,-13.61,520819,677491,-23.12,-
2020,美亞,451164,337448,254680,33.69,77.14,788621,612863,28.67,108年2月適逢中國農曆年節，故去年公布2月年營收減少較多。
2022,聚亨,694652,862248,923190,-19.43,-24.75,1556900,2083725,-25.28,-
2023,燁輝,3624072,3741294,5034644,-3.13,-28.01,7365366,9582016,-23.13,-
2024,志聯,105122,72494,78694,45.0,33.58,177617,195791,-9.28,-
2025,千興,55553,93246,117316,-40.42,-52.64,148799,227871,-34.7,本月營收較去年同期減少，客戶觀望態度較為強烈。
2027,大成鋼,5171552,5791299,6540844,-10.7,-20.93,10962851,14250141,-23.06,-
2028,威致,620405,512592,519038,21.03,19.52,1132997,1681287,-32.61,-
2029,盛餘,797389,804253,702183,-0.85,13.55,1601642,1485179,7.84,-
2030,彰源,764163,641034,748621,19.2,2.07,1405197,1834979,-23.42,-
2031,新光鋼,716266,666556,644497,7.45,11.13,1382822,1296188,6.68,-
2032,新鋼,247933,228084,178966,8.7,38.53,476017,458613,3.79,-
2033,佳大,62511,54810,57249,14.05,9.19,117321,131870,-11.03,-
2034,允強,1359852,1052001,958618,29.26,41.85,2411853,2554513,-5.58,-
2038,海光,646442,472956,557953,36.68,15.85,1119399,1341606,-16.56,-
2069,運錩,464213,496122,454092,-6.43,2.22,960335,1214992,-20.95,-
3004,豐達科,214325,223618,211714,-4.15,1.23,437943,427284,2.49,-
5007,三星,485385,481014,479644,0.9,1.19,966399,1241012,-22.12,-
9958,世紀鋼,467060,331666,121790,40.82,283.49,798726,221675,260.31,本月及本年增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加
合計,合計,55896155,52545410,57973913,6.37,-3.58,108441064,132569321,-18.2,
