公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1402,遠東新,16072828,17466170,17985769,-7.97,-10.63,33538998,39440522,-14.96,-
1409,新纖,2573896,2589499,2842997,-0.6,-9.46,5163395,6314994,-18.23,-
1410,南染,34036,24254,25652,40.33,32.68,58290,63027,-7.51,-
1413,宏洲,155068,161063,241280,-3.72,-35.73,316131,571853,-44.71,-
1414,東和,86451,55721,65962,55.14,31.06,142172,133065,6.84,-
1416,廣豐,16793,18109,18951,-7.26,-11.38,34901,37534,-7.01,-
1417,嘉裕,97360,129664,119313,-24.91,-18.39,227024,277417,-18.16,-
1418,東華,11758,9629,27041,22.11,-56.51,21387,38826,-44.91,配合客戶生產線出貨
1419,新紡,180755,163148,123598,10.79,46.24,343903,249479,37.84,-
1423,利華,26244,12069,31127,117.44,-15.68,38313,73200,-47.65,-
1434,福懋,2869596,2648364,3412786,8.35,-15.91,5517960,7300531,-24.41,-
1439,中和,11862,10775,26367,10.08,-55.01,22636,48873,-53.68,因應大陸武漢新型冠狀病毒肺炎疫情擴散情況嚴重，致使供應商延後復工，延宕出貨時程，造成營收較去年同期減少。
1440,南紡,1978926,1354218,1513609,46.13,30.74,3333144,3547935,-6.05,-
1441,大東,163779,142499,73105,14.93,124.03,306278,221543,38.24,1. 2020年增加庫存銷售數 2. 2019年2月過年假期，相較於2020年2月工作天較多
1443,立益,45184,44762,41416,0.94,9.09,89946,121744,-26.11,-
1444,力麗,810705,744969,887659,8.82,-8.66,1555674,2072943,-24.95,-
1445,大宇,117479,98410,87675,19.37,33.99,215889,251692,-14.22,-
1446,宏和,20955,34612,21639,-39.45,-3.16,55567,57696,-3.69,-
1447,力鵬,1043140,879978,1143378,18.54,-8.76,1923118,2405665,-20.05,-
1449,佳和,150298,111626,165856,34.64,-9.38,261925,366817,-28.59,-
1451,年興,613683,644616,533848,-4.79,14.95,1258299,1375562,-8.52,-
1452,宏益,146138,114486,140035,27.64,4.35,260624,345186,-24.49,-
1453,大將,56,20381,74,-99.72,-24.32,20437,199,10169.84,"本年營收增加,係因本年銷售待售房屋所致."
1454,台富,138709,118611,135856,16.94,2.1,257320,306368,-16.0,-
1455,集盛,717761,679676,1064006,5.6,-32.54,1397437,2395481,-41.66,-
1456,怡華,29247,57927,79414,-49.51,-63.17,87174,138984,-37.27,本月認列建設收入較去年本月減少所致
1457,宜進,294650,296309,373380,-0.55,-21.08,590959,895715,-34.02,-
1459,聯發,217512,143616,231172,51.45,-5.9,360951,563371,-35.93,-
1460,宏遠,585125,634183,612261,-7.73,-4.43,1219146,1456060,-16.27,-
1463,強盛,124950,32907,29540,279.7,322.98,157857,100873,56.49,子公司保強建設餘屋售出入帳
1464,得力,644094,811824,620621,-20.66,3.78,1455918,1381869,5.35,-
1465,偉全,38747,35466,75845,9.25,-48.91,74213,177553,-58.2,本年營收較去年同期減少，主要係因去年同期含已處分子公司之營收故基期較高。
1466,聚隆,283033,227705,256099,24.29,10.51,510738,639721,-20.16,-
1467,南緯,383369,441942,441422,-13.25,-13.15,825311,1057850,-21.98,-
1468,昶和,73239,76156,38660,-3.83,89.44,149396,141530,5.55,去年因春節假日故工作天數減少比較基期數據偏低所致。
1470,大統新創,69363,53667,61913,29.24,12.03,123030,123995,-0.77,-
1472,三洋紡,14607,29339,23271,-50.21,-37.23,43946,42819,2.63,-
1473,台南,650767,806567,624697,-19.31,4.17,1457334,1371281,6.27,-
1474,弘裕,203686,172985,220731,17.74,-7.72,376671,530473,-28.99,-
1475,本盟,3619,4670,3549,-22.5,1.97,8289,9469,-12.46,-
1476,儒鴻,1807489,2300958,1611278,-21.44,12.17,4108447,4026579,2.03,-
1477,聚陽,1693577,2092533,2075192,-19.06,-18.38,3786109,4219136,-10.26,-
4414,如興,1329222,1327928,1245413,0.09,6.72,2657150,2327709,14.15,-
4426,利勤,149372,126774,144333,17.82,3.49,276146,401856,-31.28,-
4438,廣越,533774,727482,608609,-26.62,-12.29,1261256,1502023,-16.02,-
合計,合計,37212902,38678247,40106399,-3.78,-7.21,75890809,89127018,-14.85,
