公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2427,三商電,296624,227637,394564,30.3,-24.82,2588860,2247042,15.21,-
2453,凌群,466579,432447,636557,7.89,-26.7,3657087,3672377,-0.41,-
2468,華經,150301,259939,111657,-42.17,34.6,1387404,1067471,29.97,-
2471,資通,55177,64361,50217,-14.26,9.87,525438,503673,4.32,-
2480,敦陽科,431265,364661,369557,18.26,16.69,3773689,3517708,7.27,-
3029,零壹,569441,653431,469717,-12.85,21.23,5464436,5009418,9.08,-
3130,一零四,131089,126082,131628,3.97,-0.4,1327432,1288083,3.05,-
4994,傳奇,70965,76253,64357,-6.93,10.26,743815,756570,-1.68,-
5203,訊連,151181,131813,148640,14.69,1.7,1317900,1407472,-6.36,-
6112,聚碩,822552,966496,792560,-14.89,3.78,9327607,8616772,8.24,-
6183,關貿,120530,166623,113363,-27.66,6.32,1228566,1098947,11.79,-
6214,精誠,1550922,2031249,1309524,-23.64,18.43,15535345,13402674,15.91,-
合計,合計,4816626,5500992,4592341,-12.44,4.88,46877579,42588207,10.07,
