公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2701,萬企,26398,35190,32892,-24.98,-19.74,26398,32892,-19.74,本月營業收入減少係育樂收入之影院收入減少
2702,華園,76763,91410,93518,-16.02,-17.91,76763,93518,-17.91,-
2704,國賓,298024,293579,263324,1.51,13.17,298024,263324,13.17,-
2705,六福,152112,290844,246408,-47.69,-38.26,152112,246408,-38.26,-
2706,第一店,27496,29629,25909,-7.19,6.12,27496,25909,6.12,-
2707,晶華,640177,654147,581057,-2.13,10.17,640177,581057,10.17,因Regent股權出售案，自107年7月份起之合併營收公告不包含海外Regent營收。
2712,遠雄來,25327,32472,20910,-22.0,21.12,25327,20910,21.12,-
2722,夏都,48922,57648,22616,-15.13,116.31,48922,22616,116.31,新增據點
2727,王品,1388954,1466357,1256520,-5.27,10.53,1388954,1256520,10.53,-
2731,雄獅,1932837,1949825,1622966,-0.87,19.09,1932837,1622966,19.09,-
2739,寒舍,438539,457861,382671,-4.22,14.59,438539,382671,14.59,-
2748,雲品,268024,255950,146860,4.71,82.5,268024,146860,82.5,主要係因107年10月起併入包含米其林三星「頤宮中餐廳」在內的台北君品酒店及尾牙、婚宴接單暢旺所致。
5706,鳳凰,91199,162553,70348,-43.89,29.63,91199,70348,29.63,-
8462,柏文,292192,281690,213768,3.72,36.68,292192,213768,36.68,-
8940,新天地,264477,178728,202681,47.97,30.48,264477,202681,30.48,-
9943,好樂迪,283069,276934,250367,2.21,13.06,283069,250367,13.06,-
合計,合計,6254510,6514817,5432815,-3.99,15.12,6254510,5432815,15.12,
