公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2002,中鋼,29348282,32365285,33385608,-9.32,-12.09,191110580,193714077,-1.34,-
2006,東和鋼鐵,3914068,4198456,3390635,-6.77,15.43,23214838,18868642,23.03,-
2007,燁興,543271,601588,773262,-9.69,-29.74,3560104,4575053,-22.18,-
2008,高興昌,76011,106190,120969,-28.41,-37.16,707623,651889,8.54,-
2009,第一銅,214676,230559,249837,-6.88,-14.07,1234221,1591850,-22.46,-
2010,春源,1405660,1324260,1695791,6.14,-17.1,7915251,9365829,-15.48,-
2012,春雨,752979,815614,751752,-7.67,0.16,4620151,4743957,-2.6,-
2013,中鋼構,1467346,1256687,1800502,16.76,-18.5,9262311,9671230,-4.22,-
2014,中鴻,3038153,4271035,4198513,-28.86,-27.63,23599677,23392374,0.88,-
2015,豐興,2128998,2334235,2603070,-8.79,-18.21,13924961,14969884,-6.98,-
2017,官田鋼,357850,321986,422725,11.13,-15.34,2144494,2361423,-9.18,-
2020,美亞,332130,286519,408752,15.91,-18.74,2322882,2423797,-4.16,-
2022,聚亨,712433,1117614,1114265,-36.25,-36.06,6006103,5174649,16.06,-
2023,燁輝,4424635,5298673,6976479,-16.49,-36.57,30088212,38132256,-21.09,-
2024,志聯,102928,97846,120182,5.19,-14.35,628753,746698,-15.79,-
2025,千興,88606,110381,292591,-19.72,-69.71,671480,1854439,-63.79,本月營收較去年同期減少，主要係國際鎳價下跌，不�袗�市場景氣衰退所致。
2027,大成鋼,6334963,7305207,7295961,-13.28,-13.17,42043653,43389814,-3.1,-
2028,威致,657358,991765,754970,-33.71,-12.92,5128378,5626196,-8.84,-
2029,盛餘,787368,832203,978747,-5.38,-19.55,4902123,6268920,-21.8,-
2030,彰源,929348,1084284,1160499,-14.28,-19.91,5950765,6779798,-12.22,-
2031,新光鋼,623817,718047,685461,-13.12,-8.99,3965784,4549386,-12.82,-
2032,新鋼,217823,234999,259048,-7.3,-15.91,1362058,1590418,-14.35,-
2033,佳大,62740,76396,61211,-17.87,2.49,424104,389234,8.95,-
2034,允強,1217870,1349318,1812965,-9.74,-32.82,8028774,10010198,-19.79,-
2038,海光,598766,709582,588151,-15.61,1.8,4188221,4220986,-0.77,-
2069,運錩,656269,787848,812115,-16.7,-19.19,4190598,4454134,-5.91,-
3004,豐達科,234543,255046,194447,-8.03,20.62,1349823,1039493,29.85,-
5007,三星,487712,503479,657383,-3.13,-25.81,3423021,3996666,-14.35,-
9958,世紀鋼,174469,156604,156416,11.4,11.54,860813,817962,5.23,-
合計,合計,61891072,69741706,73722307,-11.25,-16.04,406829756,425371252,-4.35,
