Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,14.671100,14.714900,14.189400,14.408400,7.842649,3520998
2000-01-05,14.408400,14.933900,14.277000,14.452200,7.866490,6400182
2000-01-06,14.539700,15.109100,14.539700,14.933900,8.128684,14101480026
2000-01-07,15.196700,15.678400,15.196700,15.284200,8.319358,12198801
2000-01-10,15.722200,16.335300,15.590800,16.335300,8.891481,11942492
2000-01-11,16.773300,16.773300,15.240400,15.722200,8.557766,9568414
2000-01-12,15.415600,15.897400,15.415600,15.547000,8.462402,5375940492
2000-01-13,15.678400,15.897400,15.328000,15.547000,8.462402,7148584944
2000-01-14,15.590800,15.634600,15.109100,15.328000,8.343197,4043989995
2000-01-17,15.678400,16.116301,15.415600,15.853600,8.629289,6203990149
2000-01-18,15.985000,16.247700,15.766000,15.809800,8.605446,9817192254
2000-01-19,15.985000,16.554300,15.985000,16.072500,8.748437,18040877
2000-01-20,16.247700,16.291500,15.547000,15.853600,8.629289,9423580179
2000-01-21,15.809800,15.897400,15.415600,15.853600,8.629289,5114813095
2000-01-24,15.853600,15.941200,15.678400,15.897400,8.653129,4071753178
2000-01-25,15.985000,16.685699,15.985000,16.554300,9.010689,21321199088
2000-01-26,16.729500,16.817101,16.247700,16.598101,9.034528,12408269552
2000-01-27,16.641899,16.773300,16.335300,16.554300,9.010689,6918374
2000-01-28,16.598101,16.860800,16.379101,16.554300,9.010689,7619696
2000-01-31,16.641899,16.641899,16.203899,16.291500,8.867640,4292786706
2000-02-01,16.335300,16.422899,16.072500,16.116301,8.772278,4351317
2000-02-02,16.116301,16.116301,16.116301,16.116301,8.772278,0
2000-02-03,16.116301,16.116301,16.116301,16.116301,8.772278,0
2000-02-04,16.116301,16.116301,16.116301,16.116301,8.772278,0
2000-02-07,16.116301,16.116301,16.116301,16.116301,8.772278,0
2000-02-08,16.116301,16.116301,16.116301,16.116301,8.772278,0
2000-02-09,16.203899,16.335300,16.160101,16.247700,8.843801,3354310464
2000-02-10,16.291500,17.035999,16.247700,16.904600,9.201359,11527730684
2000-02-11,17.035999,17.079800,16.466700,16.554300,9.010689,10235691996
2000-02-14,16.641899,16.817101,16.554300,16.729500,9.106052,7329116246
2000-02-15,16.904600,17.342600,16.729500,16.773300,9.129890,15509730359
2000-02-16,16.860800,17.911900,16.817101,17.911900,9.749644,20561992
2000-02-17,17.955700,18.568800,17.561600,18.130899,9.868846,21731900910
2000-02-18,18.174700,18.349800,17.035999,17.386400,9.463610,9851397271
2000-02-21,17.649099,17.736700,17.079800,17.211201,9.368246,4569078
2000-02-22,17.211201,17.211201,16.422899,16.948400,9.225200,5700034862
2000-02-23,16.992201,17.254999,16.510500,16.948400,9.225200,6220959091
2000-02-24,17.035999,17.079800,16.291500,16.641899,9.058367,4122462631
2000-02-25,16.422899,16.598101,15.766000,16.335300,8.891481,5110706
2000-02-28,16.335300,16.335300,16.335300,16.335300,8.891481,0
2000-02-29,16.422899,16.422899,15.766000,15.853600,8.629289,1949062
2000-03-01,16.203899,16.291500,15.985000,16.072500,8.748437,1719622676
2000-03-02,16.291500,16.291500,16.072500,16.291500,8.867640,1614590
2000-03-03,16.160101,16.422899,15.985000,16.160101,8.796120,2695184556
2000-03-06,16.160101,16.247700,15.766000,16.116301,8.772278,1527592716
2000-03-07,16.072500,16.116301,15.766000,16.116301,8.772278,1452471
2000-03-08,16.116301,16.203899,15.897400,16.160101,8.796120,1430502396
2000-03-09,16.160101,16.379101,15.985000,16.291500,8.867640,1874669088
2000-03-10,16.335300,16.379101,15.766000,15.766000,8.581606,2349846
2000-03-13,15.766000,15.766000,14.671100,14.671100,7.985641,2429946
2000-03-14,14.671100,14.890100,14.233200,14.890100,8.104844,1890404
