公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2314,台揚,670275,783946,635659,-14.49,5.44,670275,635659,5.44,-
2321,東訊,308939,375038,310061,-17.62,-0.36,308939,310061,-0.36,-
2332,友訊,1926036,2132126,2162048,-9.66,-10.91,1926036,2162048,-10.91,-
2345,智邦,1940796,2761555,1373193,-29.72,41.33,1940796,1373193,41.33,-
2412,中華電,19582761,21103776,19326152,-7.2,1.32,19582761,19326152,1.32,-
2419,仲琦,766912,855341,545188,-10.33,40.66,766912,545188,40.66,-
2439,美律,958137,1038126,1054090,-7.7,-9.1,958137,1054090,-9.1,-
2444,兆勁,128441,146222,121167,-12.16,6.0,128441,121167,6.0,-
2450,神腦,3032355,3271466,3076955,-7.3,-1.44,3032355,3076955,-1.44,-
2455,全新,221675,254890,153003,-13.03,44.88,221675,153003,44.88,-
2485,兆赫,1628132,1626371,812325,0.1,100.42,1628132,812325,100.42,客戶端需求增加
2498,宏達電,6477341,6516752,12275099,-0.6,-47.23,6477341,12275099,-47.23,-
3025,星通,46843,54583,23191,-14.18,101.98,46843,23191,101.98,有標案
3027,盛達,96864,121323,97701,-20.16,-0.85,96864,97701,-0.85,應交易所106年6月5日臺證上一字第1061802562號辦理
3045,台灣大,10198591,9933930,10580220,2.66,-3.6,10198591,10580220,-3.6,-
3047,訊舟,383066,418738,516600,-8.51,-25.84,383066,516600,-25.84,-
3062,建漢,950094,823330,1534715,15.39,-38.09,950094,1534715,-38.09,-
3311,閎暉,207650,321986,315422,-35.5,-34.16,207650,315422,-34.16,-
3380,明泰,1853170,2111757,2159108,-12.24,-14.16,1853170,2159108,-14.16,-
3419,譁裕,214868,237493,197431,-9.52,8.83,214868,197431,8.83,-
3596,智易,1897759,2037930,1670954,-6.87,13.57,1897759,1670954,13.57,-
3682,亞太電,1148584,1164941,1308155,-1.4,-12.19,1148584,1308155,-12.19,-
3694,海華,549968,599181,361195,-8.21,52.26,549968,361195,52.26,無線模組產品需求量增加所致
3704,合勤控,2195748,2489485,1600955,-11.79,37.15,2195748,1600955,37.15,-
4904,遠傳,8145148,8425732,8389936,-3.33,-2.91,8145148,8389936,-2.91,-
4906,正文,1013048,1446917,1700765,-29.98,-40.43,1013048,1700765,-40.43,-
5388,中磊,3080075,3160163,2296628,-2.53,34.11,3080075,2296628,34.11,-
6136,富爾特,57960,70065,60237,-17.27,-3.78,57960,60237,-3.78,-
6142,友勁,286384,321647,401344,-10.96,-28.64,286384,401344,-28.64,-
6152,百一,698241,983961,610474,-29.03,14.37,698241,610474,14.37,-
6216,居易,96200,73683,75916,30.55,26.71,96200,75916,26.71,-
6285,啟��,4769512,4726568,4247984,0.9,12.27,4769512,4247984,12.27,-
6416,瑞祺電通,370317,364808,241429,1.51,53.38,370317,241429,53.38,業績成長
6442,光聖,432323,369570,431353,16.98,0.22,432323,431353,0.22,-
8011,台通,104716,176516,130060,-40.67,-19.48,104716,130060,-19.48,-
8101,華冠,1438841,1255460,1558622,14.6,-7.68,1438841,1558622,-7.68,-
合計,合計,77877770,82555376,82355335,-5.66,-5.43,77877770,82355335,-5.43,
