公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2301,光寶科技,8331063,8717625,5330500,-4.43,56.29,8331063,5330500,56.29
2305,全友電腦,31194,11229,24888,177.79,25.33,31194,24888,25.33
2315,神達電腦,4354284,4923037,3502854,-11.55,24.3,4354284,3502854,24.3
2324,仁寶電腦,72954853,70188868,27512328,3.94,165.17,72954853,27512328,165.17
2331,精英,3599125,3974728,2856812,-9.44,25.98,3599125,2856812,25.98
2352,佳世達,4707969,4379519,2832076,7.49,66.23,4707969,2832076,66.23
2353,宏��,51100247,49540299,21800469,3.14,134.39,51100247,21800469,134.39
2356,英業達,28226511,36597928,24917514,-22.87,13.27,28226511,24917514,13.27
2357,華碩,22692501,24190299,8503366,-6.19,166.86,22692501,8503366,166.86
2358,美格,109194,99600,90030,9.63,21.28,109194,90030,21.28
2361,鴻友科技,50610,32117,51397,57.58,-1.53,50610,51397,-1.53
2362,藍天,894916,1094424,539045,-18.22,66.01,894916,539045,66.01
2364,倫飛電腦,113902,159974,109956,-28.79,3.58,113902,109956,3.58
2365,昆盈企業,691109,713901,446782,-3.19,54.68,691109,446782,54.68
2376,技嘉,5500281,3545501,3898736,55.13,41.07,5500281,3898736,41.07
2377,微星科技,7338903,6832945,5779233,7.4,26.98,7338903,5779233,26.98
2380,虹光精密,213132,308375,218377,-30.88,-2.4,213132,218377,-2.4
2382,廣達,76398462,86358778,41640263,-11.53,83.47,76398462,41640263,83.47
2385,群光電子,1416597,1741056,836758,-18.63,69.29,1416597,836758,69.29
2387,精元電腦,151579,176415,172069,-14.07,-11.9,151579,172069,-11.9
2395,研華,1066166,1118936,694614,-4.71,53.49,1066166,694614,53.49
2397,友通資訊,144765,164262,136852,-11.86,5.78,144765,136852,5.78
2399,映泰,572503,599760,445487,-4.54,28.51,572503,445487,28.51
2405,浩鑫,190195,117641,62998,61.67,201.9,190195,62998,201.9
2417,圓剛,312620,284630,136276,9.83,129.4,312620,136276,129.4
2424,隴華電子,4466,5436,13341,-17.84,-66.52,4466,13341,-66.52
2438,英誌企業,5870,2388,3552,145.81,65.25,5870,3552,65.25
2442,新美齊,668273,585215,473561,14.19,41.11,668273,473561,41.11
2465,麗臺科技,213416,232083,200347,-8.04,6.52,213416,200347,6.52
2474,可成科技,67778,73381,155169,-7.63,-56.31,67778,155169,-56.31
3002,歐格電子,56930,80009,63730,-28.84,-10.67,56930,63730,-10.67
3005,神基科技,396073,417424,463652,-5.11,-14.57,396073,463652,-14.57
3013,晟銘電子,365559,420954,275029,-13.15,32.91,365559,275029,32.91
3017,奇鋐科技,904323,997484,497177,-9.33,81.89,904323,497177,81.89
3022,威達電,306745,285357,207358,7.49,47.93,306745,207358,47.93
3046,建��,107698,122699,94881,-12.22,13.5,107698,94881,13.5
3057,喬鼎資訊,79615,138457,57060,-42.49,39.52,79615,57060,39.52
3060,銘異,609201,688826,234320,-11.55,159.98,609201,234320,159.98
3231,緯創,45468637,52343301,31125954,-13.13,46.07,45468637,31125954,46.07
3494,誠研科技,110019,162486,86685,-32.29,26.91,110019,86685,26.91
3515,華擎,916194,782648,499169,17.06,83.54,916194,499169,83.54
3701,大眾投控,4090,4124,4539,-0.82,-9.89,4090,4539,-9.89
4915,致伸,2501980,2808538,1081978,-10.91,131.24,2501980,1081978,131.24
6117,迎廣科技,217912,220630,99386,-1.23,119.25,217912,99386,119.25
6128,上福全球,121872,164023,72440,-25.69,68.23,121872,72440,68.23
6166,凌華科技,205381,223942,111122,-8.28,84.82,205381,111122,84.82
6172,互億科技,83318,27213,39257,206.16,112.23,83318,39257,112.23
6206,飛捷,181491,151720,150858,19.62,20.3,181491,150858,20.3
6230,超眾,232716,252938,104859,-7.99,121.93,232716,104859,121.93
6235,華孚科技,29316,24707,82116,18.65,-64.29,29316,82116,-64.29
6277,宏正科,212206,237411,112858,-10.61,88.02,212206,112858,88.02
8008,建興電,3659994,4065742,1601727,-9.97,128.5,3659994,1601727,128.5
8114,振樺電子,110242,108933,61168,1.2,80.22,110242,61168,80.22
8210,勤誠興業,184321,186224,99097,-1.02,86.0,184321,99097,86.0
9912,偉聯,38318,59498,72429,-35.59,-47.09,38318,72429,-47.09
合計,合計,349226635,371745638,190684499,-6.05,83.14,349226635,190684499,83.14
