公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2002,中鋼,26031727,23384315,21125715,11.32,23.22,236916208,243185770,-2.57,-
2006,東和鋼鐵,1857582,1835483,2509944,1.2,-25.99,20764211,25859401,-19.7,-
2007,燁興,572414,533346,667128,7.32,-14.19,6001280,6159285,-2.56,-
2008,高興昌,90696,63927,66387,41.87,36.61,887635,1055072,-15.86,-
2009,第一銅,215513,201488,221482,6.96,-2.69,2003352,2718264,-26.3,-
2010,春源,1195297,1292095,1370978,-7.49,-12.81,13885691,13641116,1.79,-
2012,春雨,725092,726636,760495,-0.21,-4.65,7037524,7162767,-1.74,-
2013,中鋼構,1445951,1595553,1311266,-9.37,10.27,14149892,12451533,13.63,-
2014,中鴻,3250637,2612158,2339461,24.44,38.94,27242437,25349002,7.46,-
2015,豐興,1800717,1376231,1835556,30.84,-1.89,16731224,19771285,-15.37,-
2017,官田鋼,329060,336227,341432,-2.13,-3.62,3682204,4183578,-11.98,-
2020,美亞,353731,350471,383820,0.93,-7.83,3640543,3697534,-1.54,-
2022,聚亨,542172,566894,674709,-4.36,-19.64,5974134,6620695,-9.76,-
2023,燁輝,4761386,4270695,3469573,11.48,37.23,42549152,42962228,-0.96,-
2024,志聯,117270,97064,104985,20.81,11.7,1127414,1157514,-2.6,-
2025,千興,319699,328097,124216,-2.55,157.37,2884466,2591378,11.31,本月營收較去年同期增加，主要係國際鎳價回升，不�袗�市場景氣回溫所致。
2027,大成鋼,4130920,3798837,4232887,8.74,-2.4,40737622,43533237,-6.42,-
2028,威致,574536,531527,227362,8.09,152.69,5172826,4749280,8.91,鋼價回穩 營收增加
2029,盛餘,1145091,1139635,852937,0.47,34.25,10213654,11366293,-10.14,-
2030,彰源,924417,838524,1004634,10.24,-7.98,8873511,9822087,-9.65,-
2031,新光鋼,611012,506530,469736,20.62,30.07,5140712,5660799,-9.18,-
2032,新鋼,230142,195676,271172,17.61,-15.13,2257642,2563519,-11.93,-
2033,佳大,65691,56145,70672,17.0,-7.04,661319,619276,6.78,-
2034,允強,1467420,1452401,1335332,1.03,9.89,14369043,15821774,-9.18,-
2038,海光,381133,364576,575612,4.54,-33.78,3890860,6997178,-44.39,-
2069,運錩,652514,637538,666187,2.34,-2.05,5917219,6489952,-8.82,-
3004,豐達科,136046,143897,142855,-5.45,-4.76,1362689,1242307,9.69,-
5007,三星,482154,585609,517112,-17.66,-6.76,5682966,5674634,0.14,-
9958,世紀鋼,165948,150981,282106,9.91,-41.17,1884548,2386615,-21.03,-
合計,合計,54575968,49972556,47955751,9.21,13.8,511641978,535493373,-4.45,
