公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2801,彰化銀行,2475548,1966339,3594770,25.89,-31.13,10420912,11536121,-9.66
2809,京城銀行,492617,400256,364586,23.07,35.11,2105156,1850733,13.74
2812,台中銀行,558228,561564,456400,-0.59,22.31,2716174,2285380,18.84
2816,旺旺保險,384083,317418,401200,21.0,-4.26,1878646,1935365,-2.93
2820,華票,120167,773776,162054,-84.47,-25.84,1291144,761911,69.46
2823,中壽,9179180,10058232,11484488,-8.73,-20.07,58918151,62906484,-6.34
2832,台產,308998,210828,258940,46.56,19.33,1604295,1593893,0.65
2833,台灣人壽,6320323,7170255,4508251,-11.85,40.19,34888433,24643676,41.57
2834,臺灣企銀,1614387,1438108,1405517,12.25,14.86,7351084,7138248,2.98
2836,高銀,295485,210685,213152,40.24,38.62,1160052,1027444,12.9
2838,聯邦銀行,572802,586980,693382,-2.41,-17.39,2884729,3028140,-4.73
2845,遠東商銀,801946,658700,714646,21.74,12.21,3897596,3612294,7.89
2847,大眾銀行,666777,660056,645725,1.01,3.26,3497520,3436316,1.78
2849,安泰銀行,522132,537346,678121,-2.83,-23.0,2917112,2316628,25.92
2850,新產,741617,661702,799575,12.07,-7.24,3640680,3679037,-1.04
2851,中再保,1155160,1044100,1166340,10.63,-0.95,6053512,5676234,6.64
2852,第一保,397786,404391,387081,-1.63,2.76,1906593,1859083,2.55
2855,統一證券,214820,95263,370125,125.5,-41.96,1764353,1970091,-10.44
2856,元富證券,1748159,1933833,3161250,-9.6,-44.7,7675494,16075513,-52.25
2867,三商美邦,5090075,7771780,8091071,-34.5,-37.09,45261368,49250446,-8.09
2880,華南金,828510,778875,831732,6.37,-0.38,4411211,3668714,20.23
2881,富邦金,1698574,1712350,2070570,-0.8,-17.96,10151693,14090492,-27.95
2882,國泰金,1116679,1049048,654615,6.44,70.58,4241354,3723549,13.9
2883,開發金,293550,-87698,345564,434.72,-15.05,2103115,1853878,13.44
2884,玉山金控,609512,601263,579250,1.37,5.22,3284675,2494991,31.65
2885,元大金,444164,339666,8033816,30.76,-94.47,3654602,11751248,-68.9
2886,兆豐金,2569891,1981597,1536538,29.68,67.25,11399499,8380854,36.01
2887,台新金控,1068145,723365,1032034,47.66,3.49,5008868,4529803,10.57
2888,新光金,5065596,-700173,585864,823.47,764.63,7429887,-2148679,445.78
2889,國票金控,171513,439718,124933,-60.99,37.28,1060860,1752933,-39.48
2890,永豐金控,748107,737849,795072,1.39,-5.9,4262207,3368932,26.51
2891,中信金,2010352,1635261,1848224,22.93,8.77,8992973,8733599,2.96
2892,第一金控,1236038,1133547,856741,9.04,44.27,5460594,3821702,42.88
5880,合庫金,838583,704298,0,19.06,,3765789,0,
6005,群益證,421393,300340,543823,40.3,-22.51,2258963,2315583,-2.44
合計,合計,52780897,48810918,59395450,8.13,-11.13,279319294,274920636,1.59
