公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1437,勤益,117740,118444,143678,-0.59,-18.05,117740,143678,-18.05
2302,麗正,24074,31768,26693,-24.21,-9.81,24074,26693,-9.81
2303,聯電,9525055,10178453,8600453,-6.41,10.75,9525055,8600453,10.75
2311,日月光,5669589,5746644,4618849,-1.34,22.74,5669589,4618849,22.74
2325,矽品,4619222,4821917,5082552,-4.2,-9.11,4619222,5082552,-9.11
2329,華泰電子,849100,1013544,803654,-16.22,5.65,849100,803654,5.65
2330,台積電,34424173,33751175,29156271,1.99,18.06,34424173,29156271,18.06
2337,旺宏,2147894,1736919,2228845,23.66,-3.63,2147894,2228845,-3.63
2338,光罩,161232,158707,173254,1.59,-6.93,161232,173254,-6.93
2342,茂矽,351280,254497,346035,38.02,1.51,351280,346035,1.51
2344,華邦電,2596235,2578632,2361008,0.68,9.96,2596235,2361008,9.96
2351,順德,650130,677567,596513,-4.04,8.98,650130,596513,8.98
2363,矽統科技,164288,136155,194375,20.66,-15.47,164288,194375,-15.47
2369,菱生,561731,472330,485695,18.92,15.65,561731,485695,15.65
2379,瑞昱,1886159,1676705,2386032,12.49,-20.94,1886159,2386032,-20.94
2388,威盛電子,434829,384576,367622,13.06,18.28,434829,367622,18.28
2401,凌陽科技,421188,441141,611199,-4.52,-31.08,421188,611199,-31.08
2408,南科,3442728,4048028,4722438,-14.95,-27.09,3442728,4722438,-27.09
2425,承啟,178709,102405,230488,74.51,-22.46,178709,230488,-22.46
2434,統懋,55630,80132,51330,-30.57,8.37,55630,51330,8.37
2436,偉詮電,162104,156373,214096,3.66,-24.28,162104,214096,-24.28
2441,超豐電子,818940,679101,912411,20.59,-10.24,818940,912411,-10.24
2449,京元電,1030137,1051680,1110352,-2.04,-7.22,1030137,1110352,-7.22
2451,創見資訊,2774162,3028651,2930284,-8.4,-5.32,2774162,2930284,-5.32
2454,聯發科,4779612,5296578,9042190,-9.76,-47.14,4779612,9042190,-47.14
2458,義隆,421502,378967,394344,11.22,6.88,421502,394344,6.88
2481,強茂,371201,410283,411376,-9.52,-9.76,371201,411376,-9.76
3006,晶豪科技,609431,442364,590733,37.76,3.16,609431,590733,3.16
3014,聯陽,370225,317392,434058,16.64,-14.7,370225,434058,-14.7
3016,嘉晶,81931,69595,64952,17.72,26.14,81931,64952,26.14
3034,聯詠,3026249,3018101,2905976,0.26,4.13,3026249,2905976,4.13
3035,智原,447227,445767,470118,0.32,-4.86,447227,470118,-4.86
3041,揚智,277475,284756,446103,-2.55,-37.8,277475,446103,-37.8
3054,萬國科技,95499,108630,53036,-12.08,80.06,95499,53036,80.06
3094,聯傑國際,30677,34911,48146,-12.12,-36.28,30677,48146,-36.28
3189,景碩科技,1383720,1328143,968011,4.18,42.94,1383720,968011,42.94
3257,虹冠電,45156,44094,42413,2.4,6.46,45156,42413,6.46
3443,創意電子,764968,851006,719602,-10.11,6.3,764968,719602,6.3
3474,華亞科,3221886,3115568,4018940,3.41,-19.83,3221886,4018940,-19.83
3519,綠能,2067631,2051933,1059564,0.76,95.13,2067631,1059564,95.13
3532,台勝科,747806,754052,689592,-0.82,8.44,747806,689592,8.44
3545,旭曜,416139,374711,433505,11.05,-4.0,416139,433505,-4.0
3559,全智科,94917,98779,81334,-3.9,16.7,94917,81334,16.7
3579,尚志,51076,51191,41851,-0.22,22.04,51076,41851,22.04
3583,辛耘,89419,408226,42629,-78.09,109.76,89419,42629,109.76
3588,通嘉,84273,75332,95264,11.86,-11.53,84273,95264,-11.53
3598,奕力,580565,560687,365108,3.54,59.01,580565,365108,59.01
3686,達能,468750,461892,171949,1.48,172.6,468750,171949,172.6
4919,新唐科技,545794,527303,602730,3.5,-9.44,545794,602730,-9.44
4952,凌通科技,205435,229457,193046,-10.46,6.41,205435,193046,6.41
5305,敦南科技,614465,618097,761329,-0.58,-19.29,614465,761329,-19.29
5471,松翰科技,255619,279229,343745,-8.45,-25.63,255619,343745,-25.63
6145,勁永國際,727161,662052,2571246,9.83,-71.71,727161,2571246,-71.71
6202,盛群,272359,220626,316129,23.44,-13.84,272359,316129,-13.84
6239,力成,3159009,3274276,2843267,-3.52,11.1,3159009,2843267,11.1
6243,迅杰,93315,106101,138322,-12.05,-32.53,93315,138322,-32.53
6257,矽格,368179,362290,345021,1.62,6.71,368179,345021,6.71
6271,同欣電子,552343,577260,324498,-4.31,70.21,552343,324498,70.21
6286,立錡,941080,807859,922780,16.49,1.98,941080,922780,1.98
8016,矽創電子,324199,356275,450672,-9.0,-28.06,324199,450672,-28.06
8081,致新,469613,368025,428296,27.6,9.64,469613,428296,9.64
8110,華東,660891,765968,550095,-13.71,20.14,660891,550095,20.14
8131,福懋科技,1013882,1190521,956190,-14.83,6.03,1013882,956190,6.03
8261,富鼎,277743,310518,314458,-10.55,-11.67,277743,314458,-11.67
8271,宇瞻科技,847627,706296,1338622,20.01,-36.67,847627,1338622,-36.67
2301,光寶科技,8024366,8255719,8331063,-2.8,-3.68,8024366,8331063,-3.68
2305,全友電腦,14290,12405,31194,15.19,-54.18,14290,31194,-54.18
2315,神達電腦,3036537,3622687,4354284,-16.17,-30.26,3036537,4354284,-30.26
2324,仁寶電腦,52972697,60286104,72954853,-12.13,-27.38,52972697,72954853,-27.38
2331,精英,4757168,5612940,3599125,-15.24,32.17,4757168,3599125,32.17
2352,佳世達,6069999,5963818,4707969,1.78,28.93,6069999,4707969,28.93
2353,宏��,33362239,34784676,51100247,-4.08,-34.71,33362239,51100247,-34.71
2356,英業達,27625908,29048252,28226511,-4.89,-2.12,27625908,28226511,-2.12
2357,華碩,19858286,22002631,22692501,-9.74,-12.48,19858286,22692501,-12.48
2358,美格,107126,52264,109194,104.97,-1.89,107126,109194,-1.89
2361,鴻友科技,68855,95909,50610,-28.2,36.05,68855,50610,36.05
2362,藍天,921255,1430142,894916,-35.58,2.94,921255,894916,2.94
2364,倫飛電腦,136803,198788,113902,-31.18,20.1,136803,113902,20.1
2365,昆盈企業,666953,722103,691109,-7.63,-3.49,666953,691109,-3.49
2376,技嘉,5006998,3769757,5500281,32.82,-8.96,5006998,5500281,-8.96
2377,微星科技,6907521,6663077,7338903,3.66,-5.87,6907521,7338903,-5.87
2380,虹光精密,231743,284124,213132,-18.43,8.73,231743,213132,8.73
2382,廣達,74500544,93420095,76398462,-20.25,-2.48,74500544,76398462,-2.48
2385,群光電子,1417666,1620380,1416597,-12.51,0.07,1417666,1416597,0.07
2387,精元電腦,197010,186018,151579,5.9,29.97,197010,151579,29.97
2395,研華,1497829,1423034,1066166,5.25,40.48,1497829,1066166,40.48
2397,友通資訊,138045,130567,144765,5.72,-4.64,138045,144765,-4.64
2399,映泰,664347,523052,572503,27.01,16.04,664347,572503,16.04
2405,浩鑫,184916,228787,190195,-19.17,-2.77,184916,190195,-2.77
2417,圓剛,161241,150990,312620,6.78,-48.42,161241,312620,-48.42
2424,隴華電子,17776,15074,4466,17.92,298.02,17776,4466,298.02
2438,英誌企業,7044,6401,5870,10.04,20.0,7044,5870,20.0
2442,新美齊,16350,343047,668273,-95.23,-97.55,16350,668273,-97.55
2465,麗臺科技,212937,175831,213416,21.1,-0.22,212937,213416,-0.22
2474,可成科技,679327,727580,67778,-6.63,902.28,679327,67778,902.28
3002,歐格電子,45227,44574,56930,1.46,-20.55,45227,56930,-20.55
3005,神基科技,436690,568189,396073,-23.14,10.25,436690,396073,10.25
3013,晟銘電子,294544,295556,365559,-0.34,-19.42,294544,365559,-19.42
3017,奇鋐科技,847272,727204,904941,16.51,-6.37,847272,904941,-6.37
3022,威達電,601047,363544,306745,65.32,95.94,601047,306745,95.94
3046,建��,128808,204505,107698,-37.01,19.6,128808,107698,19.6
3057,喬鼎資訊,89124,102582,79615,-13.11,11.94,89124,79615,11.94
3060,銘異,474466,509839,609201,-6.93,-22.11,474466,609201,-22.11
3231,緯創,40115952,48872017,45468637,-17.91,-11.77,40115952,45468637,-11.77
3494,誠研科技,104777,123968,110019,-15.48,-4.76,104777,110019,-4.76
3515,華擎,994062,703129,916194,41.37,8.49,994062,916194,8.49
3701,大眾投控,3631,3881,4090,-6.44,-11.22,3631,4090,-11.22
4915,致伸,2596723,3620953,2501980,-28.28,3.78,2596723,2501980,3.78
4938,和碩,22236577,19366317,26412583,14.82,-15.81,22236577,26412583,-15.81
6117,迎廣科技,249552,251329,217912,-0.7,14.51,249552,217912,14.51
6128,上福全球,123669,130911,121872,-5.53,1.47,123669,121872,1.47
6166,凌華科技,315608,262797,205381,20.09,53.66,315608,205381,53.66
6172,互億科技,27371,14932,83318,83.3,-67.14,27371,83318,-67.14
6206,飛捷,220191,183706,181491,19.86,21.32,220191,181491,21.32
6230,超眾,228064,263891,232716,-13.57,-1.99,228064,232716,-1.99
6235,華孚科技,11482,7696,29316,49.19,-60.83,11482,29316,-60.83
6277,宏正科,184676,238236,212206,-22.48,-12.97,184676,212206,-12.97
8008,建興電,3592627,3698602,3659994,-2.86,-1.84,3592627,3659994,-1.84
8114,振樺電子,116446,148149,110242,-21.39,5.62,116446,110242,5.62
8210,勤誠興業,168484,204455,184321,-17.59,-8.59,168484,184321,-8.59
9912,偉聯,42964,37675,38318,14.03,12.12,42964,38318,12.12
2323,中環,1160595,1206617,1514300,-3.81,-23.35,1160595,1514300,-23.35
2340,光磊,679373,694230,601575,-2.14,12.93,679373,601575,12.93
2349,錸德科技,1104269,1423883,1236594,-22.44,-10.7,1104269,1236594,-10.7
2374,佳能,2728828,3084521,2646751,-11.53,3.1,2728828,2646751,3.1
2384,勝華科技,6932172,7643907,2186668,-9.31,217.01,6932172,2186668,217.01
2393,億光電子,1175635,1298436,1160491,-9.45,1.3,1175635,1160491,1.3
2406,國碩科技,116893,112567,112330,3.84,4.06,116893,112330,4.06
2409,友達,28341220,28155506,36259625,0.65,-21.83,28341220,36259625,-21.83
2426,鼎元,261459,258645,271455,1.08,-3.68,261459,271455,-3.68
2443,新利虹,96085,96398,149247,-0.32,-35.62,96085,149247,-35.62
2448,晶電,1388350,1439375,1300578,-3.54,6.74,1388350,1300578,6.74
2466,冠西電,103198,107257,106730,-3.78,-3.3,103198,106730,-3.3
2475,華映,4913305,4533602,6303148,8.37,-22.04,4913305,6303148,-22.04
2486,一詮精密,306503,268446,321865,14.17,-4.77,306503,321865,-4.77
2489,瑞軒,3500441,8559318,4254684,-59.1,-17.72,3500441,4254684,-17.72
2491,吉祥全,27841,26295,23268,5.87,19.65,27841,23268,19.65
2499,東貝光電,532239,511463,347682,4.06,53.08,532239,347682,53.08
3008,大立光,1006078,988732,636613,1.75,58.03,1006078,636613,58.03
3019,亞洲光學,290615,307499,181543,-5.49,60.08,290615,181543,60.08
3024,憶聲電子,16824,37919,44374,-55.63,-62.08,16824,44374,-62.08
3031,佰鴻工業,359430,414492,346869,-13.28,3.62,359430,346869,3.62
3038,全台,422369,321358,291763,31.43,44.76,422369,291763,44.76
3049,和鑫,417139,564505,451020,-26.1,-7.51,417139,451020,-7.51
3050,鈺德科技,107825,93336,99529,15.52,8.33,107825,99529,8.33
3051,力特光電,441566,348691,458452,26.63,-3.68,441566,458452,-3.68
3059,華晶科技,1085766,1682410,1067108,-35.46,1.74,1085766,1067108,1.74
3061,璨圓光電,354754,295820,203977,19.92,73.91,354754,203977,73.91
3149,正達國際,404131,348499,117651,15.96,243.49,404131,117651,243.49
3356,奇偶科技,98847,99713,76618,-0.86,29.01,98847,76618,29.01
3383,新世紀,343662,342501,145874,0.33,135.58,343662,145874,135.58
3406,玉晶光,527999,762864,106359,-30.78,396.43,527999,106359,396.43
3454,晶睿,153191,156868,103006,-2.34,48.72,153191,103006,48.72
3481,群創光電,39988546,44142542,16109639,-9.41,148.22,39988546,16109639,148.22
3504,揚明光學,405057,348306,246761,16.29,64.14,405057,246761,64.14
3514,昱晶能源,2075275,2364434,1875565,-12.22,10.64,2075275,1875565,10.64
3535,晶彩科,19725,47855,60822,-58.78,-67.56,19725,60822,-67.56
3536,誠創科技,50376,52903,89070,-4.77,-43.44,50376,89070,-43.44
3557,嘉威光電,154594,109405,192549,41.3,-19.71,154594,192549,-19.71
3561,昇陽科,1621310,1424771,533187,13.79,204.07,1621310,533187,204.07
3573,穎台,428017,375799,346989,13.89,23.35,428017,346989,23.35
3576,新日光,2439522,2307164,975562,5.73,150.06,2439522,975562,150.06
3584,介面光電,326353,486391,409055,-32.9,-20.21,326353,409055,-20.21
3591,艾笛森,221653,191169,205803,15.94,7.7,221653,205803,7.7
3593,力銘,379554,330025,385632,15.0,-1.57,379554,385632,-1.57
3599,旺能,1082851,1069435,487788,1.25,121.99,1082851,487788,121.99
3622,洋華,1258607,1230881,1112971,2.25,13.08,1258607,1112971,13.08
3669,圓展,150747,142792,241423,5.57,-37.55,150747,241423,-37.55
3698,隆達,480978,659816,396300,-27.1,21.36,480978,396300,21.36
4934,太極能源,470259,557840,166499,-15.7,182.43,470259,166499,182.43
4942,嘉彰,86397,66344,105362,30.22,-17.99,86397,105362,-17.99
4956,光鋐,84032,90779,54122,-7.43,55.26,84032,54122,55.26
4960,奇美材料,1524757,1452587,1045714,4.96,45.81,1524757,1045714,45.81
4976,佳凌,93161,99950,42955,-6.79,116.88,93161,42955,116.88
5234,達興,243889,232536,221412,4.88,10.15,243889,221412,10.15
5484,慧友電子,121853,137821,180819,-11.58,-32.61,121853,180819,-32.61
6116,彩晶,3845326,3399551,4995420,13.11,-23.02,3845326,4995420,-23.02
