公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2208,台船公司,2756939,2453808,2165095,12.35,27.33,2756939,2165095,27.33
2601,益航,15940,16878,20486,-5.55,-22.19,15940,20486,-22.19
2603,長榮海運,1400696,1400792,1164396,-0.0,20.29,1400696,1164396,20.29
2605,新興,16249,24051,18412,-32.43,-11.74,16249,18412,-11.74
2606,裕民,125148,153858,170223,-18.66,-26.47,125148,170223,-26.47
2607,榮運,365646,372934,352602,-1.95,3.69,365646,352602,3.69
2608,嘉里大榮,571797,530019,482121,7.88,18.6,571797,482121,18.6
2609,陽明海運,8688604,9270336,7222258,-6.27,20.3,8688604,7222258,20.3
2610,華航,11041154,11422063,10035147,-3.33,10.02,11041154,10035147,10.02
2611,志信,33011,36887,41559,-10.5,-20.56,33011,41559,-20.56
2612,中航,141417,132909,127835,6.4,10.62,141417,127835,10.62
2613,中櫃,182534,212332,199065,-14.03,-8.3,182534,199065,-8.3
2614,東森,652141,642260,577602,1.53,12.9,652141,577602,12.9
2615,萬海,5610449,5836767,4443526,-3.87,26.26,5610449,4443526,26.26
2617,台航,125579,137907,101568,-8.93,23.64,125579,101568,23.64
2618,長榮航,8634724,8668763,7588211,-0.39,13.79,8634724,7588211,13.79
5607,遠雄港,7245,-4226,4,271.43,181025.0,7245,4,181025.0
5608,四維航業,50425,52124,45019,-3.25,12.0,50425,45019,12.0
6702,復興航空,681585,688515,537722,-1.0,26.75,681585,537722,26.75
合計,合計,41101283,42048977,35292851,-2.25,16.45,41101283,35292851,16.45
