公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1603,華電,289908,256727,204045,12.92,42.08,678101,487082,39.21
1604,聲寶,1055020,674767,710895,56.35,48.4,2606046,2040338,27.72
1605,華新,6643126,6212312,8316826,6.93,-20.12,17966349,20135346,-10.77
1608,華榮,1205300,764091,985473,57.74,22.3,2296889,2557582,-10.19
1609,大亞電線,1011815,649319,773184,55.82,30.86,2282264,2054359,11.09
1611,中電,578998,547578,513673,5.73,12.71,1675657,1559828,7.42
1612,宏泰,645150,511738,625258,26.07,3.18,1468975,1458140,0.74
1613,台一,609730,477056,619211,27.81,-1.53,1462035,1474678,-0.85
1614,三洋電,810183,525768,414225,54.09,95.59,2082160,1468165,41.82
1615,大山,329041,361260,320296,-8.91,2.73,959663,978737,-1.94
1616,億泰,316971,252299,395166,25.63,-19.78,781391,983856,-20.57
1617,榮星電線,389949,330652,510857,17.93,-23.66,987485,1388669,-28.88
1618,合機公司,191001,174982,348665,9.15,-45.21,453856,865489,-47.56
4930,燦星網通,60052,35319,54252,70.02,10.69,177710,224618,-20.88
合計,合計,14136244,11773868,14792026,20.06,-4.43,35878581,37676887,-4.77
