公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1402,遠東新,5466636,5342084,6025435,2.33,-9.27,15175333,15721005,-3.47
1409,新纖,2499816,2619207,2733905,-4.55,-8.56,6894676,7016987,-1.74
1410,南染,28696,26648,34054,7.68,-15.73,73600,78316,-6.02
1413,宏洲纖維,461340,357735,487658,28.96,-5.39,1081818,1253378,-13.68
1414,東和,140529,135019,109103,4.08,28.8,367909,304216,20.93
1416,廣豐,31051,27823,7964,11.6,289.89,72553,29715,144.16
1417,嘉裕,161018,150230,89255,7.18,80.4,504385,318779,58.22
1418,東華,284559,410212,421880,-30.63,-32.54,929791,877436,5.96
1419,新紡,92887,71267,72310,30.33,28.45,223453,183511,21.76
1423,利華羊毛,127666,85944,158686,48.54,-19.54,295996,384597,-23.03
1432,大魯閣,1535,2371,1108,-35.25,38.53,5055,5340,-5.33
1434,福懋興業,3299759,2925444,3356874,12.79,-1.7,8968305,8972188,-0.04
1439,中和羊毛,67712,83342,55769,-18.75,21.41,215250,121274,77.49
1440,南紡,1433859,1411551,1744850,1.58,-17.82,3844402,4915070,-21.78
1441,大東紡織,143682,137714,203567,4.33,-29.41,390615,526259,-25.77
1443,立益紡織,77907,55786,170273,39.65,-54.24,186018,329950,-43.62
1444,力麗,1205082,1181482,1514829,1.99,-20.44,3297917,3608882,-8.61
1445,大宇紡織,202707,176519,208662,14.83,-2.85,527743,550954,-4.21
1446,宏和,27671,22628,68170,22.28,-59.4,73178,196808,-62.81
1447,力鵬,1929129,2514013,2958764,-23.26,-34.79,6668605,6464286,3.16
1449,佳和實業,194156,147098,201388,31.99,-3.59,499336,528894,-5.58
1451,年興紡織,930595,835278,991353,11.41,-6.12,2483041,2560439,-3.02
1452,宏益,199434,173870,204219,14.7,-2.34,529767,645450,-17.92
1453,大將,41856,29326,48574,42.72,-13.83,79471,114109,-30.35
1454,台富,205050,204845,290355,0.1,-29.37,565691,704645,-19.71
1455,集盛,1604419,1695368,1901543,-5.36,-15.62,4754753,5048107,-5.81
1456,怡華,221604,177725,220635,24.68,0.43,542642,594232,-8.68
1457,宜進,455736,451818,704200,0.86,-35.28,1331658,1659467,-19.75
1459,聯發紡織,294532,303155,340508,-2.84,-13.5,784663,954931,-17.83
1460,宏遠,620541,554438,535497,11.92,15.88,1653704,1342799,23.15
1463,強盛染整,40124,42772,59355,-6.19,-32.39,102663,145430,-29.4
1464,得力實業,197658,153724,156266,28.57,26.48,481243,387147,24.3
1465,偉全實業,131762,116275,150800,13.31,-12.62,361506,355928,1.56
1466,聚隆,448916,525205,612654,-14.52,-26.72,1494520,1698098,-11.98
1467,南緯實業,329811,164887,258261,100.02,27.7,802747,716981,11.96
1468,昶和纖維,68580,68775,95638,-0.28,-28.29,175355,186439,-5.94
1469,理隆纖維,59571,36817,88446,61.8,-32.64,116168,220165,-47.23
1470,大統染,71525,63872,82875,11.98,-13.69,181971,216379,-15.9
1472,三洋紡,43050,32136,126142,33.96,-65.87,144652,342837,-57.8
1473,台南企業,825031,655370,641378,25.88,28.63,2195642,2013647,9.03
1474,弘裕,238647,273361,414474,-12.69,-42.42,746552,972399,-23.22
1475,本盟光電,14074,22999,39667,-38.8,-64.51,55538,139464,-60.17
1476,儒鴻,1074133,921481,954906,16.56,12.48,2899417,2173032,33.42
1477,聚陽實業,1319052,1043678,1186857,26.38,11.13,3841718,3457942,11.09
4414,如興,147889,156971,156873,-5.78,-5.72,526095,665786,-20.98
4426,利勤實業,84273,65365,53978,28.92,56.12,189596,132433,43.16
合計,合計,27545260,26653628,30939958,3.34,-10.97,77336711,79836131,-3.13
