公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2427,三商電腦,123638,83432,77936,48.19,58.64,334372,301928,10.74
2453,凌群,371968,191057,197087,94.68,88.73,718059,455418,57.67
2468,華經,119689,112904,141554,6.0,-15.44,350077,426595,-17.93
2471,資通,75049,54307,31657,38.19,137.06,171417,133713,28.19
2480,敦陽科技,317636,238652,304763,33.09,4.22,882342,858359,2.79
3021,衛展資訊,36733,41002,61161,-10.41,-39.94,127016,125708,1.04
3029,零壹科技,281776,244244,204076,15.36,38.07,781176,596898,30.87
3130,一零四,93047,60976,61693,52.59,50.82,219259,168318,30.26
5203,訊連,457845,142439,226643,221.43,102.01,749864,606768,23.58
6112,聚碩,313833,285153,222543,10.05,41.02,900727,632800,42.33
6183,關貿,89882,58833,79311,52.77,13.32,209616,191477,9.47
6214,精誠資訊,774584,633260,715344,22.31,8.28,2073044,1967072,5.38
合計,合計,3055680,2146259,2323768,42.37,31.49,7516969,6465054,16.27
