公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1532,勤美,377758,284355,524445,32.84,-27.96,3949743,4133047,-4.43
2002,中鋼,15736433,15200826,19593035,3.52,-19.68,176553800,201599337,-12.42
2006,東和鋼鐵,2926732,2655852,3468580,10.19,-15.62,31083321,32338770,-3.88
2007,燁興公司,557357,577373,641034,-3.46,-13.05,6916128,8966457,-22.86
2008,高興昌,97616,78561,270189,24.25,-63.87,1959086,4444186,-55.91
2009,第一伸銅,328745,290484,290777,13.17,13.05,3608575,4827868,-25.25
2010,春源鋼鐵,1293025,1347520,1498905,-4.04,-13.73,14821967,14590106,1.58
2012,春雨,295911,302229,332233,-2.09,-10.93,3279090,3831609,-14.42
2013,中鋼構,1200946,1164848,982069,3.09,22.28,11591803,11271511,2.84
2014,中鴻,3209640,3092777,4270448,3.77,-24.84,35030342,39610268,-11.56
2015,豐興鋼鐵,2592348,2172295,3424357,19.33,-24.29,28532197,31913970,-10.59
2017,官田鋼,444702,404536,496564,9.92,-10.44,4700604,5419476,-13.26
2020,美亞鋼管,426403,394332,422722,8.13,0.87,4118743,4669819,-11.8
2022,聚亨,245638,117190,139104,109.6,76.58,2122859,2084551,1.83
2023,燁輝,2147010,2170135,2819751,-1.06,-23.85,23040746,27843197,-17.24
2024,志聯工業,138506,110458,136407,25.39,1.53,1368724,1686879,-18.86
2025,千興,145259,147670,381461,-1.63,-61.92,2209854,5856839,-62.26
2027,大成鋼,728595,794658,712083,-8.31,2.31,8059764,9001903,-10.46
2028,威致鋼鐵,946626,537424,950258,76.14,-0.38,8189883,9012443,-9.12
2029,盛餘,1398711,1027771,1437156,36.09,-2.67,13197187,14934551,-11.63
2030,彰源,987989,953926,1074234,3.57,-8.02,10685491,12912391,-17.24
2031,新光鋼,449782,619538,457736,-27.4,-1.73,5898555,6323675,-6.72
2032,新鋼工業,271567,391380,391175,-30.61,-30.57,3484637,4198131,-16.99
2033,佳大世界,84668,76330,85674,10.92,-1.17,882574,899238,-1.85
2034,允強,1849286,1914646,2270736,-3.41,-18.56,20657979,23031168,-10.3
2038,海光企業,1051194,985826,1181812,6.63,-11.05,10878502,11926778,-8.78
3004,豐達科技,61686,166234,58149,-62.89,6.08,1000423,727705,37.47
5007,三星科技,351590,363501,515714,-3.27,-31.82,4327722,5211006,-16.95
9958,世紀鋼構,198133,241073,126964,-17.81,56.05,2526884,1419437,78.02
合計,合計,40543856,38583748,48953772,5.08,-17.17,444677183,504686316,-11.89
