公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2801,彰化銀行,1849966,2291616,2028615,-19.27,-8.8,15677703,14688717,6.73
2809,京城銀行,360986,349572,323105,3.26,11.72,2561291,2102798,21.8
2812,台中銀行,623131,289927,503796,114.92,23.68,3198438,3054753,4.7
2816,旺旺保險,393297,349057,433037,12.67,-9.17,2677719,3017087,-11.24
2820,華票,348636,157402,196494,121.49,77.42,1267950,1199312,5.72
2823,中壽,16234271,14399088,12477051,12.74,30.11,93539843,100671416,-7.08
2832,台產,648924,301188,754041,115.45,-13.94,2544004,5501841,-53.76
2833,台灣人壽,6032514,5176510,6194974,16.53,-2.62,35852700,47065864,-23.82
2834,臺灣企銀,1777660,1820385,1309977,-2.34,35.7,10736293,9146658,17.37
2836,高銀,224534,204865,210998,9.6,6.41,1456843,1386352,5.08
2837,萬泰銀行,229317,102420,72378,123.89,216.83,783880,212180,269.44
2838,聯邦銀行,711265,203282,545439,249.89,30.4,3942687,4014533,-1.78
2845,遠東商銀,703017,613992,625322,14.49,12.42,4420794,4283279,3.21
2847,大眾銀行,591990,638469,735129,-7.27,-19.47,4666775,4483217,4.09
2849,安泰銀行,642441,800084,474594,-19.7,35.36,3761243,2797414,34.45
2850,新產,820805,701489,1454025,17.0,-43.54,5201332,14737960,-64.7
2851,中再保,1077827,1153249,272619,-6.53,295.36,7907310,7129983,10.9
2852,第一保,442513,376840,919494,17.42,-51.87,2678436,6308577,-57.54
2855,統一證券,684495,217687,529187,214.43,29.34,2872273,2696568,6.51
2856,元富證券,4783024,3508145,2363307,36.34,102.38,24209616,12551189,92.88
2867,三商美邦,9400408,7514432,8738052,25.09,7.58,66165286,68473424,-3.37
2880,華南金,1073544,888279,865695,20.85,24.0,5630536,4100345,37.31
2881,富邦金,12884422,4193312,5394360,207.26,138.84,31168226,16653536,87.15
2882,國泰金,3393596,3065346,1439558,10.7,135.73,10182491,1043107,876.16
2883,開發金,1556901,943829,1267512,64.95,22.83,4354608,4335702,0.43
2884,玉山金控,529495,528950,357374,0.1,48.16,3553436,2507966,41.68
2885,元大金,922617,458895,857804,101.05,7.55,13132761,4106476,219.8
2886,兆豐金,2129042,1892117,1538168,12.52,38.41,12402013,9798960,26.56
2887,台新金控,856807,1101428,1014140,-22.2,-15.51,6488038,5419248,19.72
2888,新光金,3058963,675861,1877239,352.6,62.95,5247685,-798705,757.02
2889,國票金控,130045,68164,241731,90.78,-46.2,1951142,1005891,93.97
2890,永豐金控,749081,177722,823452,321.49,-9.03,4295735,2793972,53.75
2891,中信金,1684405,2834897,1422751,-40.58,18.39,13252901,9261157,43.1
2892,第一金控,1012192,1161219,845017,-12.83,19.78,5995112,3548230,68.96
6005,群益證,613039,432613,545989,41.7,12.28,3361235,2993989,12.26
合計,合計,79175170,59592331,59652424,32.86,32.72,417138335,382292996,9.11
