公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1471,首利,523104,475463,855829,10.01,-38.87,3725596,5100040,-26.94
1582,信錦,115748,131058,120646,-11.68,-4.05,856298,636572,34.51
2059,川湖,145547,142822,163890,1.9,-11.19,1009746,1179989,-14.42
2308,台達電,2876030,2552121,3328370,12.69,-13.59,18630544,17987740,3.57
2313,華通,1530092,1534363,1462641,-0.27,4.61,10532259,9505088,10.8
2316,楠梓電,367991,334922,357240,9.87,3.0,2175584,2334057,-6.78
2327,國巨,949273,924390,1222431,2.69,-22.34,7036546,7072526,-0.5
2328,廣宇,463142,393313,557683,17.75,-16.95,2763746,3228350,-14.39
2355,敬鵬,1028925,963005,1166214,6.84,-11.77,7292785,7398443,-1.42
2367,燿華,869358,976036,930134,-10.92,-6.53,6413084,5117030,25.32
2368,金像電,1023385,1156540,1071687,-11.51,-4.5,8018364,7329325,9.4
2375,智寶,35023,39461,51925,-11.24,-32.55,247295,219230,12.8
2383,台光電子,431687,394454,421614,9.43,2.38,2894519,2614286,10.71
2392,正崴,5412445,4745047,4155821,14.06,30.23,31072319,21405985,45.15
2413,環科,218208,231967,343285,-5.93,-36.43,1735303,2141338,-18.96
2415,錩新,67668,66564,81262,1.65,-16.72,456923,489135,-6.58
2420,新巨,270853,278398,295417,-2.71,-8.31,2039310,1992136,2.36
2421,建準電機,505775,484779,512262,4.33,-1.26,3194433,3332048,-4.13
2428,興勤電子,227181,211181,277354,7.57,-18.08,1472935,1541201,-4.42
2429,銘旺科,48229,23637,70496,104.04,-31.58,308319,419046,-26.42
2431,聯昌電子,122825,148686,288985,-17.39,-57.49,1052030,2142570,-50.89
2437,旺詮,78950,86772,130468,-9.01,-39.48,617273,705251,-12.47
2440,太空梭,177447,147348,197170,20.42,-10.0,1158766,1267064,-8.54
2456,奇力新,179621,183660,182646,-2.19,-1.65,1262934,1240531,1.8
2457,飛宏科技,850930,1133766,1525708,-24.94,-44.22,8044865,7730813,4.06
2460,建通精密,185658,109089,235248,70.18,-21.07,1080255,1400001,-22.83
2462,良得電,388448,435930,377843,-10.89,2.8,2478164,2159084,14.77
2467,志聖工業,338654,396512,287919,-14.59,17.62,2139698,1482692,44.31
2472,立隆電子,425632,460108,394756,-7.49,7.82,2636381,2463002,7.03
2476,鉅祥,127675,133877,138279,-4.63,-7.66,801276,979458,-18.19
2478,大毅,154517,201084,220555,-23.15,-29.94,1423997,1458217,-2.34
2483,百容,125286,113596,130034,10.29,-3.65,788153,779105,1.16
2484,希華,191459,206131,220812,-7.11,-13.29,1301343,1274612,2.09
2492,華新科,608786,604585,796376,0.69,-23.55,4532256,5208042,-12.97
2493,揚博科技,216198,197441,176534,9.5,22.46,1389512,1006051,38.11
3003,健和興,212495,198253,175341,7.18,21.18,1320199,1131922,16.63
3011,今皓,81698,56477,71948,44.65,13.55,414233,481309,-13.93
3015,全漢,1394196,1260892,1432428,10.57,-2.66,8461118,9341095,-9.42
3023,信邦電子,167347,150191,240200,11.42,-30.33,1202030,1389841,-13.51
3026,禾伸堂,1057711,1077514,962347,-1.83,9.9,7772634,7073233,9.88
3032,偉訓科技,125379,158703,175421,-20.99,-28.52,1176494,1354949,-13.17
3037,欣興電子,4137192,3888652,4241515,6.39,-2.45,28082713,28225170,-0.5
3042,晶技,701681,720135,676540,-2.56,3.71,5016761,4444163,12.88
3044,健鼎科技,323484,310905,468514,4.04,-30.95,2556586,2713706,-5.78
3058,立德電子,444222,443646,460018,0.12,-3.43,3070717,2783412,10.32
3090,日電貿,168505,169579,226731,-0.63,-25.68,1359304,1535561,-11.47
3229,晟鈦,74419,76410,95856,-2.6,-22.36,533450,590228,-9.61
3296,勝德國際,264168,275935,372892,-4.26,-29.15,1629866,2283512,-28.62
3308,聯德電子,220525,193485,293350,13.97,-24.82,1766922,2160451,-18.21
3376,新日興,207928,230193,188745,-9.67,10.16,1463397,1666946,-12.21
3432,台端,54777,64415,96011,-14.96,-42.94,451609,927096,-51.28
3501,維熹科技,359678,347892,388553,3.38,-7.43,2344079,2657734,-11.8
3533,嘉澤端子,514259,566110,490686,-9.15,4.8,3865131,3510210,10.11
3550,聯穎,174352,138493,202619,25.89,-13.95,1266510,1462206,-13.38
3605,宏致,263916,233111,240060,13.21,9.93,1650305,1595911,3.4
3607,谷崧,451683,438141,440108,3.09,2.63,3063874,2992936,2.37
3645,達邁,81332,50354,62907,61.52,29.28,548741,529328,3.66
3653,健策,316040,294047,336314,7.47,-6.02,2098719,1882384,11.49
3679,新至陞,289635,294013,258461,-1.48,12.06,1747817,1425839,22.58
5469,瀚宇博德,219713,228938,189155,-4.02,16.15,1337905,1235800,8.26
6108,競國實業,240990,230694,206689,4.46,16.59,1640191,1445326,13.48
6115,鎰勝,539102,547145,475740,-1.46,13.31,3382521,3403811,-0.62
6133,金橋科技,126895,101868,78050,24.56,62.58,630218,533322,18.16
6141,柏承科技,82522,83700,97390,-1.4,-15.26,581682,642120,-9.41
6153,嘉聯益,722231,647002,552561,11.62,30.7,4431108,3395357,30.5
6155,鈞寶,46021,58707,51243,-21.6,-10.19,358964,365713,-1.84
6165,捷泰精密,34201,39866,55904,-14.21,-38.82,271498,401686,-32.41
6191,精成科技,2030023,2181949,2530899,-6.96,-19.79,16220865,15887477,2.09
6205,詮欣,133497,121151,136286,10.19,-2.04,909505,925419,-1.71
6213,聯茂,391769,354992,480588,10.35,-18.48,2893572,3073393,-5.85
6224,聚鼎,113425,118120,127568,-3.97,-11.08,822053,759114,8.29
6251,定穎電子,838012,830758,1033171,0.87,-18.88,5958417,6934204,-14.07
6269,台郡科技,527461,546952,399532,-3.56,32.01,3474420,2305759,50.68
6282,康舒,1769710,1770758,1928466,-0.05,-8.23,11238812,11211793,0.24
8039,台虹科技,392270,271962,473586,44.23,-17.17,2557089,2957177,-13.52
8046,南電,3429348,3190030,3180307,7.5,7.83,21221766,20256264,4.76
8103,瀚荃,118784,124277,148172,-4.41,-19.83,811866,828043,-1.95
8163,達方電子,1103610,1050800,1211293,5.02,-8.88,7084793,7763151,-8.73
8213,志超,1224635,1134896,1417546,7.9,-13.6,8361545,8613033,-2.91
8249,菱光科技,455961,447868,498270,1.8,-8.49,2942334,3154770,-6.73
合計,合計,47908552,46338085,50619515,3.38,-5.35,322577144,312591932,3.19
