公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1603,華電,166262,192680,145800,-13.71,14.03,358942,339338,5.77,-
1604,聲寶,524876,782166,823011,-32.89,-36.22,1307042,1806973,-27.66,-
1605,華新,11459081,11425328,8818875,0.29,29.93,22884408,19547788,17.06,-
1608,華榮,507319,504870,418188,0.48,21.31,1012189,1060754,-4.57,-
1609,大亞,1094413,1098341,802280,-0.35,36.41,2192754,1898547,15.49,-
1611,中電,186225,235051,185531,-20.77,0.37,421276,443249,-4.95,-
1612,宏泰,291016,189235,219079,53.78,32.83,480251,447772,7.25,-
1614,三洋電,314121,418914,572941,-25.01,-45.17,733036,1077086,-31.94,-
1615,大山,180328,148687,138867,21.28,29.85,329015,277013,18.77,-
1616,億泰,198042,152688,179598,29.7,10.26,350730,441174,-20.5,-
1617,榮星,234060,181745,135800,28.78,72.35,415805,347424,19.68,適逢春節假期及原物料價格上漲，導致營收差異性大
1618,合機,110576,82952,141179,33.3,-21.67,193528,267651,-27.69,-
4930,燦星網,738022,1197174,855655,-38.35,-13.74,1935196,2094574,-7.6,-
5283,禾聯碩,262252,486049,514794,-46.04,-49.05,748301,1118514,-33.09,-
合計,合計,16266593,17095880,13951598,-4.85,16.59,33362473,31167857,7.04,
