公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2302,麗正,44739,41642,33484,7.43,33.61,292641,240827,21.51,-
2303,聯電,14349944,13364101,12788087,7.37,12.21,90698658,87743918,3.36,-
2329,華泰,1400677,1277265,1170402,9.66,19.67,8270064,7944920,4.09,-
2330,台積電,74370924,70438298,71611190,5.58,3.85,555726406,519380802,6.99,-
2337,旺宏,3045671,2792765,2878360,9.05,5.81,20987129,16051323,30.75,-
2338,光罩,296954,243118,113757,22.14,161.04,1671252,715423,133.6,合併美祿科技子公司營收
2342,茂矽,160696,151409,143505,6.13,11.97,1044693,959337,8.89,-
2344,華邦電,4597513,4507412,3999305,1.99,14.95,30238919,25835545,17.04,-
2351,順德,936665,922345,799051,1.55,17.22,6037090,5493500,9.89,-
2363,矽統,22386,24796,16142,-9.71,38.68,138371,115631,19.66,-
2369,菱生,452251,415426,517664,8.86,-12.63,3144393,3453064,-8.93,-
2379,瑞昱,3859402,3619550,3430779,6.62,12.49,25637661,23365739,9.72,無
2388,威盛,363774,383289,346688,-5.09,4.92,2523868,2617073,-3.56,-
2401,凌陽,590668,580781,579364,1.7,1.95,3818900,3887575,-1.76,-
2408,南亞科,8162217,8585538,4296911,-4.93,89.95,51551873,29152987,76.83,107年07月價格及量較106年07月增加
2434,統懋,25882,27147,22955,-4.65,12.75,201080,142437,41.17,-
2436,偉詮電,232217,224073,209431,3.63,10.87,1489883,1264561,17.81,-
2441,超豐,1097122,1031225,988861,6.39,10.94,7343231,6705928,9.5,-
2449,京元電子,1819182,1716196,1704235,6.0,6.74,11440238,11415791,0.21,-
2451,創見,1554867,1527044,1778606,1.82,-12.57,10766152,12464853,-13.62,-
2454,聯發科,20423891,21060302,18969298,-3.02,7.66,130559210,133130808,-1.93,海外子公司之營收係以當月平均匯率換算之
2458,義隆,789013,727538,669047,8.44,17.93,4672157,4125134,13.26,-
2481,強茂,989006,964247,945351,2.56,4.61,6794995,6682790,1.67,-
3006,晶豪科,950542,1013078,828091,-6.17,14.78,6666502,6000505,11.09,-
3014,聯陽,298065,281575,271766,5.85,9.67,1918618,1755329,9.3,-
3016,嘉晶,414913,377524,279552,9.9,48.42,2459836,1937582,26.95,-
3034,聯詠,5026125,4523614,3952776,11.1,27.15,28756950,26677357,7.79,-
3035,智原,462832,419904,431470,10.22,7.26,2609773,3374659,-22.66,-
3041,揚智,232767,213783,272763,8.88,-14.66,1384688,1927427,-28.15,-
3054,立萬利,15684,17055,24334,-8.03,-35.54,115816,194921,-40.58,-
3094,聯傑,23137,21582,26290,7.2,-11.99,156056,182029,-14.26,-
3189,景碩,2186086,1905397,1790873,14.73,22.06,13240182,11681495,13.34,-
3257,虹冠電,73656,86696,73442,-15.04,0.29,538048,426609,26.12,-
3413,京鼎,947747,919907,638784,3.02,48.36,5906735,4535486,30.23,-
3443,創意,1110071,1294354,1111906,-14.23,-0.16,7102484,6219540,14.19,-
3530,晶相光,149237,150809,133822,-1.04,11.51,1102283,875821,25.85,-
3532,台勝科,1401301,1392067,1090275,0.66,28.52,9279083,7209214,28.71,-
3536,誠創,84509,105701,113199,-20.04,-25.34,721564,616636,17.01,-
3545,敦泰,797892,858843,1052201,-7.09,-24.16,6143283,5810703,5.72,-
3583,辛耘,389882,417255,261738,-6.56,48.95,2123338,1805020,17.63,-
3588,通嘉,96020,96263,99001,-0.25,-3.01,622148,586058,6.15,-
3686,達能,29288,1799,72218,1528.01,-59.44,434327,453411,-4.2,受大陸太陽能新政策緊縮補貼，導致需求急凍，以致營收較去年同期少。
3711,日月光投控,32736056,31033826,0,5.48,,94751478,0,,本公司於107年4月30日成立，上年度無營收產生
4919,新唐,899711,906412,785818,-0.73,14.49,5826645,5315080,9.62,-
4952,凌通,271913,269798,300628,0.78,-9.55,1729339,1914361,-9.66,-
4961,天鈺,823625,839772,618439,-1.92,33.17,4901741,3872105,26.59,-
4967,十銓,657458,638889,684549,2.9,-3.95,4029306,3645216,10.53,-
4968,立積,225001,241046,227144,-6.65,-0.94,1599637,1473460,8.56,-
5269,祥碩,273977,338923,280572,-19.16,-2.35,1791230,1793852,-0.14,-
5285,界霖,441802,421300,373173,4.86,18.39,2965276,1660446,78.58,自民國106年6月起新增海外投資子公司
5305,敦南,1126539,1144023,1046566,-1.52,7.64,7167536,6232563,15.0,-
5471,松翰,286111,301215,315065,-5.01,-9.18,1812525,1989870,-8.91,-
6202,盛群,415323,462169,339472,-10.13,22.34,2830897,2580397,9.7,-
6239,力成,6124461,5787343,5171954,5.82,18.41,39248232,31759854,23.57,-
6243,迅杰,48316,47478,41423,1.76,16.64,276455,259837,6.39,-
6257,矽格,833932,887957,501206,-6.08,66.38,5634781,3423001,64.61,本月較去年同期成長66.39%主因係合併台星科所致
6271,同欣電,601460,561418,641321,7.13,-6.21,4085655,4294932,-4.87,-
6531,愛普,403904,472762,339804,-14.56,18.86,2794553,2656607,5.19,-
6533,晶心科,20048,44459,25710,-54.9,-22.02,142816,190898,-25.18,-
6552,易華電,152681,133985,111557,13.95,36.86,887825,731144,21.42,-
8016,矽創,922769,921107,881044,0.18,4.73,5680144,5233661,8.53,-
8028,昇陽半導體,182008,171289,141136,6.25,28.95,1166871,1071812,8.86,-
8081,致新,381500,363045,327702,5.08,16.41,2426141,2128345,13.99,-
8110,華東,721985,701275,800664,2.95,-9.82,5070190,5270063,-3.79,-
8131,福懋科,762286,744694,610609,2.36,24.84,5037357,4720621,6.7,-
8150,南茂,1576707,1550170,1417508,1.71,11.23,10079246,10519042,-4.18,-
8261,富鼎,265683,255481,183528,3.99,44.76,1548749,1036901,49.36,-
8271,宇瞻,806892,808405,920889,-0.18,-12.37,5713793,5489766,4.08,-
合計,合計,206237563,198770954,157624455,3.75,30.84,1285528996,1094423602,17.46,
