公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2208,台船,1089687,1000036,2036827,8.96,-46.5,3972143,5267578,-24.59,-
2603,長榮,12535774,11283332,10818008,11.09,15.87,49305317,45352979,8.71,-
2605,新興,210405,199827,318477,5.29,-33.93,898061,1197592,-25.01,-
2606,裕民,755905,723084,683550,4.53,10.58,2937873,2477589,18.57,-
2607,榮運,623215,666872,627008,-6.54,-0.6,2494743,2497450,-0.1,-
2608,嘉里大榮,766353,903968,708988,-15.22,8.09,3302682,2988077,10.52,-
2609,陽明,9759959,9855290,9932266,-0.96,-1.73,40794833,40187120,1.51,-
2610,華航,14058611,13847806,12669255,1.52,10.96,53713456,48473387,10.81,-
2611,志信,83364,75069,89256,11.04,-6.6,295794,343913,-13.99,-
2612,中航,292505,308324,265942,-5.13,9.98,1143668,1042084,9.74,-
2613,中櫃,229090,238347,210749,-3.88,8.7,897352,820691,9.34,-
2615,萬海,5076990,4983926,4965072,1.86,2.25,19995228,18841959,6.12,-
2617,台航,279221,280938,227165,-0.61,22.91,1076475,874610,23.08,-
2618,長榮航,14103464,15199431,12667257,-7.21,11.33,56981786,50731954,12.31,-
2630,亞航,137840,212921,149898,-35.26,-8.04,552691,829970,-33.4,-
2633,台灣高鐵,3943891,3721958,3631455,5.96,8.6,14982890,14436577,3.78,-
2634,漢翔,2095960,2583633,2046711,-18.87,2.4,8292864,7965632,4.1,-
2636,台驊投控,864213,810410,871393,6.63,-0.82,3306872,3306961,-0.0,-
2642,宅配通,262506,261670,229410,0.31,14.42,1122192,940026,19.37,-
5607,遠雄港,137568,147537,120542,-6.75,14.12,538763,456208,18.09,-
5608,四維航,330972,312859,286693,5.78,15.44,1274597,1108918,14.94,-
8367,建新國際,150176,133346,131893,12.62,13.86,514012,484822,6.02,無
合計,合計,67787669,67750584,63687815,0.05,6.43,268394292,250626097,7.08,
