公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1402,遠東新,5061636,5226926,5120241,-3.16,-1.14,41447930,41567618,-0.28
1409,新纖,2028249,2422814,2184470,-16.28,-7.15,17796127,18491183,-3.75
1410,南染,29549,30126,32252,-1.91,-8.38,231174,246004,-6.02
1413,宏洲纖維,278690,290606,320910,-4.1,-13.15,2644861,3033684,-12.81
1414,東和,145726,119347,146159,22.1,-0.29,1003283,850175,18.0
1416,廣豐,6452,9695,12001,-33.45,-46.23,140130,106331,31.78
1417,嘉裕,147037,217396,117565,-32.36,25.06,1347458,826773,62.97
1418,東華,198313,111757,205487,77.45,-3.49,1578624,2005749,-21.29
1419,新紡,44772,53246,62906,-15.91,-28.82,488528,522521,-6.5
1423,利華羊毛,66860,77478,85898,-13.7,-22.16,787348,1030547,-23.59
1432,大魯閣,455,2399,461,-81.03,-1.3,9859,10297,-4.25
1434,福懋興業,2903241,2802157,2940187,3.6,-1.25,23759483,24563124,-3.27
1439,中和羊毛,37680,69465,48400,-45.75,-22.14,506382,391586,29.31
1440,南紡,1392176,1170943,1474403,18.89,-5.57,10403339,11582639,-10.18
1441,大東紡織,120419,127104,149125,-5.25,-19.24,994280,1261209,-21.16
1443,立益紡織,114366,93366,42894,22.49,166.62,680724,683846,-0.45
1444,力麗,965490,1060633,1237648,-8.97,-21.98,8286925,9027595,-8.2
1445,大宇紡織,185049,177943,210549,3.99,-12.11,1407943,1570205,-10.33
1446,宏和,31123,28785,25193,8.12,23.53,231804,434975,-46.7
1447,力鵬,2345493,2312160,3097630,1.44,-24.28,17171877,17698978,-2.97
1449,佳和實業,138143,135255,156386,2.13,-11.66,1317571,1435644,-8.22
1451,年興紡織,1074388,986252,949120,8.93,13.19,7542468,7465031,1.03
1452,宏益,210169,162254,189264,29.53,11.04,1430626,1565778,-8.63
1453,大將,50131,26602,12646,88.44,296.41,272251,176410,54.32
1454,台富,168198,213661,239468,-21.27,-29.76,1503300,1843276,-18.44
1455,集盛,1524329,1494857,1880396,1.97,-18.93,11707635,13111438,-10.7
1456,怡華,127012,142813,146956,-11.06,-13.57,1292267,1440290,-10.27
1457,宜進,441490,345503,494580,27.78,-10.73,3282643,4245694,-22.68
1459,聯發紡織,254431,247504,340872,2.79,-25.35,2035737,1853755,9.81
1460,宏遠,505262,358115,534460,41.08,-5.46,4065907,3842850,5.8
1463,強盛染整,35661,39066,48759,-8.71,-26.86,297295,384133,-22.6
1464,得力實業,164720,124878,141078,31.9,16.75,1331560,1197465,11.19
1465,偉全實業,120054,123155,202949,-2.51,-40.84,1033150,1315062,-21.43
1466,聚隆,451037,420673,588669,7.21,-23.38,3640383,4053601,-10.19
1467,南緯實業,311756,399662,427253,-21.99,-27.03,2158369,2308191,-6.49
1468,昶和纖維,39051,30383,35920,28.52,8.71,369302,504986,-26.86
1469,理隆纖維,47698,62027,67849,-23.1,-29.69,447339,657930,-32.0
1470,大統染,49032,44884,53308,9.24,-8.02,456465,558899,-18.32
1472,三洋紡,88468,69635,98249,27.04,-9.95,442778,910563,-51.37
1473,台南企業,827145,1003437,595181,-17.56,38.97,5687179,5005119,13.62
1474,弘裕,239690,267997,305006,-10.56,-21.41,2009301,2564128,-21.63
1475,本盟光電,19450,21655,19674,-10.18,-1.13,171488,293255,-41.52
1476,儒鴻,1244623,1353497,958215,-8.04,29.88,8178144,6708904,21.89
1477,聚陽實業,1158889,1351398,1298971,-14.24,-10.78,9710037,9171162,5.87
4414,如興,212551,331543,164226,-35.89,29.42,1674519,1751081,-4.37
4426,利勤實業,100009,93759,54860,6.66,82.29,640773,369440,73.44
合計,合計,25706163,26254811,27518694,-2.08,-6.58,203616566,210639124,-3.33
