公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1316,上曜,25675,18893,15290,35.89,67.92,175290,120192,45.84
1704,榮化,2374445,2989678,2462952,-20.57,-3.59,19617237,21053448,-6.82
1708,東鹼,311936,246438,252548,26.57,23.51,2118156,1788613,18.42
1709,和益化工,821411,1009675,808376,-18.64,1.61,7173177,7071218,1.44
1710,東聯,916444,944711,1238695,-2.99,-26.01,8254710,9260140,-10.85
1711,永光化學,529721,476287,395252,11.21,34.02,4205641,3708224,13.41
1712,興農,785194,606515,685390,29.45,14.56,5333605,4859437,9.75
1713,國化,58812,45172,46798,30.19,25.67,421436,387705,8.7
1714,和桐化學,565388,674867,1284602,-16.22,-55.98,8358111,8683155,-3.74
1717,長興材料,1459446,1519909,1538937,-3.97,-5.16,11341516,12537678,-9.54
1718,中纖,1506317,1006796,1550445,49.61,-2.84,10776005,11644776,-7.46
1721,三晃,136071,136249,146895,-0.13,-7.36,1016281,1157421,-12.19
1722,台肥,1212964,1432849,1473277,-15.34,-17.66,11052699,10929343,1.12
1723,中碳,706591,651619,758207,8.43,-6.8,5812944,6124787,-5.09
1724,台硝,219903,242905,254769,-9.46,-13.68,1577978,1730440,-8.81
1725,元禎,781139,739617,688927,5.61,13.38,6072276,6526500,-6.95
1726,永記造漆,519094,525871,697542,-1.28,-25.58,4277640,4300806,-0.53
1727,中華化學,210036,192679,188046,9.0,11.69,1460525,1379308,5.88
1730,花仙子,92068,93486,94468,-1.51,-2.54,734375,662242,10.89
1732,毛寶,54846,55808,56404,-1.72,-2.76,460310,496832,-7.35
1735,日勝化,157939,160406,168543,-1.53,-6.29,1261270,1316648,-4.2
1773,勝一化工,546153,553144,576965,-1.26,-5.34,4445511,4453383,-0.17
4720,德淵企業,136217,128708,166728,5.83,-18.29,1061274,1043383,1.71
4722,國精化學,350280,342887,283796,2.15,23.42,2720315,1963001,38.57
4725,信昌化,2176137,2043128,2826014,6.51,-22.99,16921215,19625314,-13.77
4733,上緯企業,120001,175311,134554,-31.54,-10.81,1213311,1155635,4.99
4755,三福化工,301224,0,272240,,10.64,2417814,2811707,-14.0
合計,合計,17075452,17013608,19066660,0.36,-10.44,140280622,146791336,-4.43
