公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2314,台揚科技,561597,552429,406446,1.65,38.17,5266704,4320861,21.89
2321,東訊,450062,507161,779282,-11.25,-42.24,4227006,5245951,-19.42
2332,友訊科技,296714,294028,310630,0.91,-4.47,2316580,2196725,5.45
2345,智邦科技,1879391,1371535,1934435,37.02,-2.84,13190329,11109817,18.72
2412,中華電,16020239,15419299,17323629,3.89,-7.52,125798368,128815493,-2.34
2419,仲琦,479325,463918,563440,3.32,-14.92,4444937,3166989,40.35
2439,美律,469917,400780,444195,17.25,5.79,4086278,3266542,25.09
2444,友旺科技,175808,190921,157161,-7.91,11.86,1441740,1263440,14.11
2450,神腦,3461177,2976182,2563525,16.29,35.01,23549879,17207364,36.85
2455,全新,182880,170053,170716,7.54,7.12,1691708,1533300,10.33
2485,兆赫電子,706323,729978,819997,-3.24,-13.86,5591903,6813709,-17.93
2496,卓越成功,24355,30780,11218,-20.87,117.1,144864,84026,72.4
2498,宏達電,20500785,21586798,44149623,-5.03,-53.56,195047612,311856264,-37.45
3025,星通,37752,62214,30506,-39.31,23.75,376784,399821,-5.76
3027,盛達電業,102441,113258,151392,-9.55,-32.33,759342,863514,-12.06
3045,台灣大,5651403,5694712,5211625,-0.76,8.43,44352967,40660094,9.08
3047,訊舟科技,459213,296076,236363,55.09,94.28,2681322,2170985,23.5
3062,建漢科技,884955,572624,945796,54.54,-6.43,5853057,9009154,-35.03
3311,閎暉,288008,214312,687670,34.38,-58.11,2352546,4159672,-43.44
3380,明泰科技,1991540,1904119,2227443,4.59,-10.59,16168360,15349560,5.33
3419,譁裕實業,167360,124890,129486,34.0,29.24,861443,952021,-9.51
3596,智易科技,1049575,775553,1159772,35.33,-9.5,7614599,9979702,-23.69
3682,亞太電信,2123846,2136839,2195924,-0.6,-3.28,17395833,16563685,5.02
3694,海華科技,725848,753084,657306,-3.61,10.42,5724595,4140067,38.27
3704,合勤控,-66447,76983,18923,-186.31,-451.14,-85102,1062228,-108.01
4904,遠傳,6040540,6009770,5359870,0.51,12.69,47200923,40651686,16.11
4906,正文,2038155,2116626,2558564,-3.7,-20.33,16332719,17351119,-5.86
5388,中磊電子,1684868,1639592,977419,2.76,72.37,11224375,7012077,60.07
6136,富爾特,73547,71147,86972,3.37,-15.43,590953,657793,-10.16
6142,友勁科技,1205254,861159,1201965,39.95,0.27,7977606,7889947,1.11
6152,百一電子,770684,834456,759274,-7.64,1.5,5684175,5702794,-0.32
6216,居易,60142,72236,62777,-16.74,-4.19,530534,527433,0.58
6283,淳安電子,31300,19422,19688,61.15,58.98,196744,226168,-13.0
6285,啟�眲鴔�,3323128,2936229,2747829,13.17,20.93,21659058,19821192,9.27
8011,台通,208212,202929,242349,2.6,-14.08,1298865,1275597,1.82
8101,華冠通訊,899026,895879,2923048,0.35,-69.24,11251867,16946400,-33.6
合計,合計,74958923,73077971,100226258,2.57,-25.21,614801473,720253190,-14.64
