公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2427,三商電,118312,84489,110251,40.03,7.31,574802,511197,12.44,-
2453,凌群,277908,279614,324785,-0.61,-14.43,1031491,1225584,-15.83,-
2468,華經,134114,126682,97790,5.86,37.14,452970,504906,-10.28,-
2471,資通,51404,52896,44640,-2.82,15.15,185676,187761,-1.11,-
2480,敦陽科,359411,414926,300260,-13.37,19.69,1421259,1161834,22.32,-
3029,零壹,378544,509304,341324,-25.67,10.9,1620244,1400868,15.66,-
3130,一零四,213859,227242,201172,-5.88,6.3,820906,759055,8.14,-
4994,傳奇,85837,85753,104193,0.09,-17.61,376809,477976,-21.16,-
5203,訊連,159356,209847,230114,-24.06,-30.74,644564,775671,-16.9,月營收年減主因係部分OEM客戶季報告之營收認列時點與去年不同或需求較遲緩所致，提醒投資人應以合併季營收為經營績效之參考。
6112,聚碩,690488,741976,773555,-6.93,-10.73,2796116,2763712,1.17,-
6183,關貿,98064,88197,96885,11.18,1.21,395891,383454,3.24,-
6214,精誠,1111342,1583922,1062118,-29.83,4.63,4900402,5029346,-2.56,-
合計,合計,3678639,4404848,3687087,-16.48,-0.22,15221130,15181364,0.26,
