公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1436,福益,789,789,524,0.0,50.57,4148,2634,57.47
1442,名軒,129738,229548,115029,-43.48,12.78,907977,393133,130.95
1805,寶徠,17894,15393,13181,16.24,35.75,114359,47987,138.31
1808,潤隆,171562,120807,76228,42.01,125.06,697439,356338,95.72
2501,國建,888095,753733,166140,17.82,434.54,2198167,1285949,70.93
2504,國產,763108,754380,672267,1.15,13.51,3693172,3179622,16.15
2505,國揚實業,53993,90914,52265,-40.61,3.3,250420,151800,64.96
2506,太設,90887,154565,182764,-41.19,-50.27,676643,1104575,-38.74
2509,全坤建,76444,175306,95089,-56.39,-19.6,915410,360880,153.66
2511,太子,703773,743792,303189,-5.38,132.12,3037516,1784922,70.17
2515,中工,1201625,1219188,886016,-1.44,35.62,5839659,4683351,24.68
2516,新亞,542722,528789,706362,2.63,-23.16,2707027,3242398,-16.51
2520,冠德,1226890,380826,184757,222.16,564.05,3195058,1391873,129.55
2524,京城,327131,360708,327131,-9.3,0.0,1362048,940904,44.75
2527,宏璟,23245,53034,2229,-56.16,942.84,196915,30821,538.89
2528,皇普建設,210,210,6821,0.0,-96.92,4437,76678,-94.21
2530,華建,29763,279656,62504,-89.35,-52.38,1099325,479363,129.33
2534,宏盛,349883,538697,186764,-35.05,87.33,1939272,380416,409.77
2535,達工,1231761,826126,770403,49.1,59.88,4473340,4414227,1.33
2536,宏普建設,650644,170565,581024,281.46,11.98,1665779,2507962,-33.58
2537,聯上開發,18963,9894,87512,91.66,-78.33,84500,109891,-23.1
2538,基泰建設,111001,110000,108664,0.91,2.15,720027,765570,-5.94
2539,櫻花建設,80508,138630,33909,-41.92,137.42,359473,253645,41.72
2540,金尚昌,0,0,0,,,0,0,
2542,興富發,1310401,1747012,1112028,-24.99,17.83,11908933,4435203,168.5
2543,皇昌營造,414587,344836,306723,20.22,35.16,2004791,1396009,43.6
2545,皇翔,30624,23444,929865,30.62,-96.7,165531,2992435,-94.46
2546,根基,501561,439752,269417,14.05,86.16,1957049,1325885,47.6
2547,日勝,585285,349423,0,67.5,,3251116,0,
2548,華固建設,651262,1035968,390254,-37.13,66.88,4423416,3723868,18.78
2597,潤弘精密,408504,370835,563151,10.15,-27.46,2539108,2637415,-3.72
2841,台灣土地,46024,11727,1285,292.46,3481.63,171163,29791,474.54
3056,總太地產,5886,5375,5545,9.5,6.14,113545,36869,207.96
3703,欣陸投控,125788,261622,0,-51.91,,387410,0,
5515,建國工程,494553,392449,473388,26.01,4.47,1852754,2033640,-8.89
5521,工信,597656,855706,671468,-30.15,-10.99,5125417,3455052,48.34
5522,遠雄建設,1320754,3674677,867227,-64.05,52.29,11950177,4967239,140.57
5525,順天建設,114703,113947,21411,0.66,435.71,494597,225796,119.04
5531,鄉林建設,287098,199545,149204,43.87,92.41,1507397,590760,155.16
5533,皇鼎建設,102371,266645,1304317,-61.6,-92.15,1283640,1535133,-16.38
5534,長虹,832629,469758,108681,77.24,666.12,2870270,1348482,112.85
合計,合計,16520315,18218271,12794736,-9.32,29.11,88148425,58678516,50.22
