公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1316,上曜,54349,66895,35834,-18.75,51.66,596984,846198,-29.45,新增客戶及客戶出貨增加。
1436,華友聯,118949,193946,130988,-38.66,-9.19,1306962,268587,386.6,累計營收較去年增加之原因，係今年銷售狀況較去年增加
1438,裕豐,0,2,55,-100.0,-100.0,61,23633,-99.74,"105年1-12月無銷售店舖，104年1-12月銷售店鋪二戶共23,371仟元，其餘皆為商品銷售，故營業收入變化大。"
1442,名軒,140145,139836,461452,0.22,-69.62,5311889,2105297,152.31,本月認收15戶，去年同期認收29戶；本月累計認收645戶，去年同期累計認收164戶，故兩期差異大。
1805,寶徠,2712,7291,4780,-62.8,-43.26,31085,119634,-74.01,本公司於104年下半年度處分土地及廠房建物，致105年磁磚收入較上期減少。
1808,潤隆,872689,420689,213677,107.44,308.41,5729654,4951316,15.71,本月營收相較去年同期當月增加達50%以上，主要係本公司營建收入較去年同期當月增加所致。
2501,國建,2863217,1727465,2801429,65.74,2.2,18695115,9849822,89.8,係今年新完工工地較去年增加
2504,國產,1602040,1735171,2502147,-7.67,-35.97,25606743,27799570,-7.88,-
2505,國揚,792068,35273,631486,2145.53,25.42,1458192,3000378,-51.39,"本年度成屋銷售1,341,227仟元，其他收入111,216仟元，租金收入5,749仟元。"
2506,太設,143569,132134,93953,8.65,52.8,2315709,2087063,10.95,因本期認列建案完工交屋，致本期營收較去年同期高
2509,全坤建,174985,6692,2580486,2514.83,-93.21,595479,3883212,-84.66,"本月營收較去年同期減少,係本月售屋收入減少,本年累計營收較去年同期減少,主要係售屋收入認列減少所致."
2511,太子,2616947,1946630,5906226,34.43,-55.69,12067819,16169013,-25.36,營收月減55.69%，主係104年12月當月有四個新案完工交屋結轉營收；105年度12月當月全部是餘屋交屋結轉營收，而無新案完工交屋。
2515,中工,639530,598457,1070746,6.86,-40.27,9504094,15647796,-39.26,-
2516,新建,1076240,861352,500914,24.94,114.85,6338160,7876307,-19.52,本期多個工地工進趨向發展期，故月營收較去年同期成長。
2520,冠德,1004613,668941,2233514,50.17,-55.02,11688431,10759475,8.63,105年12月份營業收入較去年同期減少50%以上，主因係建設部門僅有銷售成屋收入，而去年同期則有一個建案完工交屋入帳所致。
2524,京城,387144,542055,196485,-28.57,97.03,2620885,1741166,50.52,"本月因有個案入帳金額較大, 致使本月較去年增加百分比達50％以上"
2527,宏璟,51365,16115,94734,218.74,-45.77,746959,2972292,-74.86,"本年累計營收較去年低,主要係因去年有大型工案完工銷售認列收入所致"
2528,皇普,28924,5827,65441,396.37,-55.8,127699,135552,-5.79,"主要係本月認列「台糖安南專案」28,902仟元，租賃收入22仟元。"
2530,華建,753,1593,1106989,-52.73,-99.93,2357723,3220299,-26.78,"本年度出售房地收入較去年度減少863,161仟元,本年度租金收入較去年度同期增加585仟元."
2534,宏盛,1292106,275634,3057,368.77,42167.12,3232064,1504011,114.89,無異常，本月因有個案銷售認列收入，以及租賃收入
2535,達欣工,955446,1066701,1195142,-10.42,-20.05,12452420,11870261,4.9,-
2536,宏普,21175,174006,299514,-87.83,-92.93,4788794,5050755,-5.18,"無異常,本月因有個案交屋認列收入及租賃收入"
2537,聯上發,55,10548,1886407,-99.47,-99.99,1364525,2165893,-36.99,本月較去年同月營收減幅百分比近100%，主要係本公司聯上世界案104年12月開始交屋認列營收，而本月未有房地出售收入供認列所致。
2538,基泰,17454,45341,13613,-61.5,28.21,679830,5202312,-86.93,兩期差異係為去年有個案交屋及土地認列
2539,櫻花建,1752074,1026315,1332763,70.71,31.46,3342989,3346134,-0.09,無異常。本月有「櫻花世家」、「櫻花獨綻」建案陸續過戶中。
2540,愛山林,276953,52105,201179,431.52,37.66,1158313,838336,38.16,-
2542,興富發,4488659,947687,13585606,373.64,-66.96,35081640,34638039,1.28,本月較去年同期減少主要差異係因去年12月新完工個案「光華段」、「金泰九」完成產權移轉予客戶認列收入所致。
2543,皇昌,400774,434325,281513,-7.72,42.36,4645447,5498372,-15.51,-
2545,皇翔,49333,45834,644356,7.63,-92.34,13354894,1701599,684.84,主要差異係本期完工個案「皇翔歡喜城」、「皇翔百老匯2」及「皇翔紫鼎」，完成產權移轉予客戶認列收入所致
2546,根基,920660,622046,703498,48.0,30.86,8313238,5860186,41.85,-
2547,日勝生,362849,338413,203771,7.22,78.06,3341194,3572231,-6.46,本月增減百分比達50%以上係因子公司工案之工程進度較去年同期增加致工案營收上升
2548,華固,2278293,1136538,589684,100.45,286.35,11788986,7546149,56.22,本公司截至12月底累計營收較去年同期增加，係因新完工交屋數較高所致。
2597,潤弘,1048641,844122,840928,24.22,24.7,8853227,9760831,-9.29,-
2841,台開,40403,19706,157710,105.02,-74.38,288116,589232,-51.1,本月營收較去年同期減少係因工業區認列相關勞務收入減少所致
3052,夆典,577405,466009,195249,23.9,195.72,2887287,2517309,14.69,本期增加主係馬稠後收入已可認列
3056,總太,443,16117,45811,-97.25,-99.03,4579375,3991064,14.74,本年度累計營收增加係個案明日完工交屋、雍河餘屋及國美餘屋交屋。
3266,昇陽,270672,65580,520964,312.73,-48.04,1481603,1887262,-21.49,-
3703,欣陸,3437324,2735086,2979723,25.67,15.35,24520596,22035841,11.27,-
5515,建國,447696,413915,513433,8.16,-12.8,5168748,5040779,2.53,-
5519,隆大,194206,158627,198848,22.42,-2.33,1834590,2216810,-17.24,-
5521,工信,425847,291378,1137880,46.14,-62.57,4289591,7141467,-39.93,無
5522,遠雄,2455396,1257833,3593963,95.2,-31.67,27716626,27115878,2.21,-
5525,順天,78420,93557,402720,-16.17,-80.52,993800,3751297,-73.5,本月份母公司主要營收為御南苑餘屋收入
5531,鄉林,3233347,44233,1769603,7209.8,82.71,7455181,4796098,55.44,建設業之銷售進度及狀況深受景氣榮枯及市場現狀影響，且建築個案之完工時間並非固定時點，故月營收的表現上會有較大之波動。
5533,皇鼎,202126,142372,145501,41.97,38.91,2023009,2616522,-22.68,-
5534,長虹,276884,168127,555616,64.68,-50.16,5188446,3117403,66.43,.
6177,達麗,123794,133000,1325249,-6.92,-90.65,2454788,4633035,-47.01,本期較去年同期減少，主要差異係因去年同期有新完工個案過戶交屋所致
9906,欣巴巴,96954,77915,100163,24.43,-3.2,862630,769553,12.09,-
9946,三發地產,212200,120243,442344,76.47,-52.02,2699560,5014312,-46.16,本月營收較去年同期減少2.30144億元(減少52.03%)
合計,合計,38507828,22329677,56497144,72.45,-31.84,313941150,309245581,1.51,
