公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
2323,中環,1530160,1509453,1682376,1.37,-9.04,10294673,11201393,-8.09
2340,光磊,769055,669357,445567,14.89,72.6,4348878,2617322,66.15
2349,錸德科技,1300597,1547549,1273532,-15.95,2.12,9500671,7895976,20.32
2374,佳能,3970440,4500689,2692438,-11.78,47.46,28998704,15412079,88.15
2384,勝華科技,5116738,4433423,2078828,15.41,146.13,24489341,13278322,84.43
2393,億光電子,1724778,1606684,953066,7.35,80.97,9771519,5624182,73.74
2406,國碩科技,91573,124604,100107,-26.5,-8.52,799058,769532,3.83
2409,友達,37301044,41437952,31843098,-9.98,17.14,265466967,163758310,62.1
2426,鼎元,400508,360749,253746,11.02,57.83,2214881,1306869,69.47
2443,新利虹,115132,146920,179993,-21.63,-36.03,777750,1261126,-38.32
2448,晶電,1902105,1851813,1208931,2.71,57.33,11176556,6343731,76.18
2466,冠西電,110609,105664,87036,4.67,27.08,717246,516850,38.77
2475,華映,5708709,6873878,5113136,-16.95,11.64,44937150,22856604,96.6
2486,一詮精密,428556,433026,288167,-1.03,48.71,2672357,1454442,83.73
2489,瑞軒,5139487,5341496,4022781,-3.78,27.75,32840080,35683405,-7.96
2491,吉祥全,23598,22088,22627,6.83,4.29,167063,156266,6.9
2499,東貝光電,702060,736977,402567,-4.73,74.39,3953622,1892198,108.94
3008,大立光,876610,756562,559458,15.86,56.68,4939547,2795402,76.7
3019,亞洲光學,339068,348141,403618,-2.6,-15.99,1867649,1948150,-4.13
3024,憶聲電子,46794,116439,88599,-59.81,-47.18,523041,337478,54.98
3031,佰鴻工業,473725,530332,344825,-10.67,37.38,3024645,2014610,50.13
3038,全台,343815,333677,193115,3.03,78.03,2097275,1443008,45.34
3049,和鑫,548568,465140,433943,17.93,26.41,3208476,2322901,38.12
3050,鈺德科技,88742,93893,94039,-5.48,-5.63,657444,646202,1.73
3051,力特光電,515845,465039,468097,10.92,10.2,3542404,2971003,19.23
3059,華晶科技,2044904,2287544,1296715,-10.6,57.69,13796324,7115476,93.89
3061,璨圓光電,536318,524946,184942,2.16,189.99,2632302,892766,194.84
3149,正達國際,271412,191046,59403,42.06,356.89,1083866,255127,324.83
3356,奇偶科技,108251,110568,77920,-2.09,38.92,694936,632962,9.79
3383,新世紀,281120,240247,101813,17.01,176.11,1369364,569709,140.36
3406,玉晶光,147390,59154,35050,149.16,320.51,668237,293042,128.03
3454,晶睿,150387,149375,88385,0.67,70.14,932042,554135,68.19
3481,群創光電,44938276,44980491,15053560,-0.09,198.52,255609982,84536287,202.36
3504,揚明光學,570637,475030,304098,20.12,87.64,2912724,2654521,9.72
3514,昱晶能源,2432660,2299494,1188965,5.79,104.6,14977316,7247757,106.64
3535,晶彩科,93299,126453,539,-26.21,17209.64,421273,101437,315.3
3536,誠創科技,45942,54394,45181,-15.53,1.68,494289,262620,88.21
3557,嘉威光電,153542,129028,195402,18.99,-21.42,1161425,906438,28.13
3561,昇陽科,964983,701506,229395,37.55,320.66,4522797,1613381,180.33
3573,穎台,350209,328839,278919,6.49,25.55,2518971,1458687,72.68
3576,新日光,1764761,1635224,1028028,7.92,71.66,9250023,4845676,90.89
3584,介面光電,435567,329046,377321,32.37,15.43,2595484,1990039,30.42
3591,艾笛森,287717,286638,168407,0.37,70.84,1768485,812656,117.61
3593,力銘,368571,290581,474179,26.83,-22.27,2455132,2367331,3.7
3599,旺能,925242,759587,407437,21.8,127.08,4318981,2118888,103.83
3622,洋華,1291777,1246420,1092145,3.63,18.27,9177877,6214545,47.68
3669,圓展,138861,232888,273798,-40.37,-49.28,1760147,1559827,12.84
3698,隆達,925995,1025479,273246,-9.7,238.88,4616528,618354,646.58
4934,太極能源,643795,330563,156631,94.75,311.02,2170970,568678,281.75
4942,嘉彰,160789,169991,120658,-5.41,33.26,976827,596336,63.8
4956,光鋐,80610,83230,36322,-3.14,121.93,494961,187294,164.26
4960,奇美材料,1578130,0,1095972,,43.99,9404627,5572213,68.77
5234,達興,228864,227085,194158,0.78,17.87,1572697,1025929,53.29
5484,慧友電子,194965,165750,190014,17.62,2.6,1201314,1092615,9.94
6116,彩晶,4752441,5397910,6062873,-11.95,-21.61,36663889,25132639,45.88
6120,輔祥,2180118,2070453,827252,5.29,163.53,13033237,4982636,161.57
6131,悠克電子,161591,136332,141425,18.52,14.25,866454,872742,-0.72
6164,華興電子,169000,164146,108805,2.95,55.32,900041,611798,47.11
6168,宏齊科技,350945,313154,245171,12.06,43.14,2129998,1375371,54.86
6176,瑞儀光電,387673,425678,443558,-8.92,-12.59,2338144,2441336,-4.22
6209,今國光學,235146,241377,220978,-2.58,6.41,1451203,1011225,43.5
6225,天瀚,51011,50492,101792,1.02,-49.88,534112,711353,-24.91
6226,光鼎電子,96144,86720,52339,10.86,83.69,529315,301490,75.56
6278,台表科,478013,495848,411636,-3.59,16.12,3000992,2470664,21.46
6289,華上光電,108196,104871,68375,3.17,58.23,733214,495579,47.95
8072,陞泰,249851,249711,260466,0.05,-4.07,1675378,1596513,4.93
8105,凌巨,1151765,1167868,1246629,-1.37,-7.6,7672981,5985372,28.19
8215,明基材料,1441201,1258172,1127148,14.54,27.86,10252339,7203969,42.31
合計,合計,143496385,146414874,91580740,-1.99,56.68,910328195,500364774,81.93
